"maz","bg_count"
517800,2
517807,6
517809,4
517810,5
517812,4
517820,6
517824,7
517825,1
517834,1
517846,3
517854,3
517858,1
517865,3
517875,2
517876,3
517880,1
517882,2
517883,3
517902,3
517905,2
517906,4
517908,1
517909,4
517910,3
517912,2
517913,2
517921,3
517923,3
517927,4
517936,4
517942,1
517943,1
517957,1
517959,1
517962,1
517992,4
517994,3
517995,1
517997,1
517999,2
518002,1
518003,2
518004,3
518005,6
518009,2
518010,2
518014,1
518030,1
518034,3
518047,3
518050,2
518051,1
518062,1
518063,1
518066,3
518070,3
518072,2
518073,1
518074,2
518079,5
518083,4
518099,3
518103,1
518110,2
518113,2
518115,2
518122,2
518133,5
518139,3
518154,2
518155,1
518156,2
518157,2
518158,3
518159,3
518163,6
518165,1
518167,3
518168,2
518172,2
518173,4
518180,1
518184,2
518187,1
518188,1
518192,3
518194,4
518199,1
518221,4
518228,1
518231,1
518235,2
518246,2
518249,2
518250,3
518254,1
518256,2
518258,2
518268,2
518269,1
518287,2
518289,4
518290,6
518296,2
518297,1
518298,2
518299,1
518300,3
518301,3
518305,2
518307,1
518314,4
518315,2
518319,2
518321,3
518322,5
518327,1
518328,2
518338,1
518341,1
518346,3
518349,1
518351,3
518367,4
518372,1
518378,1
518389,1
518391,1
518402,4
518403,2
518405,2
518406,1
518408,4
518410,1
518412,2
518423,2
518424,1
518426,1
518449,1
518452,2
518453,4
518458,2
518459,2
518470,5
518471,3
518481,3
518485,4
518488,3
518490,2
518491,2
518499,1
518501,3
518503,3
518511,3
518512,4
518520,2
518528,4
518531,1
518534,1
518537,4
518538,3
518554,2
518555,1
518563,5
518565,1
518567,1
518568,2
518571,3
518574,4
518575,1
518576,1
518577,1
518579,1
518582,1
518583,2
518587,3
518599,1
518602,1
518603,2
518604,4
518610,1
518611,7
518626,1
518628,2
518632,1
518633,1
518637,5
518638,5
518639,1
518640,2
518641,1
518648,2
518650,3
518651,3
518652,2
518655,2
518661,2
518666,2
518668,1
518675,2
518684,4
518692,3
518705,2
518706,2
518711,3
518715,1
518718,3
518736,1
518739,3
518740,3
518743,2
518750,1
518761,2
518762,2
518768,1
518770,2
518771,1
518772,5
518776,2
518779,1
518782,5
518787,4
518788,4
518789,1
518794,2
518798,2
518806,1
518813,2
518814,1
518816,2
518817,2
518819,1
518830,4
518843,3
518854,5
518857,2
518867,2
518870,2
518902,1
518909,2
518913,3
518914,2
518916,1
518919,2
518921,2
518923,1
518933,1
518936,2
518941,1
518942,3
518944,5
518948,4
518949,6
518963,2
518967,1
518968,1
518987,5
519013,1
519021,1
519023,1
519025,2
519028,5
519034,1
519041,2
519044,2
519045,2
519046,2
519049,2
519051,4
519054,1
519055,1
519087,6
519089,7
519110,1
519127,2
519144,1
519148,1
519151,1
519153,1
519155,1
519157,2
519163,1
519164,2
519167,2
519168,2
519174,1
519184,2
519190,2
519191,2
519195,1
519199,4
519214,1
519221,1
519222,1
519233,1
519236,3
519248,1
519250,2
519255,1
519256,1
519257,1
519266,1
519274,2
519279,1
519281,3
519282,1
519286,2
519289,2
519295,2
519299,2
519307,2
519318,2
519344,1
519372,1
519374,2
519389,3
519391,4
519403,4
519408,1
519412,2
519414,7
519424,4
519426,3
519430,2
519433,1
519434,4
519439,3
519441,5
519445,1
519457,3
519479,1
519500,3
519504,2
519518,1
519523,3
519524,3
519535,1
519553,5
519557,1
519567,3
519571,5
519582,3
519612,7
519614,3
519619,3
519623,1
519625,4
519627,3
519635,1
519637,1
519644,2
519645,4
519646,3
519649,3
519653,3
519659,5
519661,5
519674,3
519676,1
519679,2
519680,2
519681,5
519705,1
519716,3
519717,5
519718,4
519722,5
519724,2
519725,3
519734,1
519735,2
519742,1
519743,2
519745,1
519747,3
519748,1
519749,4
519769,1
519777,5
519786,1
519788,3
519791,1
519802,2
519804,1
519809,3
519814,4
519824,3
519840,2
519841,3
519842,2
519844,3
519848,3
519852,2
519853,4
519862,4
519863,4
519864,7
519866,2
519868,2
519871,2
519873,2
519879,1
519892,1
519894,3
519903,4
519904,1
519922,3
519923,2
519925,1
519939,4
519942,1
519952,3
519975,5
519981,1
519987,2
519988,3
519993,4
519994,4
520002,4
520006,2
520016,3
520017,2
520031,3
520037,4
520040,2
520044,6
520046,5
520047,4
520052,1
520068,6
520071,4
520072,2
520077,1
520084,8
520087,1
520097,3
520098,1
520109,3
520116,1
520117,3
520118,3
520129,2
520135,1
520136,4
520138,2
520142,2
520143,1
520144,2
520147,2
520155,8
520161,2
520162,4
520163,1
520175,2
520197,2
520198,3
520200,3
520201,2
520202,3
520204,1
520206,4
520209,8
520213,2
520224,1
520236,2
520243,6
520248,1
520256,3
520260,1
520266,2
520267,4
520268,2
520271,1
520279,1
520282,4
520519,2
520521,2
610002,2
610005,1
610006,2
610007,2
610009,2
610014,1
610016,1
610020,1
610021,3
610022,2
610024,1
610025,3
610027,1
610028,1
610030,3
610033,2
610034,6
610035,2
610038,2
610039,2
610044,3
610047,5
610049,2
610051,1
610053,2
610054,3
610057,1
610058,3
610060,2
610063,5
610064,3
610066,4
610067,2
610069,3
610074,2
610079,2
610080,3
610086,4
610091,2
610092,2
610093,2
610095,3
610100,3
610101,4
610110,4
610111,3
610113,2
610116,5
610117,2
610118,3
610119,3
610122,3
610125,3
610127,3
610128,4
610130,1
610132,1
610133,2
610135,2
610138,2
610140,1
610143,4
610144,3
610145,4
610147,2
610148,2
610149,5
610150,4
610151,1
610153,2
610154,4
610156,3
610159,4
610160,2
610161,3
610164,4
610166,1
610169,3
610171,2
610175,2
610185,3
610188,3
610192,2
610194,6
610196,2
610203,2
610208,2
610211,3
610217,3
610218,2
610219,5
610220,3
610221,4
610222,3
610224,5
610225,4
610227,2
610228,3
610233,1
610242,1
610245,3
610246,1
610247,4
610249,2
610251,2
610252,2
610254,2
610255,1
610256,1
610258,3
610259,3
610262,1
610265,4
610266,3
610269,3
610270,3
610271,4
610277,2
610278,1
610279,1
610281,4
610282,2
610283,1
610285,2
610287,2
610288,3
610289,1
610290,2
610291,1
610292,1
610293,2
610294,1
610298,2
610299,1
610300,2
610305,6
610307,2
610308,3
610311,1
610315,2
610317,2
610319,1
610322,5
610325,4
610328,1
610330,1
610331,1
610332,2
610334,2
610336,3
610337,1
610340,3
610343,1
610347,3
610349,4
610351,2
610352,1
610362,5
610364,2
610367,3
610370,2
610371,2
610372,3
610374,1
610375,7
610376,1
610379,3
610382,2
610389,2
610391,2
610392,1
610395,3
610398,1
610404,6
610406,2
610410,2
610411,7
610415,3
610417,1
610421,2
610428,3
610429,1
610438,2
610444,3
610446,3
610448,2
610449,2
610450,2
610452,2
610455,3
610457,2
610458,1
610459,6
610460,1
610461,6
610462,1
610463,1
610464,2
610467,4
610468,3
610470,3
610471,4
610472,1
610474,5
610475,1
610476,3
610477,1
610483,2
610491,4
610501,2
610506,4
610508,1
610509,3
610510,1
610511,3
610515,1
610516,3
610521,3
610532,2
610533,1
610534,3
610538,3
610539,2
610540,1
610542,3
610543,4
610544,2
610545,2
610554,1
610556,3
610557,1
610558,3
610559,2
610562,1
610565,5
610566,4
610570,2
610571,2
610573,2
610577,3
610579,4
610581,2
610598,2
610599,2
610601,3
610602,5
610604,3
610613,4
610615,3
610616,1
610619,3
610624,3
610627,9
610628,1
610630,2
610638,1
610639,1
610640,4
610641,4
610644,2
610648,1
610651,2
610652,2
610653,4
610654,2
610658,1
610659,2
610661,3
610662,2
610665,1
610666,2
610667,3
610668,2
610671,2
610672,1
610674,2
610683,3
610685,1
610688,2
610689,3
610691,2
610694,6
610695,3
610699,2
610704,2
610707,2
610708,3
610715,3
610723,5
610724,1
610725,3
610735,5
610736,2
610738,3
610744,4
610745,3
610749,3
610751,2
610752,4
610755,5
610760,1
610765,2
610769,3
610773,4
610774,2
610775,5
610777,2
610778,3
610789,2
610790,2
610791,3
610792,3
610795,5
610796,5
610797,1
610798,3
610799,2
610805,3
610807,2
610809,4
610810,1
610812,2
610813,4
610814,1
610815,3
610817,1
610818,1
610819,1
610830,4
610831,1
610833,3
610835,3
610836,1
610837,3
610839,1
610840,2
610841,2
610842,1
610843,3
610844,5
610845,2
610847,2
610849,2
610851,3
610856,1
610857,1
610859,1
610860,2
610863,2
610864,1
610865,4
610867,3
610869,1
610879,2
610880,3
610882,3
610884,3
610885,1
610888,1
610899,5
610904,3
610907,1
610916,4
610917,2
610919,2
610921,3
610924,2
610925,4
610927,2
610928,4
610929,2
610932,4
610933,2
610934,2
610939,1
610940,4
610944,2
610945,2
610950,2
610952,4
610953,3
610954,4
610955,4
610978,2
610979,4
610981,1
610983,1
610984,5
610989,2
610992,1
610993,2
610995,1
610996,1
611002,2
611006,3
611014,2
611015,11
611016,2
611018,3
611020,3
611022,5
611024,4
611025,3
611028,4
611031,2
611032,3
611035,2
611036,1
611037,5
611038,4
611041,4
611042,2
611044,1
611046,2
611047,1
611049,1
611050,2
611054,1
611056,4
611058,2
611059,3
611061,2
611065,2
611068,2
611070,3
611073,2
611078,4
611080,4
611081,4
611085,2
611093,4
611098,3
611100,1
611101,3
611102,1
611107,2
611111,3
611116,1
611126,2
611128,1
611129,1
611130,1
611131,4
611133,4
611135,3
611138,1
611139,1
611140,3
611150,5
611151,3
611153,3
611155,4
611161,2
611162,2
611163,2
611164,1
611168,2
611171,2
611172,2
611173,2
611180,3
611185,5
611186,7
611187,4
611188,3
611190,6
611191,3
611200,4
611209,1
611210,1
611212,2
611218,2
611219,2
611221,3
611223,2
611224,4
611225,7
611229,1
611230,1
611232,1
611235,2
611239,1
611240,2
611241,1
611242,2
611244,3
611246,4
611247,3
611248,1
611249,3
611250,2
611252,5
611253,1
611255,3
611262,4
611279,3
611283,2
611285,6
611286,4
611288,1
611290,3
611291,4
611292,1
611294,3
611295,2
611300,2
611301,1
611303,1
611304,1
611306,2
611307,6
611309,3
611311,3
611312,1
611313,3
611314,1
611319,4
611320,1
611324,1
611332,7
611333,2
611335,3
611342,1
611343,1
611344,3
611347,4
611349,6
611350,1
611353,4
611354,4
611355,1
611358,2
611367,1
611369,1
611371,2
611372,4
611374,4
611375,4
611381,1
611391,2
611400,2
611401,4
611402,2
611403,2
611404,2
611409,3
611410,1
611412,5
611413,1
611414,2
611417,1
611419,6
611420,3
611425,2
611431,1
611436,2
611437,1
611452,1
611453,1
611461,1
611470,6
611474,2
611476,1
611483,1
611484,3
611485,3
611489,1
611491,4
611492,4
611493,2
611495,2
611499,4
611503,3
611504,3
611507,2
611519,4
611520,1
611523,2
611526,5
611531,5
611534,2
611535,7
611536,3
611540,3
611541,2
611542,4
611544,2
611561,1
611562,3
611563,2
611565,1
611567,2
611570,2
611575,2
611578,1
611579,2
611583,3
611586,2
611587,2
611590,2
611594,5
611595,2
611597,2
611599,1
611600,1
611601,1
611602,3
611603,4
611607,3
611608,2
611609,2
611617,3
611618,2
611622,4
611623,1
611624,1
611625,1
611627,3
611628,2
611631,3
611636,2
611639,6
611640,1
611645,4
611647,5
611650,3
611652,3
611656,1
611657,1
611659,2
611673,1
611674,1
611675,4
611676,1
611683,4
611684,2
611685,1
611686,6
611688,2
611695,1
611699,3
611702,3
611705,1
611711,3
611714,1
611720,1
611725,3
611727,2
611737,2
611739,2
611740,1
611743,5
611744,1
611745,2
611746,1
611753,3
611757,2
611762,3
611763,1
611770,2
611771,2
611772,2
611774,2
611775,2
611780,1
611786,3
611787,1
611789,3
611790,3
611798,1
611799,1
611806,2
611810,2
611815,3
611816,1
611817,2
611820,2
611822,1
611823,6
611828,3
611832,1
611839,3
611840,2
611846,6
611849,1
611867,1
611869,2
611871,1
611872,4
611874,2
611875,3
611880,2
611883,2
611886,2
611887,1
611888,4
611892,2
611894,1
611895,3
611898,2
611900,4
611901,3
611902,4
611903,2
611905,4
611912,5
611913,2
611914,3
611920,4
611921,1
611932,1
611937,1
611940,3
611941,3
611942,3
611945,1
611947,2
611948,4
611949,5
611950,2
611952,4
611954,2
611957,3
611959,2
611964,3
611966,2
611967,2
611968,4
611969,1
611971,1
611972,4
611976,4
611978,2
611984,2
611987,4
611991,3
611992,3
611994,2
611995,1
611999,1
612002,4
612003,6
612013,5
612017,2
612021,2
612022,1
612032,2
612045,3
612049,1
612060,1
612061,1
612069,2
612072,1
612075,3
612077,2
612078,2
612079,4
612080,3
612085,2
612086,1
612087,1
612091,1
612092,3
612093,2
612107,1
612110,2
612127,2
612132,2
612135,6
612136,1
612138,1
612140,4
612142,4
612147,4
612149,2
612154,3
612157,1
612159,3
612160,1
612162,1
612166,5
612169,2
612172,1
612173,2
612175,4
612185,1
612186,1
612187,3
612196,5
612198,2
612201,2
612202,1
612205,4
612206,4
612208,2
612210,2
612211,2
612235,2
612236,4
612249,2
612251,3
612255,2
612261,1
612264,2
612265,2
612267,4
612268,1
612269,3
612271,2
612272,1
612273,3
612287,1
612288,1
612297,6
612298,1
612300,2
612302,2
612306,2
612308,5
612310,6
612312,1
612313,3
612315,1
612316,1
612320,3
612324,4
612326,2
612335,5
612336,3
612338,2
612340,5
612348,3
612353,1
612354,2
612357,2
612358,4
612361,3
612362,1
612373,5
612379,2
612381,1
612383,2
612386,1
612388,2
612389,5
612398,3
612400,3
612405,1
612409,2
612410,3
612415,2
612418,2
612419,1
612421,2
612422,1
612423,2
612427,3
612432,6
612434,1
612436,3
612439,1
612441,1
612445,2
612446,1
612447,6
612459,1
612461,1
612466,4
612468,2
612471,3
612473,3
612477,3
612478,5
612479,4
612481,2
612482,3
612487,6
612496,3
612497,3
612506,2
612508,2
612509,1
612528,1
612531,1
612533,3
612535,4
612540,2
612545,4
612546,3
612549,3
612554,2
612556,2
612559,3
612560,2
612561,3
612562,2
612565,3
612575,4
612576,3
612577,2
612578,4
612579,2
612582,2
612585,2
612586,2
612588,4
612590,4
612594,4
612606,4
612610,3
612611,3
612613,2
612615,2
612620,1
612621,2
612622,1
612623,3
612628,1
612629,3
612630,2
612640,2
612648,3
612652,2
612658,2
612661,1
612665,1
612669,3
612673,2
612677,1
612680,1
612682,1
612683,3
612687,1
612688,3
612689,2
612693,3
612705,3
612707,2
612708,4
612715,3
612726,1
612733,3
612741,2
612742,6
612747,3
612748,1
612749,2
612752,2
612753,5
612756,2
612761,1
612762,3
612765,3
612767,3
612770,3
661598,4
710009,3
710010,3
710011,4
710012,3
710013,3
710016,1
710017,3
710018,2
710019,5
710025,3
710029,2
710030,5
710031,5
710032,2
710034,3
710035,4
710037,2
710043,6
710044,1
710046,2
710047,2
710050,7
710054,4
710055,1
710056,1
710057,4
710060,4
710061,2
710066,6
710076,3
710077,2
710083,4
710088,2
710092,3
710093,3
710096,1
710099,1
710105,1
710106,5
710107,2
710108,2
710109,3
710110,4
710113,3
710118,5
710125,3
710129,7
710134,3
710138,4
710143,3
710144,6
710150,3
710154,2
710158,3
710166,1
710168,1
710169,3
710171,1
710173,4
710174,5
710175,2
710176,7
710178,1
710181,5
710184,4
710185,2
710187,6
710189,1
710190,4
710191,4
710196,3
710197,1
710199,2
710200,4
710202,1
710205,5
710207,2
710212,2
710213,2
710215,4
710216,2
710217,1
710218,5
710219,4
710221,2
710222,4
710224,2
710225,3
710226,3
710231,2
710233,2
710235,2
710236,2
710243,1
710244,2
710246,6
710249,7
710252,3
710253,3
710254,3
710257,3
710258,7
710267,2
710268,2
710270,7
710271,2
710276,3
710284,6
710290,1
710293,1
710296,1
710297,2
710307,3
710310,1
710312,3
710313,3
710318,1
710321,3
710323,2
710324,2
710328,7
710329,4
710331,2
710333,3
710337,4
710341,3
710342,7
710343,1
710344,4
710347,3
710357,4
710359,3
710361,3
710362,4
710366,5
710367,3
710368,4
710371,3
710372,2
710377,1
710380,3
710382,1
710384,2
710385,3
710390,2
710397,5
710401,2
710403,2
710404,3
710405,3
710406,4
710407,4
710411,3
710412,3
710413,3
710420,2
710421,3
710427,3
710428,4
710429,1
710430,2
710431,4
710432,2
710433,3
710434,1
710435,1
710436,2
710438,4
710442,3
710443,3
710444,3
710446,3
710451,4
710452,4
710460,3
710461,2
710462,2
710465,1
710466,2
710468,1
710469,3
710470,2
710471,1
710474,3
710481,4
710487,3
710491,3
710496,4
710497,3
710502,2
710513,1
710515,3
710517,4
710519,3
710521,3
710522,2
710523,4
710524,6
710526,3
710527,3
710528,3
710534,2
710535,2
710537,1
710538,4
710542,3
710543,1
710547,4
710552,3
710553,3
710556,3
710557,2
710568,4
710572,4
710573,4
710575,3
710577,3
710579,2
710581,4
710582,3
710583,2
710585,2
710586,3
710596,3
710598,2
710600,3
710606,4
710607,2
710612,1
710613,2
710616,3
710623,4
710626,2
710632,6
710635,1
710636,1
710640,3
710642,2
710644,3
710645,3
710646,3
710650,3
710651,4
710653,5
710656,2
710657,2
710659,5
710662,5
710663,4
710664,3
710666,4
710672,4
710675,1
710676,3
710677,1
710679,2
710681,1
710682,1
710687,3
710688,4
710690,4
710694,3
710697,1
710698,1
710699,4
710703,2
710705,3
710707,1
710712,3
710714,5
710717,4
710718,4
710719,2
710721,3
710722,3
710724,1
710727,4
710732,3
710733,2
710736,1
710744,2
710745,4
710751,3
710752,4
710761,3
710770,3
710771,1
710778,2
710779,2
710780,3
710781,2
710782,4
710785,2
710786,3
710787,3
710789,2
710790,4
710791,3
710793,6
710804,4
710806,4
710811,3
710813,2
710819,3
710820,3
710822,6
710823,2
710824,2
710825,1
710828,5
710829,4
710830,3
710832,5
710833,2
710838,1
710839,3
710840,4
710842,2
710844,4
710846,2
710850,2
710851,2
710855,3
710858,5
710865,3
710867,3
710870,2
710872,4
710873,1
710874,3
710875,3
710877,1
710886,5
710887,4
710889,2
710891,1
710892,4
710893,4
710898,5
710899,3
710900,5
710904,5
710905,4
710906,5
710908,3
710909,2
710911,4
710913,3
710917,1
710918,5
710919,3
710920,2
710921,4
710922,2
710924,2
710930,3
710931,1
710936,3
710937,2
710940,4
710944,2
710948,3
710951,3
710953,2
710954,2
710956,2
710958,3
710963,2
710967,3
710972,1
710976,2
710979,4
710986,3
710991,3
710993,3
710995,4
710997,2
710998,1
711001,4
711003,2
711005,2
711015,5
711018,8
711023,2
711028,3
711031,1
711033,1
711034,3
711036,1
711043,4
711044,2
711051,2
711057,2
711058,1
711059,3
711063,4
711065,2
711082,3
711086,4
711088,6
711092,1
711093,3
711100,2
711101,3
711102,4
711107,7
711111,5
711112,4
711113,2
711121,2
711122,2
711125,2
711127,7
711128,1
711129,2
711130,3
711131,3
711133,2
711136,2
711138,1
711140,2
711145,3
711147,2
711152,3
711159,3
711164,3
711169,4
711170,2
711173,2
711174,3
711179,4
711180,1
711182,2
711183,3
711184,4
711185,2
711186,1
711189,4
711190,3
711191,4
711193,3
711195,4
711205,1
711208,4
711209,3
711211,6
711213,1
711215,1
711217,1
711218,3
711220,8
711221,4
711222,3
711226,4
711228,5
711229,2
711240,5
711241,2
711242,2
711249,3
711253,4
711258,3
711260,3
711261,3
711265,2
711266,3
711269,2
711270,1
711274,1
711277,3
711279,6
711282,2
711289,2
711290,3
711291,2
711292,4
711298,4
711300,3
711304,1
711306,3
711311,7
711314,2
711315,2
711319,2
711323,3
711324,3
711326,2
711328,5
711335,3
711339,6
711341,2
711342,4
711345,3
711351,3
711352,3
711354,4
711355,1
711356,2
711359,4
711362,3
711363,1
711364,1
711373,2
711374,2
711379,1
711380,1
711382,2
711384,3
711385,1
711389,1
711402,3
711405,2
711406,3
711407,4
711410,3
711416,4
711421,5
711423,4
711428,5
711429,2
711432,4
711433,1
711434,1
711436,3
711437,2
711438,2
711441,3
711442,4
711445,3
711446,5
711448,1
711449,2
711450,3
711454,3
711455,2
711456,4
711457,1
711458,5
711461,1
711462,1
711463,1
711466,3
711468,3
711469,4
711471,1
711473,1
711474,2
711484,2
711485,2
711486,2
711491,2
711498,3
711499,2
711501,3
711513,3
711515,4
711519,4
711522,2
711524,1
711531,4
711533,2
711538,6
711543,4
711547,5
711551,1
711553,5
711554,4
711556,1
711557,2
711567,1
711570,3
711571,4
711576,3
711581,1
711582,2
711583,3
711586,3
711587,1
711588,2
711591,1
711592,3
711593,4
711595,4
711597,2
711598,2
711599,1
711600,4
711614,5
711619,1
711636,3
711637,1
711638,2
711639,2
711645,4
711650,3
711651,4
711655,1
711657,3
711659,1
711660,3
711663,6
711665,3
711666,2
711667,2
711669,4
711670,2
711674,3
711676,1
711682,2
711686,3
711689,5
711690,1
711694,5
711695,4
711705,3
711707,3
711708,5
711709,3
711711,3
711712,3
711714,4
711715,3
711721,3
711724,2
711735,3
711737,2
711746,3
711749,2
711750,3
711751,2
711754,3
711759,2
711761,4
711762,3
711766,5
711767,1
711772,3
711773,2
711778,7
711791,6
711792,1
711793,2
711794,3
711797,1
711804,5
711811,1
711827,4
711830,2
711833,5
711835,4
711839,3
711842,3
711844,3
711864,2
711873,2
711881,3
711886,2
711894,5
711897,4
711900,4
711907,4
711908,4
711909,2
711915,2
711925,4
711928,7
711929,2
711933,5
711939,3
711942,2
711943,4
711946,1
711947,2
711948,2
711951,2
711952,3
711954,5
711957,1
711960,1
711962,2
711964,2
711976,2
711985,2
711986,2
711988,2
711992,3
711996,5
712002,1
712011,1
712013,2
712014,5
712015,3
712019,2
712020,5
712021,6
712022,1
712029,5
712031,4
712038,3
712041,2
712047,2
712056,2
712061,1
712066,2
712069,3
712070,1
712074,3
712075,5
712076,1
712079,2
712080,4
712083,2
712085,1
712088,1
712092,3
712093,1
712096,3
712097,2
712098,6
712107,3
712109,4
712114,1
712115,3
712116,5
712117,1
712120,5
712123,5
712124,4
712125,3
712126,4
712133,3
712136,1
712142,2
712145,3
712151,2
712152,4
712156,2
712162,4
712174,3
712176,2
712179,3
712199,3
712212,3
712218,6
712221,3
712225,1
712228,2
712230,3
712235,3
712237,2
712239,7
712240,3
712241,3
712243,3
712245,3
712246,1
712247,3
712252,4
712253,4
712257,3
712264,1
712269,1
712271,3
712272,3
712275,3
712276,3
712277,1
712279,1
712280,1
712281,1
712282,4
712289,2
712290,2
712291,1
712292,3
712295,4
712298,3
712299,1
712300,4
712304,1
712305,1
712308,4
712309,4
712323,4
712330,1
712333,1
712337,2
712338,2
712339,1
712340,4
712341,4
712342,3
712350,1
712353,2
712354,1
712357,4
712359,3
712360,5
712361,1
712371,1
712377,6
712379,3
712380,3
712383,4
712386,2
712391,3
712392,3
712394,3
712396,3
712400,1
712403,2
712409,3
712410,2
712416,4
712417,2
712419,3
712425,1
712437,5
712440,2
712441,2
712443,2
712445,2
712447,3
712449,3
712450,2
712454,5
712458,3
712460,1
712461,6
712463,2
712466,5
712467,6
712468,4
712469,2
712470,3
712476,3
712477,2
712478,2
712480,1
712486,2
712493,2
712497,1
712498,1
712503,6
712507,1
712519,1
712520,1
712532,4
712538,3
712545,3
712546,2
712556,2
712562,2
712563,2
712568,3
712570,4
712575,2
712577,2
712583,4
712585,5
712586,3
712587,5
712588,1
712589,3
712591,3
712592,3
712594,1
712595,2
712596,3
712597,4
712598,4
712604,4
712608,3
712609,3
712610,1
712616,4
712619,4
712635,2
712637,1
712648,3
712651,3
712653,2
712654,4
712659,3
712661,1
712662,5
712677,1
712679,5
712680,2
712681,4
712682,2
712684,3
712685,3
712686,1
712692,2
712693,3
712697,3
712703,1
712704,1
712708,3
712710,4
712711,1
712714,2
712718,2
712723,2
712728,2
712729,5
712730,2
712731,1
712733,3
712734,6
712736,4
712737,7
712749,6
712754,4
712755,6
712757,3
712758,4
712760,2
712763,6
712766,2
712768,3
712770,3
712780,2
712781,2
712784,2
712785,5
712786,2
712795,1
712796,3
712797,5
712798,5
712801,4
712805,1
712813,4
712814,4
712816,6
712820,1
712822,2
712823,1
712824,5
712827,2
712835,3
712836,2
712839,3
712845,7
712846,3
712847,2
712848,4
712849,3
712850,2
712855,3
712858,4
712859,3
712860,2
712862,1
712863,2
712864,2
712865,4
712866,1
712871,3
712878,1
712880,1
712882,1
712888,3
712891,4
712892,2
712894,5
712895,3
712898,3
712899,4
712901,2
712915,2
712917,2
712923,4
712925,3
712929,2
712930,1
712931,2
712935,7
712936,3
712939,5
712940,2
712948,4
712949,1
712953,3
712958,2
712959,3
712961,3
712962,3
712964,6
712965,4
712968,2
712971,2
712978,1
712986,1
712988,4
713011,5
713013,5
713014,2
713015,4
713016,6
713017,3
713018,3
713019,5
713021,3
713022,5
713023,5
713027,3
713029,2
713031,2
713032,3
713034,1
713040,1
713056,2
713060,2
713070,1
713071,2
713079,3
713080,8
713086,3
713089,3
713100,5
713108,3
713117,5
713119,1
713125,8
713129,4
713131,1
713141,4
713142,3
713146,2
713149,2
713150,5
713152,2
713153,5
713154,2
713156,3
713161,3
713164,4
713167,4
713184,3
713185,2
713190,4
713191,2
713192,4
713194,2
713199,4
713206,2
713207,2
713210,2
713219,1
713224,2
713227,1
713232,2
713233,6
713236,2
713238,2
713246,2
713247,3
713248,2
713249,2
713250,3
713253,3
713256,3
713260,2
713269,2
713272,4
713277,4
713283,2
713287,4
713291,1
713292,2
713299,4
713301,1
713302,3
713303,2
713306,3
713307,2
713310,3
713316,2
713317,1
713321,3
713333,3
713337,3
713340,1
713341,2
713344,1
713347,4
713354,1
713356,2
713362,2
713363,2
713364,2
713367,1
713369,1
713374,2
713376,5
713386,2
713389,5
713391,3
713394,5
713398,3
713410,1
713413,4
713419,4
713421,1
713422,3
713423,3
713432,2
713446,4
713450,2
713451,4
713453,2
713456,2
713459,4
713461,2
713464,3
713466,3
713467,2
713469,4
713475,3
713478,3
713481,2
713484,4
713489,2
713493,1
713499,6
713502,1
713506,4
713508,2
713509,3
713512,3
713537,1
713538,2
713539,2
713543,1
713555,2
713562,3
713572,4
713575,2
713579,6
713582,2
713588,3
713591,2
713603,3
713605,3
713607,3
713608,4
713610,1
713613,4
713616,2
713617,1
713618,5
713620,4
713621,5
713622,4
713624,1
713625,1
713637,2
713653,5
713655,3
713657,5
713659,4
713661,7
713664,3
713666,3
713669,3
713677,4
713680,2
713684,2
713687,2
713688,2
713690,4
713695,4
713698,6
713703,2
713710,4
713712,3
713713,3
713714,1
713718,5
713719,4
713721,3
713722,4
713723,3
713727,2
713736,2
713738,3
713739,5
713742,5
713744,3
713746,1
713748,4
713766,2
713769,3
713770,3
713771,2
713775,8
713778,3
713784,4
713792,3
713793,4
713800,3
713802,4
713819,5
713820,6
713822,3
713830,5
713833,5
713835,2
713840,3
713841,2
713842,4
713843,3
713844,1
713845,1
713847,1
713849,4
713850,3
713851,3
713853,2
713857,3
713859,4
713860,5
713862,4
713863,2
713864,1
713868,5
713869,3
713873,2
713875,1
713879,4
713880,4
713887,4
713888,3
713891,4
713900,4
713901,2
713904,1
713927,2
713929,1
713933,1
713934,4
713937,2
713948,5
713950,3
713952,6
713957,2
713959,6
713962,7
713964,1
713974,5
713976,3
713977,3
713980,3
713985,1
713990,1
714005,2
714006,3
714012,4
714025,3
714033,1
714040,2
714044,3
714046,2
714051,4
714054,2
714057,2
714068,2
714069,1
714070,2
714076,5
714087,3
714089,1
714090,2
714096,6
714101,3
714107,5
714111,4
714122,2
714129,3
714130,1
714134,5
714136,3
714137,2
714138,3
714141,3
714146,2
714147,3
714149,3
714194,1
714196,7
714206,3
714212,5
714219,3
714225,7
714226,3
714229,3
714232,4
714233,3
714242,2
714243,1
714245,2
714246,3
714247,5
714253,2
714254,2
714255,1
714260,2
714261,2
714267,1
714268,1
714269,1
714272,2
714274,3
714275,4
714277,4
714278,1
714285,6
714286,4
714299,4
714304,3
714305,3
714326,2
714334,3
714336,3
714337,4
714339,4
714340,1
714341,2
714343,2
714344,1
714348,1
714350,3
714351,2
714355,5
714356,2
714357,4
714360,6
714361,1
714362,7
714364,3
714367,1
714370,3
714378,2
714379,3
714380,3
714383,3
714384,3
714389,3
714391,3
714401,3
714404,2
714408,5
714409,3
714411,3
714413,3
714421,2
714434,2
714443,4
714446,3
714452,2
714454,4
714458,3
