"maz","bg_count"
119120,3
119121,2
119128,1
119129,2
119131,4
119133,3
119142,3
119143,1
119144,3
119150,1
119151,2
119153,1
119155,1
119161,2
119162,3
119163,6
119167,2
119168,2
119169,2
119170,5
119171,3
119173,1
119174,1
119176,4
119178,1
119181,2
119182,1
119183,1
119184,3
119185,1
119186,1
119188,2
119194,2
119200,2
119201,2
119203,3
119204,4
119205,2
119206,2
119207,1
119208,2
119210,1
119212,2
119213,6
119216,2
119223,3
119227,2
119228,1
119229,1
119230,2
119232,3
119233,2
119235,2
119236,2
119237,4
119239,2
119240,2
119241,2
119246,4
119248,3
119249,4
119251,2
210002,1
210005,1
210008,1
210009,3
210013,2
210017,3
210021,2
210022,2
210025,1
210029,3
210030,1
210031,7
210036,1
210041,2
210043,1
210044,1
210045,1
210046,5
210047,1
210048,5
210050,1
210051,2
210052,2
210053,1
210054,2
210056,3
210057,4
210058,4
210060,3
210061,2
210062,1
210064,3
210066,3
210068,1
210069,3
210070,4
210071,6
210073,6
210074,1
210075,3
210080,3
210083,3
210085,4
210086,4
210089,3
210090,3
210091,4
210092,1
210093,4
210094,1
210095,3
210096,1
210097,2
210099,2
210100,4
210101,2
210102,3
210103,6
210105,2
210106,3
210107,1
210109,2
210112,2
210113,2
210114,2
210117,4
210118,3
210119,3
210120,1
210123,2
210124,2
210126,4
210127,1
210128,3
210131,1
210136,3
210140,4
210141,4
210142,3
210143,1
210145,2
210146,1
210147,5
210150,7
210151,1
210158,1
210160,4
210163,3
210165,5
210176,2
210178,1
210181,1
210187,2
210188,4
210189,1
210191,3
210195,1
210198,1
210200,2
210206,1
210211,2
210214,2
210217,2
210218,2
210223,4
210224,2
210225,1
210226,5
210227,2
210230,3
210231,3
210232,5
210234,3
210239,2
210246,1
210250,3
210252,6
210253,4
210254,2
210255,3
210256,4
210257,2
210258,3
210259,4
210260,3
210261,4
210262,2
210263,1
210264,2
210265,4
210266,4
210267,3
210268,2
210269,2
210270,3
210272,5
210273,3
210274,4
210275,5
210276,4
210278,2
210279,2
210281,3
210282,2
210283,4
210285,1
210286,3
210287,3
210289,5
210290,3
210292,4
210294,3
210295,4
210296,4
210297,4
210299,3
210300,2
210302,1
210304,3
210305,4
210306,1
210308,4
210309,4
210312,4
210313,4
210315,3
210316,3
210317,3
210318,2
210319,2
210321,1
210323,2
210326,2
210327,3
210328,1
210331,3
210332,2
210333,1
210334,1
210342,9
210343,7
210344,4
210345,3
210346,6
210349,3
210350,2
210352,4
210353,5
210354,1
210355,3
210356,1
210357,5
210358,3
210359,3
210361,6
210364,4
210365,2
210366,4
210367,1
210368,3
210369,3
210370,3
210371,2
210372,5
210373,1
210375,3
210376,4
210377,4
210378,3
210383,2
210384,6
210385,4
210386,2
210387,2
210390,6
210391,2
210394,3
210395,3
210397,2
210400,2
210403,3
210404,4
210405,4
210406,3
210409,5
210410,1
210411,4
210412,3
210413,6
210416,2
210418,4
210419,2
210421,4
210422,4
210424,4
210427,1
210430,3
210431,2
210433,6
210434,4
210436,1
210437,2
210438,4
210439,6
210440,7
210441,5
210442,3
210447,6
210448,2
210450,5
210453,3
210457,3
210458,3
210461,4
210462,3
210463,5
210464,4
210466,4
210467,3
210471,4
210472,6
210475,2
210477,1
210478,1
210481,5
210482,4
210484,7
210486,4
210487,4
210489,2
210490,4
210492,3
210497,14
210500,2
210501,1
210506,4
210508,6
210514,3
210515,5
210516,5
210523,6
210528,4
210529,6
210532,5
210539,3
210541,1
210545,1
210546,4
210547,2
210550,1
210553,1
210554,3
210555,3
210558,2
210559,1
210560,1
210561,1
210564,5
210569,2
210575,3
210584,2
210586,1
210590,5
210596,3
210599,1
210602,2
210603,1
210605,2
210614,3
210615,4
210616,2
210618,2
210622,2
210624,1
210626,5
210627,5
210628,1
210629,4
210630,2
210631,3
210632,9
210633,3
210634,1
210636,1
210638,9
210640,3
210643,2
210644,2
210647,1
210648,3
210649,5
210651,1
210652,3
210653,1
210654,4
210655,5
210659,2
210661,3
210665,2
210666,5
210667,2
210668,4
210669,2
210671,3
210673,6
210674,5
210675,5
210676,5
210677,3
210678,4
210680,7
210682,3
210683,6
210685,2
210689,2
210692,1
210695,2
210698,7
210699,3
210700,3
210701,4
210704,4
210705,4
210706,2
210708,1
210711,5
210714,3
210715,6
210717,1
210724,5
210729,3
210731,5
210732,2
210733,4
210734,4
210735,2
210736,1
210738,4
210739,5
210740,3
210741,2
210742,3
210743,2
210745,2
210746,2
210747,2
210748,2
210749,1
210750,5
210752,5
210754,4
210755,4
210757,4
210758,1
210759,1
210760,7
210761,2
210763,5
210764,2
210765,2
210766,1
210767,4
210769,5
210772,5
210773,4
210774,4
210776,4
210777,1
210779,1
210780,2
210781,2
210783,1
210784,5
210785,5
210786,3
210788,4
210789,3
210790,4
210791,4
210793,3
210794,1
210795,4
210796,4
210797,2
210798,5
210799,2
210800,4
210801,5
210802,4
210804,1
210806,1
210807,1
210809,2
210813,4
210814,6
210815,1
210816,5
210817,1
210821,1
210822,5
210823,4
210824,5
210826,2
210834,3
210835,2
210836,6
210841,4
210842,4
210844,4
210846,4
210848,1
210851,6
210857,3
210858,2
210859,2
210870,2
210871,2
210875,3
210876,4
210877,4
210878,5
210879,4
210880,2
210881,3
210882,3
210884,4
210886,2
210887,1
210888,1
210889,5
210891,1
210892,4
210893,6
210898,2
210900,3
210903,5
210904,3
210905,2
210906,2
210907,3
210908,4
210909,3
210910,3
210912,1
210914,5
210917,6
210919,3
210920,2
210926,2
210928,5
210930,2
210931,1
210934,4
210935,2
210936,2
210937,6
210938,5
210939,5
210940,2
210941,3
210942,2
210945,2
210946,3
210948,3
210949,2
210950,3
210951,2
210953,4
210954,4
210955,4
210956,1
210957,4
210958,3
210959,2
210960,5
210962,6
210964,4
210966,2
210967,3
210968,5
210969,2
210970,2
210978,4
210980,2
210984,5
210987,8
210994,4
210999,4
211002,4
211003,1
211005,4
211007,3
211008,3
211013,3
211016,10
211018,4
211021,3
211025,3
211030,2
211031,5
211033,1
211034,2
211041,1
211047,2
211048,3
211059,1
211063,2
211064,3
211065,1
211067,2
211070,3
211071,1
211072,1
211073,1
211077,1
211078,1
211079,3
211080,1
211081,4
211083,3
211084,6
211087,5
211092,3
211093,3
211094,5
211095,2
211096,1
211097,2
211098,5
211099,1
211100,1
211102,3
211103,2
211104,2
211105,1
211106,1
211107,1
211108,5
211111,3
211113,1
211115,3
211116,2
211117,1
211118,1
211119,3
211121,1
211122,3
211128,6
211129,3
211130,3
211132,2
211133,1
211134,3
211137,3
211140,4
211141,1
211142,4
211143,1
211144,1
211149,1
211150,1
211151,3
211154,2
211155,2
211156,2
211159,5
211161,4
211162,6
211167,3
211168,1
211169,3
211172,5
211173,1
211174,2
211175,4
211176,3
211178,4
211179,2
211180,3
211181,3
211182,3
211183,4
211184,3
211185,2
211188,3
211191,4
211192,3
211194,4
211197,2
211198,3
211204,3
211206,4
211207,2
211208,4
211209,4
211210,2
211211,5
211212,1
211214,3
211215,3
211216,3
211217,5
211220,2
211225,4
211226,3
211227,3
211228,3
211229,2
211230,4
211231,5
211232,1
211233,1
211234,1
211235,4
211236,3
211238,4
211239,3
211240,2
211241,2
211245,4
211246,3
211247,1
211248,1
211250,1
211251,3
211252,5
211254,1
211255,1
211259,4
211260,4
211264,6
211265,3
211273,5
211274,6
211277,1
211278,3
211283,3
211285,3
211287,4
211288,3
211289,1
211290,1
211292,4
211294,2
211295,5
211296,3
211298,2
211299,2
211300,2
211304,4
211306,3
211308,3
211313,4
211314,4
211317,2
211318,5
211319,3
211320,4
211322,7
211327,3
211332,4
211338,5
211339,3
211340,5
211346,1
211352,2
211355,1
211356,1
211357,1
211359,1
211360,1
211362,3
211363,5
211364,3
211374,4
211382,3
211392,3
211396,3
211409,5
211410,3
211412,1
211414,4
211415,5
211417,2
211418,5
211419,1
211420,1
211421,1
211422,2
211424,5
211425,2
211427,2
211428,2
211432,1
211434,4
211435,4
211436,3
211437,7
211438,3
211439,2
211442,5
211443,1
211446,3
211450,1
211457,3
211460,3
211461,4
211462,3
211463,3
211468,2
211469,3
211471,2
211473,3
211474,1
211476,3
211477,4
211478,1
211479,5
211480,1
211481,2
211486,2
211489,3
211490,1
211494,4
211496,4
211497,2
211498,4
211499,5
211502,3
211504,7
211505,2
211507,1
211508,2
211510,2
211512,1
211514,4
211515,3
211516,7
211518,1
211519,1
211520,4
211522,2
211523,2
211524,2
211525,3
211527,3
211529,1
211530,2
211531,4
211532,3
211533,2
211534,5
211535,4
211538,3
211543,4
211545,1
211547,2
211549,2
211551,3
211552,3
211553,1
211554,1
211555,6
211556,5
211561,2
211562,2
211563,3
211564,1
211565,2
211566,3
211568,2
211573,4
211574,1
211575,2
211576,1
211578,3
211580,2
211582,4
211583,2
211584,6
211585,3
211588,2
211589,4
211590,4
211597,6
211598,2
211599,2
211606,2
211607,6
211609,4
211610,5
211611,1
211615,5
211616,4
211619,2
211620,2
211625,4
211626,1
211627,3
211629,1
211632,6
211638,5
211648,3
211652,3
211657,3
211661,1
211665,1
211666,2
211671,2
211675,3
211678,2
211680,2
211681,2
211683,5
211686,2
211687,2
211690,2
211691,1
211692,3
211693,3
211695,1
211696,2
211699,3
211700,2
211702,5
211705,4
211706,2
211710,5
211712,3
211713,2
211714,5
211715,7
211716,1
211718,4
211719,6
211721,4
211722,3
211724,2
211725,3
211727,1
211729,7
211731,4
211738,3
211742,2
211743,2
211744,2
211745,2
211747,3
211756,3
211757,3
211763,4
211765,1
211766,2
211767,3
211768,2
211769,2
211770,2
211771,2
211773,1
211775,1
211778,2
211781,3
211783,6
211796,3
211800,2
211805,7
211810,1
211813,4
211817,2
211827,1
211832,2
211834,5
211837,2
211848,2
211850,3
211852,2
211853,4
211854,3
211856,1
211860,5
211861,2
211863,2
211864,6
211865,1
211867,4
211869,4
211870,1
211872,1
211875,5
211876,5
211877,4
211879,1
211880,2
211884,4
211886,3
211888,2
211889,2
211890,1
211892,5
211893,1
211894,3
211895,6
211898,3
211900,3
211901,1
211903,4
211904,2
211905,4
211906,5
211907,4
211909,3
211910,3
211911,3
211912,2
211913,4
211914,2
211916,3
211918,3
211919,5
211920,4
211921,1
211924,3
211925,4
211930,3
211932,4
211933,5
211934,5
211936,3
211937,3
211938,5
211939,2
211942,2
211943,1
211944,3
211945,2
211946,2
211948,6
211951,5
211954,3
211958,1
211959,4
211961,2
211962,1
211964,2
211965,3
211967,3
211968,2
211969,1
211972,6
211973,6
211974,3
211975,1
211976,7
211977,2
211978,5
211979,2
211984,3
211985,5
211988,4
211989,3
211990,3
211991,6
211992,4
211993,4
211994,2
211995,2
211996,4
211997,7
211998,2
212003,2
212004,6
212005,2
212006,1
212009,4
212010,1
212016,2
212017,1
212022,1
212025,1
212026,5
212027,4
212029,3
212036,10
212043,3
212049,7
212050,1
212057,3
212058,4
212060,6
212061,2
212062,5
212064,4
212068,1
212071,1
212078,2
212081,3
212083,5
212091,1
212092,2
212093,4
212095,4
212096,2
212097,3
212098,2
212103,2
212104,5
212107,1
212108,3
212109,2
212110,3
212111,5
212118,3
212119,3
212127,1
212131,1
212135,3
212136,1
212139,3
212140,5
212146,3
212151,2
212152,3
212156,4
212157,2
212162,2
212164,2
212167,1
212168,2
212171,2
212172,2
212173,3
212176,6
212186,4
212187,3
212188,1
212189,4
212190,3
212191,5
212194,1
212195,2
212196,2
212197,1
212200,2
212201,3
212202,2
212205,1
212206,4
212207,4
212208,2
212209,7
212210,2
212211,7
212214,4
212216,3
212218,4
212222,4
212224,5
212227,3
212231,4
212233,1
212234,4
212235,2
212237,3
212238,3
212239,1
212240,1
212242,1
212245,2
212246,3
212247,4
212248,2
212251,5
212252,4
212256,3
212258,5
212259,4
212262,4
212263,4
212264,5
212265,7
212267,5
212270,1
212271,3
212272,2
212273,4
212275,3
212277,2
212279,4
212281,4
212282,1
212283,4
212284,3
212285,1
212286,2
212288,4
212289,4
212290,1
212291,4
212292,2
212293,5
212295,2
212297,2
212299,2
212301,5
212302,1
212303,1
212307,2
212312,2
212315,2
212316,3
212317,2
212320,3
212321,6
212322,5
212324,1
212325,1
212327,2
212328,1
212329,3
212332,5
212335,2
212336,1
212337,1
212338,1
212343,2
212344,3
212345,1
212347,5
212348,1
212350,2
212353,2
212355,4
212357,3
212358,3
212359,2
212360,5
212361,1
212363,3
212364,1
212365,3
212366,4
212368,4
212370,3
212372,3
212374,2
212376,1
212380,1
212382,1
212386,1
212388,3
212391,3
212394,1
212395,2
212399,2
212406,2
212408,3
212409,2
212416,4
212418,5
212420,1
212422,4
212425,1
212430,1
212432,2
212433,1
212435,1
212437,4
212439,4
212441,1
212445,2
212447,1
212448,3
212456,3
212460,1
212461,2
212465,1
212471,1
212474,1
212477,1
212479,4
212482,2
212483,2
212485,2
212486,1
212487,2
212489,3
212490,5
212495,3
212496,6
212497,3
212498,2
212500,1
212503,1
212504,3
212505,2
212524,3
212525,3
212526,2
212527,2
212528,3
212530,4
212531,5
212533,1
212535,5
212537,4
212538,1
212541,8
212544,3
212545,3
212546,2
212548,4
212549,1
212550,3
212551,2
212552,1
212553,6
212554,1
212555,4
212556,3
212557,5
212558,2
212561,1
212562,5
212565,1
212566,6
212568,4
212569,1
212570,2
212571,1
212572,2
212575,4
212577,1
212579,3
212581,4
212582,6
212585,3
212586,3
212587,2
212588,1
212592,4
212594,4
212595,4
212598,3
212600,3
212601,4
212602,3
212603,1
212605,3
212607,1
212608,3
212609,4
212613,4
212614,2
212615,2
212618,3
212619,5
212621,4
212622,5
212623,2
212625,4
212627,5
212628,3
212632,9
212633,3
212634,2
212635,1
212636,1
212640,4
212641,4
212643,2
212647,4
212648,5
212650,2
212652,3
212653,4
212654,1
212655,4
212656,1
212658,3
212661,2
212667,3
212668,3
212672,2
212673,1
212676,2
212678,4
212685,4
212686,3
212691,3
212693,3
212695,5
212697,2
212699,3
212700,2
212702,1
212704,2
212705,2
212707,4
212710,1
212711,1
212712,2
212714,2
212715,1
212718,1
212720,2
212721,2
212725,5
212726,2
212727,5
212728,4
212730,2
212731,2
212732,1
212733,4
212734,1
212735,1
212736,3
212737,2
212740,1
212742,2
212744,1
212745,3
212746,3
212747,1
212748,3
212749,1
212750,5
212751,4
212752,1
212753,1
212754,4
212755,2
212756,5
212757,3
212758,5
212765,4
212766,3
212767,2
212771,2
212772,5
212773,1
212774,1
212776,4
212777,2
212779,3
212780,2
212783,6
212789,4
212793,4
212794,2
212796,3
212798,2
212799,6
212806,2
212807,2
212809,1
212810,5
212812,4
212813,1
212815,6
212818,3
212819,2
212820,1
212821,3
212825,4
212828,2
212829,5
212831,3
212832,5
212833,1
212834,4
212835,3
212837,3
212838,5
212844,4
212846,4
212847,3
212848,5
212849,5
212850,4
212851,4
212852,1
212853,1
212854,1
212856,3
212859,3
212860,1
212861,2
212862,1
212863,4
212866,1
212876,5
212877,2
212878,3
212879,4
212880,5
212881,4
212882,4
212885,3
212886,4
212887,3
212894,2
212903,1
212908,2
212915,4
212916,1
212917,2
212920,2
212921,3
212925,1
212942,3
212943,2
212948,1
212950,2
212952,1
212953,1
212954,1
212955,1
212957,2
212961,1
212962,1
212964,1
212965,3
212966,1
212967,2
212975,1
212982,4
212984,2
212987,6
212990,2
212991,4
212992,1
212993,1
212994,3
212995,2
212996,3
212998,2
212999,4
213000,2
213005,1
213006,3
213008,1
213009,1
213010,2
213013,1
213014,2
213015,2
213017,2
213018,4
213021,2
213022,3
213023,3
213024,4
213025,1
213026,1
213027,1
213028,1
213029,2
213030,1
213031,2
213032,1
213033,5
213036,1
213037,3
213041,1
213042,4
213046,1
213050,1
213051,4
213056,5
213058,1
213061,1
213062,3
213065,4
213066,4
213068,2
213070,4
213074,6
213075,2
213076,1
213077,7
213081,4
213082,4
213084,5
213086,1
213089,4
213090,5
213091,2
213092,2
213093,1
213096,2
213100,4
213101,4
213102,1
213103,3
213105,2
213106,3
213108,1
213109,6
213110,1
213111,2
213115,1
213117,1
213118,2
213120,2
213123,2
213125,5
213126,2
213127,1
213128,2
213132,7
213140,1
213141,2
213142,7
213145,3
213151,2
213153,6
213154,2
213157,2
213158,2
213167,4
213168,2
213169,4
213170,6
213171,2
213172,2
213182,3
213184,2
213188,1
213193,2
213197,1
213209,1
213212,1
213213,3
213214,2
213215,3
213216,2
213218,3
213219,8
213220,4
213221,2
213222,2
213225,4
213228,2
213229,4
213232,4
213233,3
213234,2
213235,2
213236,2
213238,1
213239,1
213242,5
213245,2
213246,2
213247,4
213248,2
213249,1
213250,3
213251,2
213252,2
213253,2
213255,3
213256,5
213260,2
213261,12
213264,6
213265,5
213267,2
213276,1
213278,1
213279,1
213285,3
213289,3
213290,1
213293,7
213295,2
213303,5
213309,1
213312,2
213316,2
213318,3
213322,4
213325,1
213326,3
213327,5
213328,4
213330,5
213336,3
213341,1
213343,1
213347,2
213353,2
213354,1
213355,2
213357,1
213358,4
213360,2
213361,1
213362,3
213364,4
213365,6
213367,3
213370,3
213375,4
213376,1
213378,2
213380,1
213382,1
213386,2
213387,2
213388,3
213393,1
213394,2
213396,4
213398,2
213400,4
213401,6
213402,7
213403,4
213404,3
213407,4
213408,2
213409,2
213410,5
213412,3
213416,3
213417,3
213419,1
213421,7
213424,4
213426,3
213427,4
213428,7
213432,3
213434,4
213436,6
213437,3
213438,3
213439,3
213441,3
213442,3
213443,2
213447,2
213448,1
213449,1
213451,1
213452,5
213456,1
213457,6
213458,1
213460,4
213462,6
213464,1
213467,3
213468,2
213469,1
213470,5
213477,6
213479,2
213485,2
213490,6
213491,1
213492,1
213496,2
213497,3
213498,4
213501,6
213503,4
213504,4
213505,4
213506,2
213507,3
213513,2
213514,2
213515,2
213516,3
213517,1
213519,3
213524,6
213528,3
213529,4
213530,4
213532,7
213535,2
213538,2
213539,1
213541,1
213542,1
213543,4
213544,1
213546,2
213548,4
213549,2
213550,1
213553,3
213556,2
213557,1
213561,3
213562,1
213564,3
213566,3
213567,1
213568,2
213573,1
213577,2
213579,6
213582,1
213583,1
213585,3
213586,2
213588,3
213589,4
213590,1
213593,4
213594,5
213595,2
213598,2
213599,3
213600,1
213602,3
213603,2
213604,5
213605,3
213608,1
213609,5
213610,1
213611,1
213612,4
213621,6
213623,2
213628,6
213629,2
213630,4
213631,5
213632,3
213633,5
213634,1
213635,1
213637,1
213638,2
213639,3
213640,8
213641,4
213642,4
213643,6
213644,3
213645,3
213646,5
213647,3
213648,4
213649,5
213650,3
213653,4
213655,4
213658,1
213661,3
213666,5
213670,4
213671,4
213672,3
213673,3
213674,2
213677,3
213679,5
213680,1
213682,2
213683,2
213684,3
213688,2
213691,1
213692,5
213693,3
213694,1
213695,1
213696,1
213700,2
213701,1
213706,5
213712,2
213716,2
213718,1
213719,3
213721,3
213722,2
213727,1
213728,1
213731,2
213738,1
213739,1
213743,1
213746,2
213747,2
213748,3
213753,1
213757,3
213767,3
213769,2
213775,1
213780,2
213781,3
213786,1
213789,3
213791,3
213792,2
213795,1
213797,1
213798,5
213799,2
213801,3
213805,3
213807,4
213813,2
213814,2
213815,2
213816,2
213817,3
213818,4
213819,4
213820,1
213821,1
213822,4
213823,2
213825,2
213830,3
213832,2
213833,2
213834,1
213835,3
213845,3
213846,8
213847,5
213850,2
213854,2
213855,2
213856,1
213858,4
213859,3
213860,2
213861,5
213867,3
213873,3
213874,1
213875,1
213878,3
213879,4
213880,1
213884,2
213885,4
213886,3
213891,1
213892,5
213893,1
213895,3
213896,1
213897,2
213903,1
213905,1
213906,5
213913,2
213925,5
213934,6
213940,4
213943,1
213945,1
213948,3
213949,6
213952,4
213953,4
213954,3
213955,1
213956,2
213957,3
213960,2
213969,4
213971,2
213972,4
213973,5
213974,1
213975,1
213976,3
213977,1
213978,2
213981,3
213982,3
213983,3
213984,3
213988,3
213991,1
213995,2
214002,1
214003,2
214004,3
214007,2
214008,1
214011,2
214012,3
214013,1
214015,3
214017,2
214021,2
214031,1
214033,3
214035,2
214036,3
214037,2
214039,7
214041,3
214043,3
214044,3
214045,4
214047,1
214049,4
214051,2
214056,2
214057,6
214058,6
214059,3
214062,2
214064,3
214065,4
214067,1
214068,2
214069,4
214076,5
214079,3
214080,4
214082,3
214084,3
214086,2
214092,2
214093,3
214094,3
214096,2
214097,2
214099,1
214102,1
214110,3
214112,3
214113,4
214115,4
214116,5
214119,1
214120,2
214121,5
214123,3
214125,3
214126,3
214127,2
214129,4
214130,3
214132,4
214134,1
214136,6
214138,2
214141,1
214145,5
214147,2
214152,2
214153,1
214154,3
214155,2
214157,3
214161,5
214162,2
214167,1
214171,7
214175,1
214177,2
214178,3
214179,2
214180,4
214183,3
214184,3
214185,5
214186,3
214187,2
214191,6
214193,7
214194,4
214195,1
214196,1
214197,2
214198,2
214201,3
214202,1
214205,2
214207,7
214208,4
214209,2
214215,5
214217,3
214218,2
214220,4
214221,1
214222,2
214223,1
214224,3
214227,5
214230,3
214231,4
214232,6
214233,4
214234,1
214235,4
214237,5
214239,2
214242,2
214243,4
214244,2
214245,4
214246,4
214249,1
214254,4
214255,2
214256,3
214261,4
214262,3
214264,2
214265,2
214266,2
214267,2
214268,4
214269,2
214270,3
214271,5
214273,1
214274,2
214275,3
214276,2
214277,1
214278,1
214280,2
214281,4
214284,4
214287,3
214293,2
214294,6
214295,5
214296,4
214297,1
214298,2
214299,3
214301,8
214303,1
214304,6
214305,1
214306,2
214319,3
214322,2
214325,2
214327,2
214328,1
214329,6
214330,3
214338,3
214339,1
214342,2
214343,1
214344,2
214345,3
214346,3
214347,4
214350,3
214351,1
214353,2
214354,4
214355,5
214356,2
214357,2
214358,3
214359,2
214360,3
214361,4
214362,1
214363,1
214365,2
214366,8
214367,1
214368,4
214370,2
214371,1
214372,3
214373,1
214378,2
214379,1
214380,4
214384,2
214387,3
214390,4
214391,2
214393,2
214398,3
214399,2
214400,2
214401,3
214408,2
214412,1
214413,9
214415,5
214418,6
214419,3
214420,3
214421,5
214425,3
214426,4
214429,4
214432,3
214435,5
214436,3
214437,2
214438,5
214440,4
214441,3
214442,2
214444,2
214447,5
214449,3
214452,2
214457,1
214459,4
214460,5
214461,3
214462,4
214463,3
214465,1
214467,3
214468,2
214470,3
214471,5
214474,2
214475,3
214476,4
214479,6
214484,3
214490,5
214491,4
214492,4
214496,4
214497,3
214501,6
214503,4
214504,3
214507,3
214511,3
214517,1
214519,2
214521,1
214522,1
214525,3
214526,2
214534,3
214536,4
214542,2
214543,2
214545,2
214557,6
214558,4
214559,2
214560,5
214562,1
214563,2
214564,1
214566,2
214569,2
214571,4
214572,1
214573,6
214575,3
214576,3
214577,3
214579,5
214580,3
214581,2
214587,4
214588,3
214589,2
214590,4
214591,5
214593,4
214594,2
214595,3
214596,1
214597,1
214598,1
214599,1
214600,1
214602,2
214604,2
214607,3
214608,4
214610,1
214613,2
214615,2
214618,1
214619,2
214620,1
214621,1
214622,2
214623,3
214625,4
214627,3
214629,2
214630,4
214631,4
214633,3
214634,4
214635,2
214636,2
214639,4
214642,2
214645,5
214646,7
214648,1
214650,3
214652,5
214653,1
214654,2
214662,2
214663,5
214664,1
214665,1
214666,1
214667,1
214668,1
214670,1
214672,7
214695,3
214696,2
214702,6
214703,4
214704,3
214706,3
214715,5
214716,2
214717,4
214718,4
214719,2
214720,2
214721,3
214723,4
214724,3
214725,4
214729,2
214731,6
214732,1
214734,2
214735,2
214738,2
214739,4
214740,3
214744,4
214745,2
214746,2
214750,5
214751,2
214755,3
214757,1
214760,2
214762,3
214763,3
214765,3
214767,2
214769,6
214771,2
214772,1
214773,4
214774,2
214775,3
214776,1
214779,1
214781,6
214784,3
214785,5
214788,4
214794,1
214795,1
214796,3
214797,2
214799,4
214800,3
214805,2
214809,1
214810,1
214812,2
214813,2
214817,2
214819,1
214820,2
214821,5
214826,2
214828,2
214829,3
214830,2
214831,1
214832,1
214835,1
214836,1
214838,1
214840,4
214841,4
214842,1
214845,6
214846,2
214847,5
214849,1
214850,2
214851,1
214854,3
214855,3
214856,1
214858,2
214860,2
214862,4
214863,1
214864,4
214867,6
214869,2
214870,2
214871,1
214872,2
214874,1
214892,2
214898,7
214908,4
214910,3
214913,2
214917,4
214920,4
214921,5
214928,3
214930,3
214936,3
214939,1
214941,1
214942,4
214943,3
214947,1
214952,2
214953,3
214954,5
214956,2
214967,4
214968,3
214970,3
214971,2
214973,1
214975,2
214979,2
214982,2
214985,2
214986,1
214987,3
214988,4
214990,4
214992,1
214993,1
214997,1
214998,1
214999,1
215000,1
215001,4
215002,2
215003,2
215005,2
215006,2
215007,2
215009,4
215010,5
215014,3
215016,3
215017,2
215019,4
215020,4
215021,4
215023,2
215026,3
215027,2
215028,6
215029,2
215030,1
215038,2
215039,3
215040,4
215044,4
215046,3
215047,4
215050,4
215051,3
215053,4
215054,4
215057,3
215064,3
215067,1
215068,1
215069,3
215070,4
215072,1
215074,2
215075,3
215076,2
215080,3
215081,1
215084,3
215085,3
215086,1
215087,1
215089,2
215090,2
215091,1
215093,4
215094,4
215095,2
215096,3
215097,5
215098,2
215099,6
215100,2
215101,1
215102,2
215104,2
215111,2
215112,3
215113,1
215114,1
215116,3
215117,2
215118,6
215121,3
215122,2
215123,2
215124,3
215125,2
215127,2
215131,4
215133,1
215136,1
215144,5
215145,4
215146,1
215156,2
215159,1
215160,1
215161,2
215173,2
215175,5
215176,2
215177,4
215178,2
215179,2
215180,7
215181,5
215182,1
215183,3
215184,4
215186,5
215187,1
215188,2
215189,2
215192,3
215193,1
215199,1
215206,1
215207,2
215208,5
215209,3
215210,1
215213,3
215215,1
215217,3
215218,1
215223,2
215225,1
215229,2
215235,4
215238,3
215239,4
215245,4
215246,2
215247,2
215248,1
215249,2
215250,1
215251,2
215252,3
215253,1
215254,3
215261,3
215262,1
215265,3
215266,10
215267,4
215268,2
215269,4
215270,2
215271,4
215272,2
215273,2
215274,2
215275,6
215276,3
215278,5
215279,2
215281,2
215282,1
215283,4
215285,3
215286,2
215289,2
215290,1
215291,4
215294,4
215295,5
215302,4
215303,1
215304,3
215305,5
215307,4
215309,6
215318,3
215326,5
215343,5
215344,1
215352,3
215362,5
215365,1
215369,2
215371,1
215372,2
215374,4
215375,2
215383,1
215384,3
215385,2
215386,2
215387,2
215388,6
215390,2
215393,1
215395,1
215396,1
215397,1
215398,3
215400,2
215402,3
215403,2
215404,1
215405,1
215406,3
215411,4
215412,4
215413,1
215414,4
215415,1
215416,4
215417,1
215418,3
215419,3
215420,2
215422,4
215423,4
215424,6
215429,1
215431,5
215432,1
215433,1
215434,3
215435,3
215436,5
215438,1
215442,3
215444,2
215445,5
215449,3
215450,3
215451,2
215453,5
215458,1
215461,6
215465,4
215467,4
215468,1
215470,1
215471,2
215472,1
215473,1
215474,2
215475,1
215476,4
215477,3
215485,2
215488,8
215491,3
215492,2
215494,3
215501,1
215502,4
215504,1
215505,1
215507,3
215508,2
215511,3
215512,2
215513,4
215517,3
215518,4
215519,3
215520,3
215521,3
215522,7
215524,3
215528,1
215530,4
215531,2
215535,1
215536,3
215537,2
215542,3
215543,1
215544,1
215545,1
215548,1
215549,2
215551,3
215553,1
215554,2
215557,2
215558,3
215559,1
215560,4
215561,2
215562,4
215564,3
215565,2
215566,1
215567,3
215568,4
215570,2
215571,2
215572,2
215573,3
215574,2
215575,2
215578,3
215579,4
215581,3
215582,1
215583,3
215588,5
215609,1
215610,2
215611,1
215612,5
215613,2
215616,1
215619,2
215620,3
215621,2
215624,4
215625,1
215626,3
215627,5
215628,2
215630,2
215659,3
215660,2
215665,5
215667,2
215670,1
215674,3
215676,6
215677,2
215678,3
215680,2
215681,2
215686,1
215688,6
215690,4
215691,4
215693,2
215695,1
215696,6
215701,2
215712,5
215713,2
215718,2
215721,2
215723,2
215725,4
215737,1
215739,1
215747,4
215749,2
215750,5
215761,1
215762,3
