weighted_hhwrks0,weighted_hhwrks1,weighted_hhwrks2,weighted_hhwrks3p,weighted_ownkidsyes,weighted_rentkidsyes,weighted_ownkidsno,weighted_rentkidsno,taz,county_fips,TAZ1454
280.0,922.0,414.0,177.0,240.0,162.0,1287.0,104.0,566,06085,566
273.0,219.0,219.0,142.0,143.0,111.0,239.0,360.0,567,06085,567
360.0,404.0,430.0,164.0,328.0,174.0,604.0,252.0,568,06085,568
175.0,221.0,394.0,216.0,202.0,277.0,354.0,173.0,569,06085,569
198.0,327.0,311.0,32.0,245.0,79.0,395.0,149.0,57,06075,57
121.0,337.0,362.0,288.0,208.0,433.0,184.0,283.0,570,06085,570
55.0,162.0,191.0,335.0,293.0,79.0,294.0,77.0,571,06085,571
177.0,218.0,337.0,287.0,297.0,159.0,374.0,189.0,572,06085,572
213.0,149.0,377.0,214.0,338.0,101.0,386.0,128.0,573,06085,573
153.0,526.0,409.0,174.0,423.0,222.0,373.0,244.0,574,06085,574
158.0,231.0,301.0,304.0,282.0,106.0,462.0,144.0,575,06085,575
161.0,294.0,492.0,212.0,397.0,97.0,416.0,249.0,576,06085,576
74.0,105.0,492.0,479.0,340.0,260.0,362.0,188.0,577,06085,577
83.0,684.0,503.0,223.0,85.0,352.0,463.0,593.0,578,06085,578
305.0,189.0,150.0,125.0,79.0,169.0,122.0,399.0,579,06085,579
584.0,946.0,772.0,131.0,138.0,307.0,548.0,1440.0,58,06075,58
108.0,259.0,386.0,194.0,27.0,473.0,105.0,342.0,580,06085,580
162.0,294.0,298.0,268.0,246.0,387.0,230.0,159.0,581,06085,581
218.0,576.0,593.0,382.0,444.0,361.0,582.0,382.0,582,06085,582
213.0,329.0,548.0,288.0,283.0,277.0,478.0,340.0,583,06085,583
120.0,217.0,193.0,304.0,303.0,113.0,329.0,89.0,584,06085,584
173.0,258.0,239.0,274.0,326.0,114.0,393.0,111.0,585,06085,585
134.0,201.0,373.0,500.0,381.0,288.0,442.0,97.0,586,06085,586
31.0,97.0,70.0,197.0,207.0,46.0,100.0,42.0,587,06085,587
194.0,186.0,349.0,478.0,225.0,474.0,335.0,173.0,588,06085,588
199.0,402.0,346.0,521.0,361.0,358.0,436.0,313.0,589,06085,589
409.0,472.0,558.0,215.0,262.0,147.0,656.0,589.0,59,06075,59
118.0,234.0,199.0,335.0,146.0,349.0,251.0,140.0,590,06085,590
83.0,221.0,294.0,406.0,167.0,475.0,196.0,166.0,591,06085,591
213.0,390.0,319.0,347.0,229.0,314.0,311.0,415.0,592,06085,592
192.0,259.0,220.0,201.0,133.0,315.0,182.0,242.0,593,06085,593
97.0,457.0,481.0,390.0,189.0,370.0,382.0,484.0,594,06085,594
341.0,468.0,359.0,179.0,42.0,398.0,271.0,636.0,595,06085,595
79.0,229.0,235.0,176.0,116.0,124.0,260.0,219.0,596,06085,596
762.0,591.0,503.0,181.0,222.0,448.0,268.0,1099.0,597,06085,597
437.0,684.0,804.0,245.0,584.0,196.0,1115.0,275.0,598,06085,598
185.0,397.0,583.0,341.0,379.0,302.0,609.0,216.0,599,06085,599
357.0,1415.0,446.0,19.0,0.0,80.0,182.0,1975.0,6,06075,6
240.0,660.0,475.0,174.0,204.0,120.0,465.0,760.0,60,06075,60
192.0,224.0,387.0,304.0,255.0,137.0,598.0,117.0,600,06085,600
369.0,971.0,1047.0,291.0,376.0,379.0,1329.0,594.0,601,06085,601
66.95690557788551,205.26687720089143,185.99140438301532,152.85111778385985,216.76452765365966,33.478452788942754,295.5572498741007,65.26607462894901,602,06085,602
66.13585620314382,202.74982179448637,183.7107116753995,150.97680304960105,214.10648397078378,33.06792810157191,291.9330218259985,64.46575882427655,603,06085,603
64.90723821897068,198.98330100462223,180.2978839415852,148.17207916653913,210.1289883755566,32.45361910948534,286.50972829990087,63.268166546774445,604,06085,604
156.0,992.0,682.0,260.0,225.0,609.0,546.0,710.0,605,06085,605
322.0,953.0,1403.0,381.0,758.0,229.0,1070.0,1002.0,606,06085,606
205.0,653.0,267.0,173.0,77.0,297.0,517.0,407.0,607,06085,607
191.0,586.0,776.0,42.0,316.0,212.0,315.0,752.0,608,06085,608
420.0,426.0,491.0,181.0,439.0,127.0,821.0,131.0,609,06085,609
539.0,721.0,703.0,70.0,183.0,245.0,574.0,1031.0,61,06075,61
342.0,113.0,250.0,37.0,165.0,68.0,262.0,247.0,610,06085,610
358.0,482.0,624.0,148.0,546.0,186.0,616.0,264.0,611,06085,611
370.0,665.0,583.0,325.0,364.0,541.0,696.0,342.0,612,06085,612
185.0,296.0,294.0,130.0,271.0,79.0,385.0,170.0,613,06085,613
323.0,476.0,474.0,236.0,464.0,192.0,698.0,155.0,614,06085,614
196.13157726372296,193.01837762461625,242.82957185032367,144.76378321846218,210.14097563970316,81.46205722329233,337.2632942365606,147.8769828575689,615,06085,615
132.0,443.0,304.0,429.0,252.0,270.0,443.0,343.0,616,06085,616
141.0,445.0,449.0,132.0,251.0,182.0,396.0,338.0,617,06085,617
181.8684227362771,178.9816223753838,225.17042814967638,134.23621678153785,194.85902436029687,75.53794277670768,312.73670576343943,137.12301714243114,618,06085,618
355.0,359.0,440.0,281.0,430.0,127.0,809.0,69.0,619,06085,619
257.0,486.0,529.0,16.0,97.0,206.0,414.0,571.0,62,06075,62
176.0,428.0,371.0,105.0,295.0,185.0,472.0,128.0,620,06085,620
283.0,281.0,350.0,293.0,266.0,123.0,481.0,337.0,621,06085,621
214.0,340.0,435.0,596.0,450.0,135.0,755.0,245.0,622,06085,622
288.0,496.0,609.0,534.0,468.0,150.0,1139.0,170.0,623,06085,623
180.0,285.0,287.0,161.0,205.0,70.0,493.0,145.0,624,06085,624
225.0,676.0,465.0,340.0,376.0,239.0,759.0,332.0,625,06085,625
291.0,447.0,380.0,236.0,428.0,172.0,625.0,129.0,626,06085,626
312.0,828.0,502.0,214.0,528.0,175.0,1018.0,135.0,627,06085,627
519.0,427.0,344.0,195.0,394.0,103.0,742.0,246.0,628,06085,628
297.0,377.0,684.0,310.0,545.0,217.0,737.0,169.0,629,06085,629
544.0,870.0,809.0,154.0,181.0,472.0,766.0,958.0,63,06075,63
283.0,558.0,898.0,330.0,535.0,232.0,772.0,530.0,630,06085,630
204.0,335.0,465.0,278.0,332.0,268.0,583.0,99.0,631,06085,631
446.0,519.0,412.0,324.0,247.0,223.0,841.0,390.0,632,06085,632
200.0,423.0,507.0,408.0,475.0,343.0,487.0,233.0,633,06085,633
365.0,427.0,370.0,380.0,248.0,300.0,479.0,515.0,634,06085,634
189.0,318.0,202.0,386.0,252.0,141.0,555.0,147.0,635,06085,635
243.0,390.0,234.0,408.0,418.0,213.0,511.0,133.0,636,06085,636
210.0,304.0,466.0,250.0,310.0,38.0,807.0,75.0,637,06085,637
198.0,204.0,420.0,407.0,473.0,252.0,455.0,49.0,638,06085,638
167.0,315.0,451.0,348.0,367.0,286.0,351.0,277.0,639,06085,639
245.0,456.0,470.0,148.0,129.0,142.0,483.0,565.0,64,06075,64
130.0,247.0,234.0,217.0,233.0,110.0,437.0,48.0,640,06085,640
49.0,177.0,301.0,290.0,267.0,195.0,317.0,38.0,641,06085,641
181.0,438.0,315.0,218.0,238.0,164.0,688.0,62.0,642,06085,642
134.0,372.0,267.0,357.0,245.0,219.0,580.0,86.0,643,06085,643
185.0,320.0,370.0,300.0,356.0,33.0,702.0,84.0,644,06085,644
135.0,404.0,303.0,237.0,308.0,106.0,520.0,145.0,645,06085,645
125.0,222.0,369.0,189.0,313.0,105.0,398.0,89.0,646,06085,646
225.0,317.0,548.0,190.0,486.0,67.0,714.0,13.0,647,06085,647
342.0,545.0,703.0,356.0,803.0,204.0,841.0,98.0,648,06085,648
110.0,408.0,351.0,308.0,490.0,84.0,476.0,127.0,649,06085,649
509.0,932.0,771.0,168.0,263.0,299.0,891.0,927.0,65,06075,65
222.0,535.0,862.0,621.0,619.0,312.0,703.0,606.0,650,06085,650
116.0,190.0,320.0,218.0,268.0,93.0,411.0,72.0,651,06085,651
374.0,393.0,449.0,199.0,503.0,86.0,570.0,256.0,652,06085,652
219.0,650.0,1053.0,129.0,1113.0,104.0,736.0,98.0,653,06085,653
1585.0,558.0,463.0,307.0,378.0,0.0,2209.0,326.0,654,06085,654
61.0,327.0,739.0,113.0,639.0,31.0,554.0,16.0,655,06085,655
179.0,511.0,849.0,276.0,575.0,119.0,1049.0,72.0,656,06085,656
88.0,346.0,470.0,141.0,317.0,188.0,431.0,109.0,657,06085,657
235.0,296.0,636.0,177.0,308.0,192.0,698.0,146.0,658,06085,658
149.0,362.0,410.0,40.0,363.0,68.0,469.0,61.0,659,06085,659
281.0,541.0,656.0,239.0,260.0,181.0,291.0,985.0,66,06075,66
313.0,240.0,439.0,67.0,231.0,125.0,618.0,85.0,660,06085,660
310.0,862.0,742.0,321.0,585.0,291.0,960.0,399.0,661,06085,661
239.0,341.0,622.0,181.0,387.0,147.0,711.0,138.0,662,06085,662
138.0,327.0,391.0,100.0,319.0,123.0,460.0,54.0,663,06085,663
126.0,337.0,372.0,128.0,248.0,100.0,526.0,89.0,664,06085,664
440.0,708.0,832.0,537.0,753.0,265.0,1331.0,168.0,665,06085,665
361.0,646.0,612.0,250.0,283.0,488.0,740.0,358.0,666,06085,666
220.0,799.0,756.0,126.0,234.0,539.0,702.0,426.0,667,06085,667
203.0,921.0,674.0,248.0,743.0,173.0,876.0,254.0,668,06085,668
217.0,571.0,520.0,280.0,228.0,527.0,409.0,424.0,669,06085,669
289.0,744.0,686.0,278.0,132.0,393.0,507.0,965.0,67,06075,67
108.0,379.0,314.0,264.0,285.0,160.0,494.0,126.0,670,06085,670
35.0,252.0,292.0,328.0,161.0,215.0,277.0,254.0,671,06085,671
320.0,440.0,516.0,195.0,330.0,129.0,593.0,419.0,672,06085,672
210.0,564.0,364.0,143.0,258.0,209.0,640.0,174.0,673,06085,673
305.0,586.0,464.0,333.0,460.0,142.0,975.0,111.0,674,06085,674
220.0,456.0,575.0,398.0,468.0,140.0,824.0,217.0,675,06085,675
296.0,847.0,428.0,143.0,194.0,246.0,631.0,643.0,676,06085,676
366.0,519.0,524.0,129.0,215.0,217.0,460.0,646.0,677,06085,677
282.0,214.0,325.0,143.0,259.0,32.0,595.0,78.0,678,06085,678
280.0,621.0,741.0,151.0,224.0,342.0,655.0,572.0,679,06085,679
582.0,513.0,284.0,116.0,72.0,116.0,328.0,979.0,68,06075,68
338.0,601.0,1051.0,136.0,523.0,251.0,1124.0,228.0,680,06085,680
322.0,349.0,450.0,157.0,269.0,183.0,641.0,185.0,681,06085,681
391.0,664.0,667.0,187.0,454.0,183.0,1165.0,107.0,682,06085,682
323.0,472.0,414.0,101.0,354.0,92.0,764.0,100.0,683,06085,683
494.0,732.0,691.0,288.0,659.0,355.0,925.0,266.0,684,06085,684
269.0,565.0,540.0,143.0,458.0,300.0,418.0,341.0,685,06085,685
510.0,714.0,674.0,137.0,312.0,407.0,766.0,550.0,686,06085,686
222.0,443.0,648.0,120.0,281.0,166.0,362.0,624.0,687,06085,687
264.0,701.0,500.0,133.0,586.0,114.0,570.0,328.0,688,06085,688
323.0,413.0,507.0,170.0,569.0,19.0,812.0,13.0,689,06085,689
65.0,529.0,310.0,227.0,0.0,105.0,332.0,694.0,69,06075,69
456.0,505.0,726.0,260.0,625.0,119.0,1094.0,109.0,690,06085,690
402.0,320.0,344.0,56.0,239.0,81.0,730.0,72.0,691,06085,691
217.0,321.0,456.0,55.0,357.0,64.0,549.0,79.0,692,06085,692
247.0,391.0,608.0,102.0,482.0,141.0,663.0,62.0,693,06085,693
279.0,596.0,700.0,151.0,694.0,156.0,822.0,54.0,694,06085,694
143.0,481.0,353.0,27.0,519.0,31.0,445.0,9.0,695,06085,695
411.0,805.0,658.0,104.0,366.0,164.0,1195.0,253.0,696,06085,696
92.0,202.0,129.0,31.0,84.0,120.0,209.0,41.0,697,06085,697
405.0,875.0,1005.0,316.0,1107.0,139.0,1268.0,87.0,698,06085,698
268.0,534.0,627.0,244.0,445.0,108.0,968.0,152.0,699,06085,699
647.0,1034.0,253.0,0.0,0.0,58.0,0.0,1876.0,7,06075,7
507.0,743.0,470.0,102.0,86.0,53.0,537.0,1146.0,70,06075,70
290.0,414.0,434.0,134.0,452.0,110.0,591.0,119.0,700,06085,700
494.0,1024.0,642.0,163.0,534.0,363.0,1190.0,236.0,701,06085,701
367.0,1094.0,685.0,189.0,347.0,581.0,943.0,464.0,702,06085,702
240.0,463.0,404.0,267.0,388.0,31.0,830.0,125.0,703,06085,703
339.0,618.0,361.0,148.0,390.0,73.0,904.0,99.0,704,06085,704
557.0,635.0,831.0,300.0,705.0,266.0,765.0,587.0,705,06085,705
111.0,331.0,180.0,88.0,152.0,96.0,311.0,151.0,706,06085,706
93.0,500.0,352.0,162.0,225.0,354.0,297.0,231.0,707,06085,707
478.0,516.0,294.0,172.0,254.0,201.0,586.0,419.0,708,06085,708
117.0,414.0,328.0,198.0,211.0,283.0,325.0,238.0,709,06085,709
583.0,883.0,480.0,47.0,307.0,213.0,587.0,886.0,71,06075,71
328.0,653.0,802.0,383.0,436.0,482.0,778.0,470.0,710,06085,710
337.0,300.0,440.0,289.0,533.0,86.0,680.0,67.0,711,06085,711
320.0,378.0,503.0,210.0,281.0,120.0,785.0,225.0,712,06085,712
259.0,452.0,604.0,225.0,265.0,280.0,700.0,295.0,713,06085,713
94.0,93.0,120.0,40.0,58.0,64.0,193.0,32.0,714,06085,714
216.0,821.0,912.0,221.0,700.0,274.0,1047.0,149.0,715,06001,715
474.0,524.0,678.0,114.0,227.0,218.0,812.0,533.0,716,06001,716
605.0,727.0,901.0,166.0,680.0,231.0,1225.0,263.0,717,06001,717
90.0,237.0,163.0,80.0,123.0,92.0,286.0,69.0,718,06001,718
514.0,1015.0,1259.0,180.0,834.0,230.0,1245.0,659.0,719,06001,719
181.0,356.0,320.0,118.0,49.0,87.0,274.0,565.0,72,06075,72
259.0,799.0,701.0,231.0,440.0,104.0,1250.0,196.0,720,06001,720
571.0,712.0,917.0,176.0,399.0,303.0,1001.0,673.0,721,06001,721
309.0,584.0,823.0,452.0,435.0,489.0,618.0,626.0,722,06001,722
218.0,783.0,708.0,182.0,544.0,169.0,839.0,339.0,723,06001,723
762.0,984.0,696.0,336.0,494.0,297.0,1316.0,671.0,724,06001,724
292.0,322.0,529.0,197.0,504.0,16.0,800.0,20.0,725,06001,725
334.0,680.0,494.0,172.0,343.0,129.0,930.0,278.0,726,06001,726
202.0,372.0,441.0,113.0,334.0,61.0,573.0,160.0,727,06001,727
490.0,665.0,996.0,324.0,612.0,135.0,1320.0,408.0,728,06001,728
111.0,634.0,1106.0,291.0,1183.0,179.0,682.0,98.0,729,06001,729
366.0,393.0,177.0,82.0,93.0,34.0,274.0,617.0,73,06075,73
246.0,466.0,628.0,121.0,634.0,319.0,279.0,229.0,730,06001,730
379.0,1046.0,762.0,70.0,171.0,674.0,640.0,772.0,731,06001,731
263.0,734.0,678.0,143.0,466.0,255.0,639.0,458.0,732,06001,732
307.0,1000.0,953.0,249.0,670.0,288.0,936.0,615.0,733,06001,733
296.0,597.0,782.0,241.0,608.0,105.0,1051.0,152.0,734,06001,734
174.0,718.0,443.0,45.0,438.0,41.0,784.0,117.0,735,06001,735
149.0,553.0,542.0,182.0,520.0,155.0,633.0,118.0,736,06001,736
206.0,446.0,709.0,185.0,505.0,148.0,738.0,155.0,737,06001,737
280.0,786.0,842.0,101.0,693.0,179.0,1042.0,95.0,738,06001,738
484.0,747.0,865.0,153.0,437.0,280.0,350.0,1182.0,739,06001,739
1126.0,649.0,409.0,128.0,19.0,60.0,232.0,2001.0,74,06075,74
292.0,621.0,411.0,71.0,395.0,263.0,614.0,123.0,740,06001,740
349.0,632.0,630.0,177.0,545.0,223.0,754.0,266.0,741,06001,741
321.0,1322.0,734.0,176.0,364.0,889.0,450.0,850.0,742,06001,742
599.0,574.0,880.0,214.0,645.0,254.0,961.0,407.0,743,06001,743
362.0,739.0,616.0,240.0,264.0,504.0,742.0,447.0,744,06001,744
458.0,729.0,638.0,175.0,519.0,124.0,1091.0,266.0,745,06001,745
392.0,1210.0,771.0,289.0,1006.0,57.0,1268.0,331.0,746,06001,746
252.0,300.0,482.0,165.0,436.0,20.0,731.0,12.0,747,06001,747
291.0,436.0,489.0,62.0,608.0,63.0,497.0,110.0,748,06001,748
211.0,294.0,405.0,64.0,400.0,95.0,465.0,14.0,749,06001,749
593.0,622.0,371.0,45.0,32.0,27.0,470.0,1102.0,75,06075,75
183.11549694415748,284.53863608336,259.9616979301744,28.038478738141315,391.1540860999961,99.69236884672468,235.03860571849324,29.769249030619175,750,06001,750
183.0306037277949,284.4067226167248,259.84117844910014,28.025479965881637,390.9727452030401,99.64615098980138,234.9296407016498,29.755447865010133,751,06001,751
57.0,158.0,40.0,0.0,0.0,165.0,26.0,64.0,752,06001,752
398.0,542.0,531.0,69.0,611.0,110.0,800.0,19.0,753,06001,753
290.0,395.0,371.0,161.0,303.0,78.0,801.0,35.0,754,06001,754
348.0,451.0,525.0,137.0,439.0,99.0,876.0,47.0,755,06001,755
376.0,720.0,930.0,141.0,884.0,252.0,951.0,80.0,756,06001,756
166.0,367.0,244.0,72.0,338.0,122.0,322.0,67.0,757,06001,757
465.0,777.0,555.0,162.0,639.0,345.0,718.0,257.0,758,06001,758
437.0,828.0,771.0,218.0,558.0,570.0,897.0,229.0,759,06001,759
598.0,914.0,332.0,13.0,24.0,0.0,346.0,1487.0,76,06075,76
504.0,634.0,547.0,295.0,443.0,217.0,949.0,371.0,760,06001,760
535.0,513.0,341.0,176.0,322.0,494.0,324.0,425.0,761,06001,761
279.0,370.0,399.0,225.0,108.0,261.0,261.0,643.0,762,06001,762
553.0,620.0,331.0,92.0,117.0,500.0,244.0,735.0,763,06001,763
39.0,459.0,398.0,266.0,118.0,324.0,474.0,246.0,764,06001,764
209.0,264.0,324.0,100.0,283.0,63.0,498.0,53.0,765,06001,765
266.0,340.0,366.0,55.0,291.0,142.0,497.0,97.0,766,06001,766
388.0,538.0,592.0,149.0,488.0,158.0,749.0,272.0,767,06001,767
508.0,309.0,525.0,232.0,310.0,332.0,508.0,424.0,768,06001,768
162.85389932804762,253.05464129991523,231.19712362072548,24.93604129597705,347.8731686969638,88.66148016347395,209.03175357985697,26.475303104370692,769,06001,769
589.0,863.0,548.0,179.0,78.0,255.0,494.0,1352.0,77,06075,77
260.0,824.0,519.0,356.0,548.0,175.0,1023.0,213.0,770,06001,770
792.0,836.0,862.0,201.0,688.0,11.0,1526.0,466.0,771,06001,771
470.0,346.0,472.0,224.0,321.0,487.0,423.0,281.0,772,06001,772
587.0,741.0,560.0,140.0,353.0,597.0,499.0,579.0,773,06001,773
691.0,869.0,499.0,10.0,252.0,288.0,764.0,765.0,774,06001,774
511.0,597.0,426.0,93.0,314.0,391.0,564.0,358.0,775,06001,775
713.0,817.0,685.0,130.0,644.0,590.0,671.0,440.0,776,06001,776
921.0,834.0,385.0,16.0,48.0,815.0,83.0,1210.0,777,06001,777
273.0,696.0,376.0,24.0,178.0,363.0,141.0,687.0,778,06001,778
210.0,377.0,929.0,85.0,573.0,188.0,770.0,70.0,779,06001,779
672.0,120.0,215.0,97.0,0.0,215.0,93.0,796.0,78,06075,78
261.0,218.0,357.0,120.0,282.0,114.0,549.0,11.0,780,06001,780
569.0,587.0,493.0,154.0,295.0,81.0,1167.0,260.0,781,06001,781
810.0,647.0,854.0,124.0,669.0,367.0,866.0,533.0,782,06001,782
231.0,452.0,435.0,46.0,241.0,197.0,311.0,415.0,783,06001,783
622.0,451.0,707.0,105.0,532.0,221.0,713.0,419.0,784,06001,784
507.0,726.0,912.0,200.0,572.0,578.0,770.0,425.0,785,06001,785
455.0,572.0,365.0,133.0,426.0,78.0,843.0,178.0,786,06001,786
682.0,923.0,653.0,116.0,700.0,557.0,627.0,490.0,787,06001,787
469.0,596.0,514.0,176.0,519.0,195.0,870.0,171.0,788,06001,788
406.0,387.0,547.0,112.0,679.0,51.0,578.0,144.0,789,06001,789
290.0,769.0,633.0,131.0,54.0,7.0,334.0,1428.0,79,06075,79
494.0,503.0,607.0,174.0,601.0,86.0,993.0,98.0,790,06001,790
309.0,261.0,272.0,206.0,229.0,161.0,495.0,163.0,791,06001,791
332.0,396.0,189.0,153.0,341.0,87.0,597.0,45.0,792,06001,792
438.0,315.0,423.0,218.0,336.0,187.0,603.0,268.0,793,06001,793
193.0,266.0,368.0,106.0,331.0,58.0,489.0,55.0,794,06001,794
184.0,262.0,287.0,197.0,187.0,167.0,345.0,231.0,795,06001,795
325.0,289.0,195.0,96.0,153.0,53.0,610.0,89.0,796,06001,796
702.0,815.0,482.0,186.0,440.0,365.0,1119.0,261.0,797,06001,797
730.0,398.0,275.0,159.0,231.0,192.0,892.0,247.0,798,06001,798
567.0,544.0,484.0,132.0,482.0,224.0,822.0,199.0,799,06001,799
462.0,753.0,351.0,74.0,0.0,329.0,0.0,1311.0,8,06075,8
295.0,850.0,806.0,151.0,127.0,102.0,322.0,1551.0,80,06075,80
863.0,464.0,482.0,235.0,322.0,246.0,605.0,871.0,800,06001,800
473.0,487.0,292.0,145.0,142.0,286.0,537.0,432.0,801,06001,801
351.0,566.0,327.0,264.0,296.0,442.0,508.0,262.0,802,06001,802
664.0,280.0,149.0,22.0,162.0,83.0,395.0,475.0,803,06001,803
311.0,338.0,301.0,201.0,207.0,174.0,478.0,292.0,804,06001,804
645.0,408.0,772.0,373.0,648.0,427.0,953.0,170.0,805,06001,805
400.0,228.0,300.0,209.0,184.0,123.0,702.0,128.0,806,06001,806
320.0,229.0,388.0,234.0,452.0,127.0,458.0,134.0,807,06001,807
168.0,225.0,250.0,204.0,278.0,86.0,367.0,116.0,808,06001,808
189.0,183.0,200.0,153.0,191.0,59.0,416.0,59.0,809,06001,809
221.0,805.0,723.0,218.0,99.0,97.0,318.0,1453.0,81,06075,81
443.0,661.0,593.0,488.0,555.0,141.0,1287.0,202.0,810,06001,810
637.0,823.0,713.0,233.0,604.0,286.0,1180.0,336.0,811,06001,811
254.0,403.0,277.0,144.0,257.0,106.0,607.0,108.0,812,06001,812
324.0,365.0,218.0,163.0,134.0,181.0,394.0,361.0,813,06001,813
382.0,342.0,180.0,113.0,234.0,90.0,618.0,75.0,814,06001,814
330.0,429.0,224.0,180.0,58.0,551.0,284.0,270.0,815,06001,815
269.0,208.0,211.0,176.0,176.0,153.0,273.0,262.0,816,06001,816
173.0,511.0,192.0,139.0,76.0,586.0,110.0,243.0,817,06001,817
370.0,274.0,266.0,430.0,309.0,211.0,614.0,206.0,818,06001,818
156.0,242.0,128.0,100.0,101.0,178.0,142.0,205.0,819,06001,819
306.0,769.0,406.0,90.0,165.0,87.0,359.0,960.0,82,06075,82
313.0,575.0,1190.0,291.0,921.0,51.0,1329.0,68.0,820,06001,820
357.0,440.0,549.0,205.0,288.0,109.0,847.0,307.0,821,06001,821
264.0,399.0,205.0,107.0,235.0,8.0,628.0,104.0,822,06001,822
271.0,328.0,453.0,146.0,159.0,98.0,813.0,128.0,823,06001,823
290.0,774.0,502.0,158.0,165.0,412.0,326.0,821.0,824,06001,824
494.0,630.0,445.0,240.0,185.0,550.0,592.0,482.0,825,06001,825
519.0,625.0,292.0,122.0,206.0,465.0,148.0,739.0,826,06001,826
293.0,551.0,228.0,236.0,175.0,291.0,524.0,318.0,827,06001,827
307.0,809.0,539.0,91.0,436.0,291.0,578.0,441.0,828,06001,828
295.0,415.0,301.0,117.0,267.0,167.0,381.0,313.0,829,06001,829
297.0,859.0,968.0,71.0,173.0,107.0,973.0,942.0,83,06075,83
403.0,522.0,479.0,364.0,324.0,532.0,509.0,403.0,830,06001,830
295.0,583.0,218.0,168.0,70.0,573.0,40.0,581.0,831,06001,831
527.0,487.0,386.0,407.0,422.0,180.0,647.0,558.0,832,06001,832
328.0,380.0,547.0,165.0,382.0,187.0,730.0,121.0,833,06001,833
417.0,515.0,384.0,262.0,528.0,81.0,764.0,205.0,834,06001,834
324.0,435.0,704.0,221.0,518.0,227.0,746.0,193.0,835,06001,835
313.0,572.0,468.0,131.0,306.0,213.0,714.0,251.0,836,06001,836
468.0,517.0,497.0,161.0,105.0,517.0,304.0,717.0,837,06001,837
517.0,388.0,332.0,173.0,73.0,269.0,316.0,752.0,838,06001,838
578.0,591.0,488.0,136.0,205.0,320.0,422.0,846.0,839,06001,839
256.0,669.0,1245.0,248.0,193.0,119.0,416.0,1690.0,84,06075,84
586.0,1127.0,651.0,96.0,161.0,347.0,973.0,979.0,840,06001,840
183.0,822.0,545.0,131.0,116.0,343.0,508.0,714.0,841,06001,841
230.0,353.0,590.0,135.0,62.0,273.0,293.0,680.0,842,06001,842
292.0,575.0,441.0,160.0,420.0,88.0,816.0,144.0,843,06001,843
287.0,314.0,294.0,47.0,221.0,48.0,592.0,81.0,844,06001,844
530.0,552.0,977.0,256.0,827.0,202.0,1262.0,24.0,845,06001,845
625.0,657.0,474.0,277.0,509.0,121.0,948.0,455.0,846,06001,846
241.0,498.0,246.0,66.0,107.0,284.0,233.0,427.0,847,06001,847
308.0,715.0,618.0,145.0,166.0,617.0,283.0,720.0,848,06001,848
223.0,491.0,594.0,49.0,478.0,152.0,595.0,132.0,849,06001,849
173.0,649.0,644.0,187.0,44.0,209.0,245.0,1155.0,85,06075,85
327.0,372.0,377.0,234.0,397.0,40.0,773.0,100.0,850,06001,850
121.0,202.0,350.0,22.0,187.0,43.0,456.0,9.0,851,06001,851
468.0,672.0,942.0,198.0,571.0,144.0,1405.0,160.0,852,06001,852
502.0,650.0,586.0,224.0,278.0,339.0,876.0,469.0,853,06001,853
426.0,889.0,864.0,103.0,175.0,979.0,250.0,878.0,854,06001,854
380.0,763.0,374.0,184.0,142.0,473.0,415.0,671.0,855,06001,855
425.0,447.0,346.0,240.0,187.0,164.0,667.0,440.0,856,06001,856
129.0,413.0,297.0,147.0,110.0,302.0,205.0,369.0,857,06001,857
729.0,611.0,578.0,222.0,270.0,458.0,923.0,489.0,858,06001,858
389.0,286.0,475.0,263.0,384.0,32.0,804.0,193.0,859,06001,859
337.0,533.0,577.0,36.0,89.0,186.0,304.0,904.0,86,06075,86
565.0,410.0,965.0,187.0,346.0,129.0,1236.0,416.0,860,06001,860
312.0,558.0,774.0,485.0,578.0,333.0,1098.0,120.0,861,06001,861
624.0,1090.0,641.0,353.0,468.0,494.0,724.0,1022.0,862,06001,862
233.0,431.0,455.0,224.0,297.0,188.0,561.0,297.0,863,06001,863
557.0,948.0,254.0,49.0,30.0,345.0,420.0,1013.0,864,06001,864
357.0,590.0,358.0,76.0,248.0,136.0,775.0,222.0,865,06001,865
495.0,489.0,364.0,160.0,256.0,39.0,1039.0,174.0,866,06001,866
209.0,291.0,401.0,85.0,235.0,85.0,558.0,108.0,867,06001,867
227.0,596.0,428.0,156.0,355.0,109.0,733.0,210.0,868,06001,868
394.0,496.0,462.0,185.0,162.0,246.0,521.0,608.0,869,06001,869
465.0,803.0,841.0,204.0,179.0,126.0,422.0,1586.0,87,06075,87
346.0,561.0,682.0,148.0,302.0,177.0,810.0,448.0,870,06001,870
403.0,915.0,484.0,75.0,47.0,470.0,644.0,716.0,871,06001,871
232.0,558.0,386.0,281.0,202.0,259.0,564.0,432.0,872,06001,872
357.0,557.0,603.0,315.0,318.0,494.0,556.0,464.0,873,06001,873
72.82930903090809,252.14009057597144,85.38608645003016,122.05187651386666,93.92469509503319,169.26535960976568,141.13817819093222,128.07912967504527,874,06001,874
72.17069096909192,249.8599094240286,84.61391354996984,120.94812348613335,93.07530490496683,167.73464039023432,139.8618218090678,126.92087032495476,875,06001,875
163.0,258.0,89.0,160.0,146.0,106.0,306.0,112.0,876,06001,876
