,county,grouping,universe,share,dataset
130,Marin,"Total: Walked: Natural resources, construction, and maintenance occupations",165,0.045330542070864,2023 ACS 1 Year
131,Marin,"Total: Walked: Production, transportation, and material moving occupations",325,0.08928743135170182,2023 ACS 1 Year
132,Marin,Total: Walked: Military specific occupations,0,0.0,2023 ACS 1 Year
133,Marin,"Total: Taxicab, motorcycle, bicycle, or other means:",3865,1.0618336066902385,2023 ACS 1 Year
134,Marin,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",2031,0.5579777633086351,2023 ACS 1 Year
135,Marin,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",1015,0.2788515163753149,2023 ACS 1 Year
136,Marin,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",663,0.18214635995747172,2023 ACS 1 Year
137,Marin,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",75,0.020604791850392726,2023 ACS 1 Year
138,Marin,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",81,0.022253175198424145,2023 ACS 1 Year
139,Marin,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
140,Marin,Total: Worked from home:,31875,8.75703653641691,2023 ACS 1 Year
141,Marin,"Total: Worked from home: Management, business, science, and arts occupations",23612,6.4869379356196415,2023 ACS 1 Year
142,Marin,Total: Worked from home: Service occupations,1755,0.4821521292991899,2023 ACS 1 Year
143,Marin,Total: Worked from home: Sales and office occupations,4897,1.3453555425516426,2023 ACS 1 Year
144,Marin,"Total: Worked from home: Natural resources, construction, and maintenance occupations",719,0.19753127120576494,2023 ACS 1 Year
145,Marin,"Total: Worked from home: Production, transportation, and material moving occupations",892,0.24505965774067084,2023 ACS 1 Year
146,Marin,Total: Worked from home: Military specific occupations,0,0.0,2023 ACS 1 Year
148,Napa,"Total: Management, business, science, and arts occupations",27239,13.368571905336829,2023 ACS 1 Year
149,Napa,Total: Service occupations,12363,6.067610942607262,2023 ACS 1 Year
150,Napa,Total: Sales and office occupations,13022,6.391040175898387,2023 ACS 1 Year
151,Napa,"Total: Natural resources, construction, and maintenance occupations",6177,3.0315969257045263,2023 ACS 1 Year
152,Napa,"Total: Production, transportation, and material moving occupations",9117,4.474513383786331,2023 ACS 1 Year
153,Napa,Total: Military specific occupations,0,0.0,2023 ACS 1 Year
154,Napa,"Total: Car, truck, or van - drove alone:",47032,23.082737026021576,2023 ACS 1 Year
155,Napa,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",18536,9.097244716668138,2023 ACS 1 Year
156,Napa,"Total: Car, truck, or van - drove alone: Service occupations",8688,4.263965370005006,2023 ACS 1 Year
157,Napa,"Total: Car, truck, or van - drove alone: Sales and office occupations",8496,4.169734091109867,2023 ACS 1 Year
158,Napa,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",4125,2.024500132512736,2023 ACS 1 Year
159,Napa,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",7187,3.5272927157258263,2023 ACS 1 Year
160,Napa,"Total: Car, truck, or van - drove alone: Military specific occupations",0,0.0,2023 ACS 1 Year
161,Napa,"Total: Car, truck, or van - carpooled:",6472,3.1763793594236187,2023 ACS 1 Year
162,Napa,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",1869,0.9172826054948615,2023 ACS 1 Year
163,Napa,"Total: Car, truck, or van - carpooled: Service occupations",1685,0.8269776298870206,2023 ACS 1 Year
164,Napa,"Total: Car, truck, or van - carpooled: Sales and office occupations",1234,0.6056322820656281,2023 ACS 1 Year
165,Napa,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",1066,0.5231799130323822,2023 ACS 1 Year
166,Napa,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",618,0.30330692894372624,2023 ACS 1 Year
167,Napa,"Total: Car, truck, or van - carpooled: Military specific occupations",0,0.0,2023 ACS 1 Year
168,Napa,Total: Public transportation (excluding taxicab):,576,0.28269383668541476,2023 ACS 1 Year
169,Napa,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",382,0.18748098196845214,2023 ACS 1 Year
170,Napa,Total: Public transportation (excluding taxicab): Service occupations,124,0.06085770095311012,2023 ACS 1 Year
171,Napa,Total: Public transportation (excluding taxicab): Sales and office occupations,0,0.0,2023 ACS 1 Year
172,Napa,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",70,0.03435515376385249,2023 ACS 1 Year
173,Napa,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",0,0.0,2023 ACS 1 Year
174,Napa,Total: Public transportation (excluding taxicab): Military specific occupations,0,0.0,2023 ACS 1 Year
175,Napa,Total: Walked:,3707,1.8193507857514453,2023 ACS 1 Year
176,Napa,"Total: Walked: Management, business, science, and arts occupations",909,0.44612621101917016,2023 ACS 1 Year
177,Napa,Total: Walked: Service occupations,961,0.4716471823866034,2023 ACS 1 Year
178,Napa,Total: Walked: Sales and office occupations,1235,0.6061230699765403,2023 ACS 1 Year
179,Napa,"Total: Walked: Natural resources, construction, and maintenance occupations",510,0.250301834565211,2023 ACS 1 Year
180,Napa,"Total: Walked: Production, transportation, and material moving occupations",92,0.045152487803920414,2023 ACS 1 Year
181,Napa,Total: Walked: Military specific occupations,0,0.0,2023 ACS 1 Year
182,Napa,"Total: Taxicab, motorcycle, bicycle, or other means:",1371,0.6728702258605966,2023 ACS 1 Year
183,Napa,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",293,0.14380085789726826,2023 ACS 1 Year
184,Napa,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",235,0.11533515906436193,2023 ACS 1 Year
185,Napa,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",133,0.06527479215131973,2023 ACS 1 Year
186,Napa,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",330,0.1619600106010189,2023 ACS 1 Year
187,Napa,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",380,0.1864994061466278,2023 ACS 1 Year
188,Napa,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
189,Napa,Total: Worked from home:,8760,4.299302099590683,2023 ACS 1 Year
190,Napa,"Total: Worked from home: Management, business, science, and arts occupations",5250,2.5766365322889366,2023 ACS 1 Year
191,Napa,Total: Worked from home: Service occupations,670,0.32882790031115955,2023 ACS 1 Year
192,Napa,Total: Worked from home: Sales and office occupations,1924,0.9442759405950312,2023 ACS 1 Year
193,Napa,"Total: Worked from home: Natural resources, construction, and maintenance occupations",76,0.03729988122932556,2023 ACS 1 Year
194,Napa,"Total: Worked from home: Production, transportation, and material moving occupations",840,0.4122618451662298,2023 ACS 1 Year
195,Napa,Total: Worked from home: Military specific occupations,0,0.0,2023 ACS 1 Year
197,San Francisco,"Total: Management, business, science, and arts occupations",300696,21.77077609106923,2023 ACS 1 Year
198,San Francisco,Total: Service occupations,59916,4.337995251923883,2023 ACS 1 Year
199,San Francisco,Total: Sales and office occupations,62175,4.501549749455362,2023 ACS 1 Year
200,San Francisco,"Total: Natural resources, construction, and maintenance occupations",12805,0.9270984244756881,2023 ACS 1 Year
201,San Francisco,"Total: Production, transportation, and material moving occupations",24461,1.7710077751737452,2023 ACS 1 Year
202,San Francisco,Total: Military specific occupations,344,0.024906041235426526,2023 ACS 1 Year
203,San Francisco,"Total: Car, truck, or van - drove alone:",136951,9.915428061723542,2023 ACS 1 Year
204,San Francisco,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",84517,6.1191392066701855,2023 ACS 1 Year
205,San Francisco,"Total: Car, truck, or van - drove alone: Service occupations",16296,1.1798513022456707,2023 ACS 1 Year
206,San Francisco,"Total: Car, truck, or van - drove alone: Sales and office occupations",17077,1.236396704004008,2023 ACS 1 Year
207,San Francisco,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",7352,0.5322942301245809,2023 ACS 1 Year
208,San Francisco,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",11709,0.8477466186790966,2023 ACS 1 Year
209,San Francisco,"Total: Car, truck, or van - drove alone: Military specific occupations",0,0.0,2023 ACS 1 Year
210,San Francisco,"Total: Car, truck, or van - carpooled:",32319,2.3399370543248543,2023 ACS 1 Year
211,San Francisco,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",17586,1.2732489568785201,2023 ACS 1 Year
212,San Francisco,"Total: Car, truck, or van - carpooled: Service occupations",6078,0.44005499601430936,2023 ACS 1 Year
213,San Francisco,"Total: Car, truck, or van - carpooled: Sales and office occupations",5245,0.3797447275575934,2023 ACS 1 Year
214,San Francisco,"Total: Car, truck, or van - carpooled: Natural resources, construction, and maintenance occupations",804,0.05821063125954339,2023 ACS 1 Year
215,San Francisco,"Total: Car, truck, or van - carpooled: Production, transportation, and material moving occupations",2555,0.18498527719917085,2023 ACS 1 Year
216,San Francisco,"Total: Car, truck, or van - carpooled: Military specific occupations",51,0.003692465415717305,2023 ACS 1 Year
217,San Francisco,Total: Public transportation (excluding taxicab):,101330,7.3364219720516575,2023 ACS 1 Year
218,San Francisco,"Total: Public transportation (excluding taxicab): Management, business, science, and arts occupations",59469,4.305631878574361,2023 ACS 1 Year
219,San Francisco,Total: Public transportation (excluding taxicab): Service occupations,18359,1.3292151483755688,2023 ACS 1 Year
220,San Francisco,Total: Public transportation (excluding taxicab): Sales and office occupations,15937,1.153859241770327,2023 ACS 1 Year
221,San Francisco,"Total: Public transportation (excluding taxicab): Natural resources, construction, and maintenance occupations",2000,0.14480256532224725,2023 ACS 1 Year
222,San Francisco,"Total: Public transportation (excluding taxicab): Production, transportation, and material moving occupations",5272,0.38169956218944373,2023 ACS 1 Year
223,San Francisco,Total: Public transportation (excluding taxicab): Military specific occupations,293,0.021213575819709223,2023 ACS 1 Year
224,San Francisco,Total: Walked:,47388,3.4309519827453263,2023 ACS 1 Year
225,San Francisco,"Total: Walked: Management, business, science, and arts occupations",28119,2.0358516671481355,2023 ACS 1 Year
226,San Francisco,Total: Walked: Service occupations,9173,0.664136965850487,2023 ACS 1 Year
227,San Francisco,Total: Walked: Sales and office occupations,7319,0.5299049877967638,2023 ACS 1 Year
228,San Francisco,"Total: Walked: Natural resources, construction, and maintenance occupations",787,0.056979809454304295,2023 ACS 1 Year
229,San Francisco,"Total: Walked: Production, transportation, and material moving occupations",1990,0.144078552495636,2023 ACS 1 Year
230,San Francisco,Total: Walked: Military specific occupations,0,0.0,2023 ACS 1 Year
231,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means:",30067,2.176889365772004,2023 ACS 1 Year
232,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means: Management, business, science, and arts occupations",20570,1.489294384339313,2023 ACS 1 Year
233,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means: Service occupations",3855,0.27910694465863156,2023 ACS 1 Year
234,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means: Sales and office occupations",4481,0.32443014760449496,2023 ACS 1 Year
235,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means: Natural resources, construction, and maintenance occupations",425,0.030770545130977538,2023 ACS 1 Year
236,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means: Production, transportation, and material moving occupations",736,0.053287344038586995,2023 ACS 1 Year
237,San Francisco,"Total: Taxicab, motorcycle, bicycle, or other means: Military specific occupations",0,0.0,2023 ACS 1 Year
238,San Francisco,Total: Worked from home:,112342,8.13370489671595,2023 ACS 1 Year
239,San Francisco,"Total: Worked from home: Management, business, science, and arts occupations",90435,6.547609997458714,2023 ACS 1 Year
240,San Francisco,Total: Worked from home: Service occupations,6155,0.4456298947792159,2023 ACS 1 Year
241,San Francisco,Total: Worked from home: Sales and office occupations,12116,0.8772139407221738,2023 ACS 1 Year
242,San Francisco,"Total: Worked from home: Natural resources, construction, and maintenance occupations",1437,0.10404064318403465,2023 ACS 1 Year
243,San Francisco,"Total: Worked from home: Production, transportation, and material moving occupations",2199,0.15921042057181087,2023 ACS 1 Year
244,San Francisco,Total: Worked from home: Military specific occupations,0,0.0,2023 ACS 1 Year
246,San Mateo,"Total: Management, business, science, and arts occupations",215346,18.993012099836218,2023 ACS 1 Year
247,San Mateo,Total: Service occupations,61373,5.412954647884094,2023 ACS 1 Year
248,San Mateo,Total: Sales and office occupations,58381,5.149067265705136,2023 ACS 1 Year
249,San Mateo,"Total: Natural resources, construction, and maintenance occupations",16881,1.4888646051346912,2023 ACS 1 Year
250,San Mateo,"Total: Production, transportation, and material moving occupations",25807,2.276116868947987,2023 ACS 1 Year
251,San Mateo,Total: Military specific occupations,151,0.013317845825208124,2023 ACS 1 Year
252,San Mateo,"Total: Car, truck, or van - drove alone:",228231,20.129438877702484,2023 ACS 1 Year
253,San Mateo,"Total: Car, truck, or van - drove alone: Management, business, science, and arts occupations",124966,11.021708088695089,2023 ACS 1 Year
254,San Mateo,"Total: Car, truck, or van - drove alone: Service occupations",37174,3.2786596073264027,2023 ACS 1 Year
255,San Mateo,"Total: Car, truck, or van - drove alone: Sales and office occupations",36707,3.237471302688176,2023 ACS 1 Year
256,San Mateo,"Total: Car, truck, or van - drove alone: Natural resources, construction, and maintenance occupations",11715,1.0332355221345244,2023 ACS 1 Year
257,San Mateo,"Total: Car, truck, or van - drove alone: Production, transportation, and material moving occupations",17589,1.5513085445005677,2023 ACS 1 Year
258,San Mateo,"Total: Car, truck, or van - drove alone: Military specific occupations",80,0.0070558123577261584,2023 ACS 1 Year
259,San Mateo,"Total: Car, truck, or van - carpooled:",38693,3.4126318444687285,2023 ACS 1 Year
260,San Mateo,"Total: Car, truck, or van - carpooled: Management, business, science, and arts occupations",19301,1.7023029289559073,2023 ACS 1 Year
