"TAZ","TOTHH","TOTPOP","hh_own","hh_rent","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","gq_tot_pop"
"1294","173.0","29.13076408999777","0.0","176.0","176.0","0.0","-1.0","-2.0","32.0","0.0","15.0","0.0","0.0","0.0","22.0"
"1295","2441.0","330.6830507023634","1171.0","1302.0","525.0","1090.0","322.0","537.0","1988.0","724.0","428.0","419.0","665.0","1486.0","69.99975970203052"
"1296","1110.0","120.35175489169508","842.0","296.0","261.0","596.0","179.0","101.0","1744.0","426.0","48.0","226.0","197.0","914.0","16.0"
"1297","3822.0","564.0816777552928","1288.0","2543.0","1113.0","1292.0","644.0","807.0","1972.0","947.0","569.0","509.0","1006.0","1197.0","178.98839353509058"
"1298","1233.0","1146.36880151707","411.0","854.0","457.0","391.0","274.0","168.0","950.0","141.0","53.0","103.0","169.0","363.0","1023.0"
"1299","814.0","319.0669799921998","231.0","599.0","393.0","314.0","119.0","54.0","1105.0","315.0","175.0","166.0","255.0","300.0","253.0"
"13","724.0","98.50488130975504","660.0","92.0","508.0","165.0","63.0","0.0","1348.0","174.0","28.0","-1.0","1.0","58.0","34.0"
"130","1118.0","165.95310525353838","798.0","341.0","355.0","470.0","137.0","192.0","1634.0","656.0","143.0","305.0","288.0","1111.0","0.0"
"1300","1282.0","188.72079015361533","651.0","644.0","529.0","297.0","188.0","304.0","800.0","305.0","135.0","151.0","170.0","250.0","52.0"
"1301","2244.0","264.29248710435274","1241.0","1013.0","549.0","965.0","337.0","428.0","1507.0","583.0","80.0","228.0","479.0","554.0","22.0"
"1302","3156.0","416.0101533682682","1675.0","1506.0","654.0","989.0","254.0","1284.0","1211.0","892.0","235.0","244.0","687.0","1192.0","13.882632203613346"
"1303","1997.0","209.16209740458103","1698.0","339.0","361.0","830.0","585.0","285.0","1272.0","479.0","86.0","55.0","173.0","811.0","0.0"
"1304","2219.0","273.8332905103828","965.0","1271.0","821.0","494.0","206.0","740.0","1558.0","632.0","462.0","501.0","644.0","1112.0","24.30558183538316"
"1305","1726.0","293.6764023079573","1025.0","720.0","278.0","355.0","280.0","857.0","1482.0","1040.0","173.0","237.0","468.0","742.0","47.0"
"1306","1751.0","210.2536206966573","1280.0","504.0","514.0","702.0","220.0","373.0","2035.0","655.0","681.0","646.0","965.0","2420.0","36.37282926079607"
"1307","2269.0","242.2766491560457","1452.0","841.0","708.0","793.0","322.0","470.0","1547.0","468.0","367.0","337.0","423.0","1577.0","27.34491525423729"
"1308","1578.0","181.0034707837056","1414.0","184.0","280.0","822.0","227.0","294.0","898.0","223.0","146.0","316.0","546.0","1844.0","15.582249426166795"
"1309","3896.0","329.11318321459424","3619.0","303.0","1414.0","1650.0","438.0","446.0","2413.0","500.0","61.0","21.0","23.0","46.0","0.0"
"131","960.0","149.87754721425802","826.0","154.0","238.0","388.0","143.0","210.0","2523.0","896.0","188.0","245.0","492.0","1773.0","0.0"
"1310","2195.0","1670.4124964747857","1695.0","537.0","1141.0","924.0","143.0","48.0","2041.0","189.0","243.0","285.0","326.0","587.0","1515.47556066705"
"1311","2515.0","288.04748919936014","2333.0","220.0","697.0","1154.0","276.0","426.0","1229.0","271.0","234.0","173.0","316.0","1630.0","43.76845425867508"
"1312","1208.0","169.25889124536724","970.0","268.0","395.0","467.0","207.0","193.0","589.0","194.0","70.0","76.0","116.0","229.0","49.355711965349215"
"1313","1184.0","952.1547350751162","810.0","407.0","360.0","501.0","237.0","144.0","1577.0","479.0","126.0","164.0","237.0","812.0","840.8208300079808"
"1314","2071.0","223.05099592958493","1251.0","844.0","565.0","888.0","267.0","400.0","1217.0","563.0","102.0","333.0","392.0","1365.0","26.26243093922652"
"1315","1134.0","111.38460427136116","749.0","397.0","384.0","429.0","266.0","116.0","864.0","258.0","61.0","142.0","117.0","452.0","15.111168032786884"
"1316","1011.0","199.7705035320953","718.0","319.0","169.0","560.0","96.0","262.0","565.0","111.0","42.0","44.0","84.0","319.0","74.61395348837209"
"1317","2343.0","240.74163283549763","1371.0","999.0","957.0","656.0","270.0","535.0","2233.0","732.0","340.0","409.0","427.0","901.0","21.07078039927405"
"1318","1821.0","189.8005360989187","1377.0","470.0","575.0","948.0","116.0","233.0","1312.0","185.0","185.0","168.0","431.0","1243.0","33.78811040339703"
"1319","3567.0","456.8457680410114","2246.0","1353.0","892.0","1135.0","343.0","1253.0","1359.0","700.0","358.0","417.0","790.0","1525.0","18.16643550624133"
"132","1401.0","246.05365878568944","1036.0","385.0","268.0","443.0","338.0","388.0","1355.0","606.0","205.0","81.0","231.0","1069.0","0.0"
"1320","1550.0","177.09137188433365","984.0","604.0","530.0","612.0","227.0","245.0","1709.0","331.0","304.0","260.0","629.0","1285.0","34.27062949972309"
"1321","1107.0","123.43713472833458","778.0","368.0","341.0","403.0","139.0","288.0","2540.0","469.0","228.0","469.0","527.0","1281.0","13.692215389230538"
"1322","369.0","46.209273624823695","372.0","14.0","89.0","185.0","137.0","0.0","2445.0","166.0","-1.0","1.0","5.0","23.0","12.0"
"1323","2116.0","255.44931660537537","1415.0","728.0","842.0","797.0","296.0","208.0","2321.0","507.0","508.0","548.0","994.0","2118.0","83.8353227771011"
"1324","1747.0","148.51095098526537","1438.0","330.0","631.0","944.0","63.0","155.0","1580.0","167.0","215.0","361.0","301.0","962.0","4.953526517222526"
"1325","3100.0","347.920408737078","1047.0","2089.0","687.0","1063.0","495.0","891.0","1764.0","604.0","516.0","471.0","1823.0","4461.0","6.004281949934124"
"1326","2239.0","243.13636167578147","1919.0","332.0","610.0","877.0","401.0","413.0","1908.0","691.0","60.0","243.0","377.0","1231.0","23.0"
"1327","2805.0","504.0780456899371","1661.0","1176.0","1112.0","912.0","305.0","509.0","1976.0","686.0","307.0","258.0","324.0","1053.0","259.0"
"1328","1821.0","477.12028532071486","1272.0","589.0","507.0","579.0","274.0","501.0","1571.0","746.0","182.0","211.0","332.0","978.0","277.37155774763664"
"1329","1550.0","143.10502336634147","891.0","687.0","420.0","627.0","368.0","188.0","1301.0","481.0","158.0","284.0","177.0","663.0","0.0"
"133","771.0","142.58391655238367","494.0","287.0","158.0","279.0","178.0","182.0","2424.0","616.0","227.0","202.0","248.0","1774.0","13.0"
"1330","1870.0","206.27091660534265","1283.0","601.0","530.0","625.0","362.0","416.0","1570.0","530.0","156.0","179.0","370.0","836.0","20.0"
"1331","1747.0","181.72436382586272","1122.0","659.0","516.0","649.0","338.0","302.0","1894.0","875.0","225.0","389.0","429.0","992.0","9.0"
"1332","1402.0","274.8351384040937","592.0","828.0","518.0","476.0","270.0","180.0","2346.0","754.0","196.0","291.0","592.0","1185.0","151.0"
"1333","3198.0","408.6180468110952","1808.0","1413.0","289.0","912.0","1371.0","673.0","1515.0","438.0","7.0","203.0","600.0","620.0","32.0"
"1334","984.0","116.54444422764404","862.0","142.0","173.0","357.0","205.0","292.0","1516.0","648.0","131.0","145.0","429.0","878.0","0.0"
"1335","1353.0","209.97531406265307","631.0","739.0","588.0","498.0","130.0","180.0","3311.0","876.0","567.0","594.0","686.0","1210.0","97.0"
"1336","1525.0","155.42393287999187","1175.0","374.0","513.0","470.0","241.0","348.0","1772.0","607.0","560.0","397.0","1238.0","2943.0","1.122189915608822"
"1337","3371.0","344.8951597140959","1210.0","2178.0","1324.0","952.0","442.0","718.0","1889.0","469.0","523.0","632.0","704.0","1330.0","11.880617624905849"
"1338","2337.0","229.2741614791429","1136.0","1211.0","881.0","768.0","280.0","467.0","1509.0","474.0","194.0","220.0","373.0","674.0","7.0"
"1339","2214.0","210.03416543333108","1436.0","796.0","751.0","710.0","227.0","569.0","2188.0","800.0","272.0","251.0","521.0","1147.0","3.0"
"134","677.0","167.6668799138785","539.0","154.0","133.0","205.0","120.0","251.0","990.0","462.0","183.0","299.0","258.0","1587.0","24.31413612565445"
"1340","4798.0","521.5455006684567","2113.0","2723.0","630.0","2616.0","883.0","731.0","2391.0","1143.0","240.0","329.0","744.0","1269.0","29.0"
"1341","3444.0","463.4887132193588","2301.0","1157.0","633.0","1554.0","566.0","754.0","2243.0","757.0","292.0","218.0","411.0","1298.0","103.35061391541608"
"1342","1968.0","3093.1628039850107","1062.0","935.0","611.0","519.0","337.0","553.0","1576.0","435.0","78.0","323.0","434.0","646.0","2889.0"
"1343","2165.0","280.6614520127893","1357.0","828.0","439.0","754.0","454.0","587.0","1170.0","686.0","230.0","172.0","502.0","450.0","39.0"
"1344","6667.0","701.0408308424944","1223.0","5479.0","2493.0","1454.0","636.0","2120.0","2034.0","1198.0","459.0","386.0","600.0","931.0","9.0"
"1345","3444.0","300.6170903425247","1712.0","1764.0","1471.0","791.0","725.0","514.0","1500.0","725.0","271.0","204.0","470.0","660.0","0.0"
"1346","4527.0","414.35456299257646","1971.0","2573.0","973.0","2649.0","365.0","607.0","1917.0","693.0","121.0","304.0","489.0","1010.0","14.0"
"1347","3617.0","435.9251935469552","2859.0","780.0","731.0","1210.0","666.0","1057.0","1596.0","821.0","85.0","181.0","452.0","1050.0","30.0"
"1348","3469.0","419.396187187492","1062.0","2424.0","793.0","1132.0","630.0","981.0","1612.0","1159.0","834.0","770.0","1251.0","853.0","29.72035686876439"
"1349","1206.0","202.7068454355216","653.0","586.0","298.0","306.0","167.0","468.0","1058.0","779.0","219.0","287.0","1028.0","990.0","47.60496229627828"
"135","1165.0","251.7669027741112","611.0","570.0","207.0","220.0","280.0","490.0","1717.0","556.0","175.0","224.0","371.0","1045.0","0.0"
"1350","3543.0","398.3484727983138","1736.0","1824.0","749.0","1430.0","485.0","920.0","2205.0","591.0","342.0","387.0","623.0","1559.0","33.19335260115607"
"1351","1107.0","326.43386758944973","909.0","225.0","176.0","466.0","105.0","411.0","1331.0","535.0","82.0","104.0","246.0","924.0","202.0"
"1352","1870.0","213.64783829772352","1850.0","40.0","231.0","1030.0","284.0","369.0","1334.0","328.0","77.0","129.0","103.0","761.0","22.0"
"1353","2460.0","174.21716187122453","1856.0","623.0","1214.0","1079.0","85.0","126.0","2147.0","70.0","325.0","521.0","846.0","1569.0","2.967181467181468"
"1354","1230.0","163.16225896868954","991.0","251.0","262.0","492.0","162.0","351.0","2083.0","884.0","387.0","417.0","1278.0","3796.0","29.96930280957336"
"1355","1747.0","204.4946956557108","1384.0","380.0","597.0","560.0","261.0","370.0","1495.0","604.0","288.0","232.0","384.0","633.0","38.0"
"1356","2140.0","227.8785981720479","1219.0","948.0","807.0","716.0","390.0","278.0","1597.0","535.0","363.0","363.0","688.0","1293.0","42.278773452814335"
"1357","2682.0","321.0823664453728","1494.0","1214.0","534.0","868.0","534.0","796.0","1251.0","783.0","209.0","218.0","233.0","824.0","31.0"
"1358","3395.0","402.5255713713319","1314.0","2107.0","1303.0","1266.0","515.0","386.0","1762.0","387.0","314.0","602.0","882.0","1535.0","111.17158282854886"
"1359","960.0","140.49238340517124","706.0","295.0","308.0","402.0","94.0","221.0","1855.0","825.0","104.0","75.0","500.0","1315.0","44.506768687463214"
"136","929.0","454.2996269574117","711.0","228.0","199.0","295.0","125.0","352.0","1001.0","321.0","174.0","118.0","169.0","599.0","266.0"
"1360","1747.0","227.09347123155703","679.0","1089.0","604.0","642.0","242.0","306.0","1251.0","459.0","235.0","204.0","405.0","408.0","62.0"
"1361","1304.0","193.3305229887742","169.0","1163.0","671.0","338.0","120.0","228.0","1231.0","338.0","243.0","217.0","414.0","273.0","87.0"
"1362","1083.0","85.61896473486857","317.0","811.0","676.0","262.0","103.0","87.0","2030.0","354.0","424.0","269.0","369.0","680.0","8.0"
"1363","2140.0","898.7542913573707","875.0","1282.0","514.0","746.0","599.0","322.0","1016.0","204.0","145.0","94.0","247.0","402.0","675.0"
"1364","1378.0","168.25068218691078","542.0","838.0","442.0","434.0","239.0","339.0","1791.0","685.0","171.0","339.0","510.0","803.0","38.0"
"1365","1427.0","248.68686808185709","1269.0","180.0","407.0","585.0","160.0","321.0","1909.0","455.0","211.0","74.0","305.0","1159.0","105.9273381294964"
"1366","2559.0","373.225095309765","1489.0","1094.0","896.0","1183.0","272.0","233.0","1928.0","492.0","430.0","219.0","550.0","2293.0","170.09648527615687"
"1367","2559.0","384.0439755851703","1899.0","667.0","490.0","1149.0","184.0","793.0","1881.0","685.0","219.0","418.0","484.0","748.0","73.0"
"1368","2928.0","486.6303263478749","1862.0","1084.0","814.0","881.0","609.0","667.0","1564.0","676.0","176.0","239.0","353.0","874.0","190.0"
"1369","1009.0","153.37197205922553","696.0","330.0","323.0","369.0","172.0","211.0","1671.0","526.0","314.0","197.0","387.0","712.0","50.0"
"137","803.0","185.85278100465416","550.0","276.0","112.0","194.0","297.0","223.0","1491.0","618.0","130.0","282.0","370.0","887.0","20.0"
"1370","2263.0","253.8900302557881","1532.0","742.0","616.0","780.0","443.0","459.0","1995.0","599.0","495.0","424.0","612.0","2136.0","22.195622165253404"
"1371","2608.0","327.1407088729038","1775.0","839.0","586.0","626.0","534.0","917.0","1718.0","922.0","107.0","213.0","399.0","1188.0","19.0"
"1372","3075.0","445.6525594387508","1431.0","1665.0","619.0","845.0","452.0","1205.0","1342.0","838.0","203.0","349.0","344.0","707.0","47.60281529389386"
"1373","4379.0","535.8894724232783","1009.0","3418.0","1245.0","1221.0","809.0","1177.0","1050.0","842.0","477.0","467.0","1024.0","740.0","43.05336393630756"
"1374","4330.0","499.1634204147715","720.0","3641.0","1432.0","1177.0","497.0","1255.0","2782.0","944.0","364.0","418.0","739.0","1181.0","29.0"
"1375","2313.0","318.2680212930222","1534.0","796.0","586.0","916.0","420.0","433.0","2631.0","1143.0","310.0","418.0","759.0","1277.0","77.0"
"1376","3690.0","735.439487475712","2235.0","1493.0","313.0","626.0","951.0","1863.0","1874.0","956.0","281.0","312.0","671.0","806.0","176.0"
"1377","5733.0","685.7460543033606","2963.0","2794.0","1176.0","1649.0","1105.0","1851.0","1722.0","999.0","175.0","501.0","627.0","687.0","21.0"
"1378","4625.0","640.5343010206036","1627.0","3018.0","889.0","1117.0","761.0","1902.0","1085.0","787.0","602.0","558.0","747.0","824.0","34.65732156818943"
"1379","2263.0","452.0948474068573","1015.0","1272.0","273.0","417.0","413.0","1209.0","923.0","957.0","161.0","232.0","498.0","482.0","87.0"
"138","787.0","196.8441532374995","526.0","274.0","122.0","218.0","157.0","334.0","1141.0","578.0","254.0","204.0","601.0","1696.0","16.05341534477177"
"1380","1476.0","263.33418313950267","840.0","656.0","328.0","269.0","245.0","704.0","846.0","740.0","381.0","377.0","505.0","997.0","68.29947765525247"
"1381","1968.0","431.1616029633359","1153.0","851.0","201.0","706.0","501.0","595.0","1554.0","1047.0","428.0","624.0","1074.0","1666.0","176.50404643178288"
"1382","1747.0","217.76575112946475","1520.0","269.0","453.0","673.0","248.0","415.0","2337.0","836.0","279.0","240.0","557.0","1216.0","33.0"
"1383","1304.0","139.12653318691332","1037.0","290.0","388.0","565.0","184.0","238.0","1424.0","269.0","375.0","304.0","337.0","1625.0","11.17070740617735"
"1384","1747.0","220.85065589957043","1051.0","726.0","471.0","631.0","361.0","338.0","1170.0","495.0","290.0","290.0","581.0","1219.0","41.0"
"1385","1525.0","155.60466933783556","1223.0","344.0","416.0","552.0","286.0","336.0","1539.0","438.0","292.0","232.0","356.0","871.0","0.0"
"1386","1329.0","211.6145862880187","1023.0","329.0","423.0","485.0","263.0","205.0","1681.0","397.0","196.0","258.0","399.0","674.0","85.0"
"1387","1944.0","214.46304912117893","1409.0","544.0","318.0","771.0","444.0","444.0","1474.0","809.0","248.0","228.0","305.0","962.0","0.0"
"1388","3420.0","350.4329541511556","3195.0","261.0","750.0","1514.0","516.0","700.0","1422.0","448.0","27.0","38.0","48.0","253.0","0.0"
"1389","1575.0","173.28014874289704","1185.0","407.0","427.0","786.0","214.0","215.0","863.0","215.0","71.0","99.0","373.0","1039.0","7.025173819228002"
"139","1008.0","301.1078287791782","600.0","408.0","102.0","259.0","165.0","515.0","1095.0","585.0","129.0","79.0","296.0","851.0","37.0"
"1390","517.0","61.69039213178787","431.0","106.0","198.0","252.0","50.0","36.0","967.0","102.0","308.0","259.0","375.0","566.0","20.642045454545453"
"1391","2510.0","253.95935300127897","1712.0","820.0","1155.0","865.0","271.0","266.0","1175.0","170.0","370.0","253.0","430.0","824.0","53.15673575129534"
"1392","1845.0","181.5881670508823","1446.0","428.0","624.0","546.0","125.0","579.0","830.0","439.0","326.0","207.0","488.0","819.0","0.0"
"1393","2386.0","249.38940789626048","1822.0","581.0","922.0","781.0","156.0","569.0","1501.0","425.0","163.0","168.0","331.0","726.0","0.0"
"1394","1181.0","199.2120600309771","829.0","375.0","140.0","383.0","212.0","495.0","1030.0","859.0","116.0","324.0","460.0","1824.0","44.01905479599527"
"1395","1919.0","243.67482756527576","1296.0","659.0","400.0","609.0","314.0","656.0","1338.0","710.0","380.0","492.0","711.0","1401.0","22.689788053949904"
"1396","2165.0","260.84115009681875","1747.0","418.0","478.0","765.0","365.0","607.0","1180.0","526.0","387.0","411.0","705.0","2187.0","25.83302993527508"
"1397","1673.0","154.27602784696478","1185.0","496.0","373.0","929.0","142.0","286.0","1162.0","419.0","377.0","168.0","541.0","1072.0","0.0"
"1398","1624.0","148.38469285016828","1170.0","468.0","456.0","795.0","185.0","227.0","1576.0","447.0","214.0","202.0","317.0","749.0","0.0"
"1399","1550.0","248.7999005726324","611.0","968.0","206.0","717.0","278.0","378.0","1593.0","620.0","233.0","184.0","475.0","719.0","79.0"
"14","8438.0","776.4362058273533","7390.0","1065.0","5832.0","1895.0","725.0","2.0","1323.0","171.0","200.0","2.0","16.0","419.0","36.77005347593583"
"140","1275.0","263.5606214816002","1077.0","217.0","422.0","242.0","169.0","477.0","1097.0","439.0","166.0","143.0","275.0","648.0","0.0"
"1400","640.0","103.32577165208546","532.0","146.0","141.0","369.0","95.0","98.0","899.0","249.0","70.0","89.0","166.0","498.0","39.0"
"1401","910.0","118.73657030907152","710.0","241.0","239.0","512.0","112.0","113.0","1661.0","278.0","256.0","335.0","489.0","1714.0","32.936860567085645"
"1402","1353.0","193.5264529763631","939.0","439.0","280.0","562.0","218.0","366.0","2094.0","751.0","378.0","618.0","976.0","1951.0","49.06460917219498"
"1403","812.0","79.48812157360751","740.0","93.0","322.0","410.0","96.0","30.0","808.0","101.0","268.0","221.0","513.0","653.0","16.67935071846727"
"1404","1233.0","251.87067631156177","1151.0","89.0","315.0","575.0","239.0","139.0","1029.0","216.0","99.0","99.0","134.0","709.0","54.966158423205655"
"1405","2219.0","447.2503794251451","1877.0","354.0","523.0","791.0","579.0","351.0","806.0","393.0","113.0","79.0","220.0","582.0","35.0"
"1406","5250.0","832.4894814222109","4733.0","531.0","1537.0","1796.0","1135.0","826.0","651.0","202.0","37.0","39.0","103.0","528.0","0.0"
"1407","1668.0","424.7944796042798","997.0","692.0","465.0","376.0","305.0","559.0","1030.0","507.0","271.0","364.0","624.0","1304.0","66.9739994157172"
"1408","2480.0","402.2105150122284","1618.0","872.0","802.0","944.0","355.0","403.0","2143.0","597.0","108.0","208.0","831.0","1088.0","0.0"
"1409","2277.0","448.8837921132762","1519.0","782.0","447.0","931.0","475.0","450.0","1348.0","490.0","136.0","273.0","541.0","1963.0","9.261501516683518"
"141","1039.0","330.02787166430846","480.0","578.0","132.0","354.0","160.0","411.0","942.0","526.0","99.0","62.0","249.0","456.0","86.0"
"1410","5555.0","1093.851489857748","2772.0","2790.0","1563.0","1151.0","1321.0","1541.0","1416.0","890.0","341.0","386.0","333.0","863.0","29.0"
"1411","3423.0","800.5781729530166","1998.0","1440.0","817.0","1782.0","284.0","569.0","2494.0","532.0","456.0","287.0","501.0","1256.0","241.0"
"1412","2437.0","437.2843824811175","1480.0","972.0","923.0","828.0","274.0","441.0","1753.0","758.0","698.0","435.0","1234.0","1819.0","65.17042291460896"
"1413","4597.0","709.4033922808156","3785.0","841.0","1393.0","1975.0","549.0","708.0","953.0","219.0","43.0","184.0","187.0","554.0","15.593627237014404"
"1414","1595.0","331.7836765628223","1416.0","196.0","291.0","668.0","258.0","395.0","2078.0","977.0","108.0","345.0","356.0","1730.0","41.0"
"1415","392.0","92.17071105861","249.0","158.0","192.0","169.0","19.0","42.0","1229.0","184.0","481.0","361.0","349.0","1674.0","35.7443137254902"
"1416","508.0","61.69847007490296","395.0","122.0","337.0","141.0","0.0","54.0","1092.0","79.0","115.0","103.0","191.0","308.0","4.0"
"1417","319.0","77.30785829181215","218.0","109.0","88.0","120.0","87.0","47.0","367.0","198.0","24.0","13.0","15.0","103.0","23.0"
"1418","986.0","174.9364810116149","742.0","248.0","384.0","339.0","217.0","78.0","1545.0","408.0","158.0","189.0","233.0","1047.0","23.928644240570847"
"1419","3582.0","594.467139066162","2074.0","1512.0","1010.0","1465.0","472.0","654.0","1145.0","371.0","154.0","145.0","239.0","691.0","13.0"
"142","189.0","651.1936508670283","26.0","185.0","148.0","42.0","23.0","14.0","187.0","42.0","73.0","26.0","23.0","50.0","629.0"
"1420","1842.0","382.20434845709497","1552.0","299.0","304.0","660.0","370.0","546.0","1927.0","1374.0","157.0","176.0","513.0","1904.0","32.0"
"1421","3959.0","729.93079133334","1687.0","2283.0","1986.0","974.0","399.0","626.0","1507.0","433.0","703.0","364.0","646.0","1386.0","125.6240198640878"
"1422","2625.0","483.55292388459753","2263.0","367.0","669.0","1022.0","475.0","493.0","2124.0","842.0","128.0","179.0","421.0","1461.0","49.0"
"1423","1682.0","373.0090594004036","1508.0","189.0","467.0","584.0","282.0","363.0","2044.0","779.0","252.0","142.0","283.0","1681.0","80.19648233243544"
"1424","5178.0","1168.0345060980842","2299.0","2895.0","1326.0","2572.0","432.0","879.0","2069.0","371.0","191.0","428.0","373.0","809.0","328.0"
"1425","1059.0","488.65618141588607","693.0","382.0","498.0","304.0","109.0","179.0","2171.0","460.0","248.0","283.0","422.0","1477.0","330.7170716112532"
"1426","1697.0","292.3267486509117","1701.0","0.0","227.0","1020.0","171.0","312.0","1863.0","539.0","150.0","78.0","181.0","1561.0","0.0"
"1427","2524.0","1112.0973541958383","523.0","2013.0","521.0","494.0","690.0","846.0","1811.0","559.0","289.0","574.0","576.0","1303.0","511.6772672309553"
"1428","2364.0","773.6313112547184","255.0","2123.0","311.0","267.0","428.0","1387.0","562.0","671.0","277.0","625.0","623.0","937.0","58.94587898999524"
"1429","1175.0","218.49005291091723","605.0","581.0","431.0","372.0","180.0","218.0","1603.0","656.0","222.0","271.0","422.0","942.0","31.0"
"143","472.0","180.18232685230956","203.0","292.0","63.0","144.0","105.0","183.0","942.0","526.0","77.0","35.0","39.0","172.0","86.0"
"1430","2625.0","483.7549335571204","1332.0","1312.0","1191.0","765.0","331.0","373.0","1753.0","412.0","315.0","449.0","696.0","1157.0","103.27110678982336"
"1431","1798.0","303.28309361507564","1084.0","728.0","523.0","747.0","268.0","288.0","1631.0","523.0","394.0","498.0","565.0","2109.0","25.45571230342276"
"1432","783.0","193.7769543402603","481.0","314.0","208.0","326.0","114.0","161.0","1546.0","641.0","249.0","143.0","248.0","1246.0","60.42024476249741"
"1433","769.0","142.37238010874205","543.0","244.0","237.0","260.0","153.0","150.0","1028.0","478.0","148.0","86.0","241.0","775.0","14.0"
"1434","1015.0","178.74232205474038","764.0","275.0","295.0","362.0","217.0","180.0","1813.0","623.0","299.0","121.0","302.0","1317.0","13.047169811320757"
"1435","624.0","177.60849612087776","533.0","116.0","127.0","183.0","125.0","229.0","621.0","426.0","42.0","12.0","89.0","702.0","50.74342388960759"
"1436","1421.0","265.3841974771641","1041.0","401.0","344.0","599.0","206.0","293.0","1536.0","659.0","166.0","124.0","228.0","1268.0","18.0"
"1437","3292.0","502.3870305779054","1630.0","1681.0","1394.0","1164.0","368.0","385.0","1487.0","484.0","206.0","452.0","648.0","1954.0","44.95382055193455"
"1438","1508.0","774.0284747481664","651.0","875.0","479.0","582.0","241.0","224.0","2157.0","905.0","81.0","148.0","537.0","1273.0","539.2879291251384"
"1439","203.0","3585.978226749953","-1.0","204.0","0.0","-1.0","-1.0","205.0","0.0","17.0","0.0","0.0","0.0","13.0","3482.0"
"144","2283.0","452.5658574738978","601.0","1686.0","770.0","536.0","275.0","738.0","937.0","590.0","540.0","306.0","237.0","261.0","19.92838196286472"
"1440","1581.0","265.2847683997773","957.0","640.0","599.0","400.0","297.0","316.0","1446.0","658.0","349.0","249.0","361.0","1773.0","14.26786795881284"
"1441","1349.0","257.9456386941464","875.0","483.0","384.0","528.0","301.0","174.0","1733.0","1050.0","220.0","183.0","390.0","1661.0","41.17531305903399"
"1442","696.0","141.7245556266736","495.0","215.0","127.0","274.0","98.0","240.0","1625.0","1059.0","119.0","128.0","212.0","1768.0","11.0"
"1443","1610.0","391.3618566308244","1007.0","615.0","547.0","573.0","321.0","195.0","1609.0","531.0","218.0","114.0","186.0","1258.0","141.0"
"1444","2103.0","452.8256635314857","922.0","1194.0","827.0","631.0","196.0","477.0","1623.0","643.0","190.0","171.0","441.0","1096.0","108.84004739336493"
"1445","2059.0","414.2347232897895","1418.0","663.0","430.0","721.0","462.0","483.0","1627.0","839.0","129.0","179.0","168.0","1848.0","55.16632116089938"
"1446","2814.0","530.684419806335","2130.0","708.0","676.0","1157.0","492.0","528.0","1762.0","757.0","85.0","111.0","238.0","1655.0","43.0"
"1447","1639.0","281.5274364764676","999.0","654.0","456.0","578.0","228.0","420.0","666.0","388.0","102.0","28.0","87.0","655.0","0.0"
"1448","1320.0","226.8547994719825","855.0","485.0","643.0","548.0","72.0","91.0","1671.0","156.0","447.0","299.0","621.0","2953.0","65.8339004410838"
"1449","2698.0","444.09242393159263","908.0","1802.0","676.0","958.0","698.0","378.0","1053.0","559.0","242.0","352.0","141.0","515.0","19.22266910420475"
"145","3542.0","690.4559883096005","82.0","3470.0","813.0","1359.0","271.0","1126.0","972.0","961.0","706.0","331.0","221.0","63.0","24.0"
"1450","2437.0","495.458390085274","2056.0","398.0","503.0","762.0","526.0","677.0","1794.0","1346.0","171.0","57.0","357.0","2016.0","21.95244328097732"
"1451","2741.0","514.514714884974","2206.0","549.0","613.0","960.0","482.0","701.0","1434.0","858.0","183.0","83.0","197.0","1439.0","0.0"
"1452","682.0","137.1884921882901","457.0","246.0","140.0","314.0","103.0","146.0","1479.0","608.0","131.0","79.0","196.0","1321.0","13.0"
"1453","551.0","115.76918781410932","388.0","186.0","150.0","195.0","148.0","81.0","367.0","198.0","94.0","50.0","54.0","391.0","23.0"
"1454","667.0","123.84703443945617","509.0","161.0","247.0","265.0","84.0","88.0","750.0","112.0","150.0","110.0","106.0","360.0","26.82698636577339"
"146","1070.0","153.47666518155492","673.0","416.0","385.0","347.0","234.0","139.0","477.0","253.0","142.0","119.0","148.0","768.0","0.0"
"147","582.0","318.2041981091438","395.0","192.0","91.0","134.0","113.0","281.0","733.0","735.0","163.0","172.0","251.0","598.0","184.0"
"148","1590.0","359.8510630679535","817.0","792.0","237.0","564.0","71.0","752.0","775.0","714.0","419.0","75.0","111.0","554.0","22.0"
"149","2031.0","424.4080913226975","1395.0","645.0","563.0","736.0","445.0","328.0","1494.0","576.0","139.0","274.0","341.0","912.0","110.0"
"15","2251.0","378.69613034450254","607.0","1654.0","1171.0","663.0","114.0","328.0","874.0","108.0","16.0","29.0","57.0","145.0","90.0"
"150","1669.0","418.2247052787325","981.0","706.0","380.0","508.0","221.0","577.0","1063.0","568.0","314.0","168.0","211.0","609.0","106.0"
"151","724.0","149.36709186701592","350.0","388.0","271.0","171.0","79.0","232.0","608.0","183.0","129.0","182.0","74.0","253.0","18.0"
"152","913.0","199.98393330294437","828.0","106.0","169.0","336.0","158.0","271.0","1347.0","492.0","173.0","85.0","196.0","996.0","38.0"
