"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","gqpop","hhlds"
"1087","20","20","5","3049.0","339.6618919234816","342.6926742364068","1691.0","2163","285","574.0","278.0","572.0","2970.0","27663","1198","143","0.23254","174.96800036056567","265","884","1837","2170","1217","14","89","122","16","101","33","0","0","5","0","0","0","0.99103","1","0","10","3049.0"
"1088","20","20","5","1307.0","181.66897867075144","201.6717007692419","825.0","1193","113","63.0","158.0","300.0","618.0","3913","351","127","0.20255","85.3164394752593","238","808","1490","1283","723","2","12","83","43","68","79","0","0","4","6","0","0","1.08635","1","0","32","1307.0"
"1089","20","20","5","1490.0","177.2161287249442","344.2161287249442","824.0","1415","784","426.0","400.0","484.0","679.0","1767","223","642","0.13601","85.28463458270008","414","1145","2275","1567","694","155","155","532","536","153","101","0","0","4","0","0","0","1.0994","1","0","13","1490.0"
"109","3","3","1","5872.0","731.3058669967829","1052.1386860711168","3937.0","41","4089","415.0","418.0","429.0","2439.0","142.8","23.63865","135","0.09897","545.451245147046","511","525","5623","1007","821","1479","1431","2746","0","153","537","83.56469","167.12937","2","0","0","0","3.47472","3","0","632","5872.0"
"1090","20","20","5","1055.0","97.23959012540696","97.23959012540696","487.0","1053","584","210.0","118.0","426.0","747.0","3364","305","63","0.17057","50.38977569714851","178","427","923","1250","423","35","120","407","0","728","190","0","0","4","609","0","0","1.21942","1","0","0","1055.0"
"1091","21","21","5","940.0","94.133307033445","124.94505091069492","465.0","1126","430","137.0","235.0","316.0","676.0","3240","261","196","0.19336","48.07431356584434","194","620","1233","1066","590","196","269","4210","0","134","99","0","0","4","1225","0","0","1.49758","1","0","2","940.0"
"1092","21","21","5","1880.0","138.9978455178036","815.9978455178036","639.0","71","426","213.0","53.0","167.0","114.0","723","22.03134","47","0.18743","66.14871827719064","52","128","357","288","98","129","699","554","0","118","1740","0","0","3","0","0","0","3.14184","2","0","59","1880.0"
"1093","21","21","5","802.0","73.00066912997708","84.00066912997708","424.0","635","467","126.0","212.0","191.0","421.0","395","66","26","0.12743","43.84530782786058","91","379","917","829","256","12","139","315","0","141","1406","0","0","4","95","0","0","2.29808","1","0","146","802.0"
"1094","21","21","5","2270.0","253.81329190326505","263.0830894353125","1435.0","2560","729","281.0","227.0","672.0","1892.0","768","415","112","0.15376","148.43428605507978","555","1264","2933","2714","878","44","369","232","54","106","1191","0","0","4","2","0","0","1.33188","1","0","34","2270.0"
"1095","21","21","5","1605.0","215.58990167088987","233.58990167088987","1105.0","1166","196","139.0","147.0","701.0","1064.0","4241","316","699","0.12703","114.29779527083872","279","852","1455","1222","435","259","823","213","757","1216","1037","0","0","5","0","0","0","1.15127","1","0","0","1605.0"
"1096","21","21","5","3324.0","368.9866158692434","389.73377265234654","1920.0","2757","938","191.0","300.0","841.0","2258.0","2107","648","627.66864","0.15609","198.65598216110527","596","1636","2839","2903","1162","719","1639","943","3","1194","2092","0","0","4","0","0","0","1.24215","1","0","73","3324.0"
"1097","21","21","5","2293.0","310.0207405825807","334.0207405825807","1699.0","1265","11","130.0","43.0","280.0","669.0","11096","260","910","0.1576","175.7623928671213","214","701","1130","1260","318","849","1555","1991","0","3865","3011","0","0","4","0","481","0","1.36413","2","0","83","2293.0"
"1098","21","21","5","4700.0","676.0055114865701","682.4293941681343","3268.0","2623","638","255.0","176.0","385.0","2554.0","7517","330","5397","0.12396","338.11800831203254","669","2229","4506","2723","893","5","51","135","0","9","101","0","0","5","0","0","0","0.93271","1","0","1","4700.0"
"1099","21","21","5","2155.0","246.9559541815607","263.77961113169323","1296.0","2584","587","197.0","373.0","583.0","1812.0","988","618","220.54704","0.19631","134.1141882523165","588","1433","2809","2451","1445","70","256","460","0","57","140","0","0","4","0","0","0","1.12642","2","0","12","2155.0"
"11","1","1","1","3983.0","428.38558037244405","951.4672597617572","2126.0","120","2712","755.0","252.0","324.0","828.0","81","12.58862","38","0.12202","295.1131800647974","35","563","1356","1889","312","4711","1122","3558","0","341","3985","120.83131","269.78715","0","0","0","0","4.81965","3","0","117","3983.0"
"110","3","3","1","3951.0","619.9219106169335","1608.9219106169337","3226.0","15","1261","220.0","280.0","184.0","2067.0","263.89999","10.83159","33.84755","0.06843","446.8054084093454","159","177","1778","337","165","641","957","895","0","712","227","0","0","3","0","0","0","5.20029","3","0","194","3951.0"
"1100","21","21","5","3003.0","345.52825347515926","352.64430039305296","1585.0","2945","290","186.0","211.0","526.0","2024.0","2632","817","21","0.20949","164.03888094723615","390","1768","2174","2985","1328","537","378","728","0","69","288","0","0","4","0","0","0","1.17701","1","0","11","3003.0"
"1101","21","21","5","1399.0","181.039850346521","181.039850346521","872.0","1559","3","59.0","100.0","160.0","939.0","695","476","48","0.23468","90.25197664674216","191","800","1141","1415","778","10","69","187","0","32","18","0","0","4","0","0","0","1.06503","1","0","0","1399.0"
"1102","21","21","5","1490.0","159.9846519490149","159.9846519490149","641.0","290","24","40.0","49.0","34.0","172.0","15377","411","25","0.23702","66.32476299343267","15","262","159","279","171","5","10","41","26","2","14","0","0","4","0","0","0","0.94196","1","0","0","1490.0"
"1103","21","21","5","2316.0","294.7701288683377","298.39758726470683","1439.0","2705","221","206.0","406.0","339.0","1677.0","2289","978","464","0.16324","149.9596867735127","451","1598","2320","2686","1123","82","137","349","16","22","80","0","0","4","0","0","0","1.01522","1","0","9","2316.0"
"1104","21","21","5","1857.0","226.0355742222144","226.0355742222144","1142.0","1337","39","74.0","108.0","85.0","883.0","345","196","47","0.23461","119.34545433134538","161","881","947","1274","684","12","29","235","0","6","29","0","0","4","0","0","0","1.23126","1","0","0","1857.0"
"1105","21","21","5","2247.0","321.01738389117463","321.01738389117463","1054.0","363","54","52.0","46.0","74.0","248.0","111","84","2","0.31715","109.04615935851342","57","145","230","269","226","0","10","13","0","4","12","0","0","4","0","0","0","1.10197","1","0","0","2247.0"
"1106","21","21","5","3600.0","345.6280930718392","417.3167158263302","1688.0","1750","1615","551.0","338.0","412.0","1918.0","629","255","82","0.19221","174.65750424461012","404","1298","3053","1870","1231","604","212","950","0","19","129","0","0","4","1984","0","0","1.54151","2","0","13","3600.0"
"1107","21","21","5","2293.0","280.7566607646843","415.7566607646843","1471.0","1115","490","156.0","180.0","294.0","715.0","320","179","53","0.15379","152.16812903468937","206","828","1497","1017","581","31","58","451","0","16","66","0","0","4","94","0","0","1.31811","2","0","4","2293.0"
"1108","21","21","5","917.0","112.41708275376506","157.41708275376504","546.0","2093","183","108.0","203.0","520.0","1185.0","601","387","82","0.21836","56.46745763031213","552","1103","1787","1546","1048","432","121","619","0","18","38","0","0","4","0","0","0","1.23081","3","0","45","917.0"
"1109","21","21","5","1421.0","179.834123148214","286.9479056115722","925.0","2561","415","223.0","108.0","603.0","1801.0","778","331","308","0.19241","95.69652771692334","680","1233","2753","2545","1245","51","57","1132","0","3","79","0","0","4","1709","0","0","1.21346","3","0","1","1421.0"
"111","3","3","1","2487.0","287.28181264099567","862.2818126409957","1849.0","117","1076","30.0","103.0","138.0","1974.0","327","11.75597","211","0.09102","256.0372038833765","155","67","1532","478","163","426","800","769","10","881","977","0","0","3","0","0","0","1.82649","2","0","34","2487.0"
"1110","21","21","5","2293.0","266.3133740418153","388.3738226194958","1367.0","2240","611","207.0","670.0","695.0","1199.0","712","513","66","0.18891","141.49378550358358","406","1046","2453","1889","1093","377","353","1091","0","143","243","0","0","4","0","0","0","1.26529","3","0","35","2293.0"
"1111","21","21","5","871.0","105.0003973843896","122.44071660715156","573.0","1909","25","151.0","210.0","443.0","1218.0","541","247","159","0.18011","59.24437540260726","351","856","1870","1659","733","41","308","475","0","56","447","0","0","4","382","0","0","1.26903","2","0","21","871.0"
"1112","21","21","5","1307.0","177.1668528128313","269.1668528128313","867.0","2050","234","172.0","305.0","450.0","1006.0","621","308","145","0.14928","89.76075529602917","330","920","2481","1688","677","60","83","2828","0","40","41","0","0","4","1338","0","0","1.41771","2","0","48","1307.0"
"1113","21","21","5","3164.0","220.53401687069177","335.53401687069174","1256.0","109","1349","452.0","281.0","239.0","407.0","263","35","134","0.41236","129.9874754786607","77","160","841","530","771","1548","2432","2410","9","1115","948","0","0","2","0","0","0","3.28858","3","0","37","3164.0"
"1114","21","21","5","8552.0","1073.7966895740294","1073.7966895740294","5374.0","352","2400","546.0","505.0","790.0","708.0","160","99","23","0.11803","556.0140875239626","688","1626","3130","1409","603","80","97","117","0","38","15","0","0","3","0","0","0","2.06893","3","0","0","8552.0"
"1115","21","21","5","6122.0","697.074737097259","697.074737097259","3610.0","347","1303","243.0","327.0","437.0","545.0","166","57","57","0.0701","373.5189033842303","439","1128","2380","1063","297","90","54","158","0","18","32","0","0","3","0","0","0","1.82933","3","0","0","6122.0"
"1116","21","21","5","1100.0","146.2327750971828","183.2327750971828","795.0","1272","52","45.0","158.0","151.0","789.0","436","237","69","0.18594","82.27788818199767","204","477","1257","923","511","48","140","498","0","28","66","0","0","5","0","0","0","1.19606","3","0","30","1100.0"
"1117","21","21","5","2545.0","301.2459504862408","325.750413397906","1503.0","1050","249","120.0","116.0","261.0","642.0","687","391","33","0.22466","155.4814217728627","158","451","1237","1175","678","254","144","57","0","2","50","0","0","4","0","0","0","1.09855","1","0","16","2545.0"
"1118","21","21","5","4035.0","426.7511513297059","550.7279629239088","2317.0","2084","1066","630.0","510.0","604.0","1288.0","792","425","245","0.19775","239.7797703098308","531","957","3033","2235","1143","864","593","934","5","900","643","0","0","4","0","0","0","1.35223","3","0","73","4035.0"
"1119","21","21","5","2682.0","335.97096138171725","354.8517790280968","1543.0","2252","1138","341.0","275.0","899.0","1407.0","691","504","40.56288","0.15761","159.6757615042536","480","1331","3342","2391","1104","147","269","722","0","20","176","0","0","4","9","0","0","1.27526","3","0","21","2682.0"
"112","3","3","1","803.0","104.36326329565716","112.36326329565716","566.0","308","777","87.0","56.0","103.0","779.0","67","28","10","0.11475","78.4051879562229","142","163","1219","538","169","204","180","265","0","134","173","0","0","3","0","209","38","2.98552","1","0","1","803.0"
"1120","21","21","5","4058.0","566.7957139940933","580.0084020786805","2874.0","1488","1538","478.0","564.0","838.0","1063.0","497","293","104","0.09935","297.51245482127115","1039","2332","4277","1736","812","417","190","588","1","86","159","0","0","4","0","0","0","1.49423","3","0","8","4058.0"
"1121","21","21","5","3668.0","304.078031816932","376.4953024010584","1867.0","1648","3962","726.0","799.0","1126.0","2656.0","866","393","231","0.16522","195.4321120021948","764","975","5181","2662","1567","1767","9141","3064","1","505","922","0","0","4","55","0","0","2.26365","3","0","18","3668.0"
"1122","21","21","5","1995.0","228.1040889133633","300.61204197724857","1061.0","2586","402","400.0","439.0","584.0","1164.0","2022","406","1147","0.15846","109.78573680723323","465","1377","2851","2180","990","4710","3092","5351","19","2578","2014","0","0","4","52","0","0","1.47539","3","0","94","1995.0"
"1123","21","21","5","3760.0","387.0532444069452","425.0532444069452","2021.0","1229","1163","268.0","292.0","549.0","1174.0","566","171","171","0.1223","209.1440728421244","322","735","2373","1545","495","1127","416","884","0","470","220","0","0","4","0","0","0","1.5633","1","0","45","3760.0"
"1124","21","21","5","2568.0","299.8566498525063","462.8566498525063","1398.0","2130","418","184.0","192.0","414.0","1693.0","1055","616","81","0.21306","144.69471219961451","287","998","2089","2051","1146","169","101","4157","0","39","2129","0","0","4","167","0","0","1.46548","1","0","20","2568.0"
"1125","21","21","5","1742.0","188.95430601462112","188.98968240293868","906.0","1650","269","89.0","154.0","325.0","1190.0","1291","800","35","0.26554","93.71219455030186","322","643","1125","1445","954","139","49","161","0","7","65","0","0","4","1","0","0","1.01137","1","0","9","1742.0"
"1126","21","21","5","2866.0","281.57888378872525","291.4965257479797","1380.0","2586","198","253.0","212.0","394.0","1638.0","1338","695","64","0.2417","142.84163219058485","253","1126","1905","2320","1293","28","143","347","0","42","48","0","0","4","0","0","0","1.08784","1","0","11","2866.0"
"1127","21","21","5","2797.0","317.33576190700035","336.4321603744333","1501.0","2153","366","145.0","290.0","355.0","1553.0","1072","425","278","0.22607","155.3349416009198","382","933","1818","1993","1111","173","440","1420","0","130","166","0","0","4","2013","6365","13678","1.19198","1","0","8","2797.0"
"1128","21","21","5","1100.0","128.74037476672143","184.74037476672143","670.0","1503","205","103.0","76.0","275.0","1104.0","473","304","46","0.17959","69.30569401351322","540","616","1496","1279","635","85","309","848","0","61","63","0","0","4","0","0","0","1.28897","2","0","11","1100.0"
"1129","21","21","5","2361.0","267.7457548180759","575.7251344749811","1311.0","1601","583","194.0","200.0","301.0","1456.0","712","471","84","0.25359","135.66058491038538","307","922","1698","1752","968","145","174","1122","0","40","1355","0","0","4","164","0","0","1.29149","2","0","89","2361.0"
"113","3","3","1","1826.0","232.6440581665432","243.1429411361256","1030.0","847","1789","278.0","283.0","289.0","1844.0","186","82","27","0.09837","142.6139573878122","538","828","2957","1298","468","38","198","323","2","225","136","0","0","3","0","0","0","2.21976","1","0","7","1826.0"
"1130","21","21","5","3049.0","306.09293561336693","328.09293561336693","1348.0","1286","103","55.0","107.0","228.0","904.0","552","406","15","0.26036","140.77778523917132","195","550","944","996","814","28","42","188","0","7","37","0","0","4","63","0","0","1.07092","1","0","11","3049.0"
"1131","21","21","5","4058.0","540.4778845562797","541.5346990061976","2594.0","2146","210","69.0","29.0","173.0","1910.0","6489","1518","56","0.29283","268.402428795765","247","1092","1085","2142","1376","23","149","213","10","29","63","0","0","5","0","0","0","0.97552","1","0","16","4058.0"
"1132","22","22","5","2705.0","374.652574946869","395.652574946869","1514.0","1767","35","56.0","72.0","102.0","1258.0","2461","1597","42","0.25051","156.68992998006252","224","1109","1010","1527","1056","30","75","505","2","7","15","0","0","5","1727","0","0","0.96563","1","0","18","2705.0"
"1133","22","22","5","2018.0","209.47309047045812","240.759953393555","976.0","2754","317","226.0","423.0","299.0","2074.0","1611","1115","74","0.20622","100.97274976100604","151","1358","2105","2468","1318","146","423","423","2","101","335","0","0","4","0","0","0","1.05591","1","0","29","2018.0"
"1134","22","22","5","2935.0","367.5606710777649","521.5606710777649","1900.0","1371","1125","183.0","251.0","366.0","1279.0","656","325","102.5097","0.16444","197.96383762943933","498","1012","2332","1597","855","508","449","1108","0","286","268","0","0","4","72","0","0","1.4132","2","0","15","2935.0"
"1135","22","22","5","3645.0","342.7954999185854","351.69543618372245","1934.0","1419","1531","279.0","189.0","519.0","1955.0","651","340","24","0.23645","200.6584436486893","334","692","2204","1599","1223","45","189","654","0","17","23","0","0","4","0","0","0","1.29235","1","0","2","3645.0"
