"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"846","17","457","360","70","1835","366","0","0","4","0","0","0","2","1.17196","0","17","22","3078.0","456.2261790366824","470.18090822019093","1882.0","3078.0"
"847","17","228","123","50","761","508","0","0","3","0","0","0","2","1.53727","0","17","0","3324.0","446.1956557038981","446.1956557038981","1969.0","3324.0"
"848","17","273","150","122.2527","633","1305","0","0","4","0","0","0","2","2.11929","0","17","77","4325.0","688.805478190024","827.212727656975","2975.0","4325.0"
"849","17","328","282","33","1316","114","0","0","4","2917","0","0","1","1.18232","0","17","36","1926.0","285.441387280136","302.441387280136","1145.0","1926.0"
"85","2","77","26","11","89","1846","100","154.66667","2","128","0","0","1","4.09811","0","2","24","1873.0","230.3917358990693","414.3917358990693","1253.0","1873.0"
"850","17","605","448","10","1363","0","0","0","4","0","0","0","1","1.06791","0","17","14","1851.0","315.6561390860258","315.6561390860258","1176.0","1851.0"
"851","17","618","198","11","766","0","0","0","4","141","0","0","1","1.09451","0","17","0","2247.0","353.97246959635544","353.97246959635544","1409.0","2247.0"
"852","17","568","463","44","2009","235","0","0","4","5","0","0","1","1.15947","0","17","2","2606.0","436.06930144407863","465.06930144407863","1797.0","2606.0"
"853","17","595","265","164","1444","700","0","0","4","159","0","0","1","1.31617","0","17","31","1511.0","225.25504378942162","450.2550437894216","1047.0","1511.0"
"854","17","203","141","55","722","1827","0","0","4","0","0","0","2","1.6374","0","17","19","7460.0","1192.5385771656966","1217.0446258466468","5244.0","7460.0"
"855","17","283","221","43","1088","762","0","0","4","0","0","0","2","1.31977","0","17","8","1945.0","321.0782465624523","469.0782465624523","1190.0","1945.0"
"856","17","383","230","145","1637","1045","0","0","4","0","0","0","3","1.49525","0","17","0","1870.0","283.9512549474294","337.58721029196937","1295.0","1870.0"
"857","17","246","125","115.20509","707","408","0","0","4","1374","0","0","2","1.51276","0","17","78","1077.0","208.29130888479295","238.76980943606088","869.0","1077.0"
"858","17","385","313","71.11054","1475","807","0","0","4","32","0","0","3","1.32979","0","17","0","1851.0","261.68651390712097","294.68651390712097","1040.0","1851.0"
"859","17","304","274","7","1400","66","0","0","4","0","0","0","3","1.22156","0","17","10","774.0","112.1131631332723","122.2553506332723","485.0","774.0"
"86","2","125","51.18573","16","278","3166","0","0","2","639","0","0","1","3.85624","0","2","137","1464.0","193.38708271796676","251.00713778245017","894.0","1464.0"
"860","17","2202","312","585","2136","244","0","0","4","0","0","0","3","1.27262","0","17","4","1435.0","204.28326933147792","227.2993711563514","939.0","1435.0"
"861","17","612","431","162","2241","98","0","0","4","0","0","0","3","1.26736","0","17","23","1039.0","205.38991463253558","235.05653720165847","847.0","1039.0"
"862","17","773","313","459","1316","1600","0","0","4","130","0","0","3","1.32511","0","17","66","3211.0","429.2262660658424","519.2262660658424","1853.0","3211.0"
"863","17","355","192","161","939","414","0","0","3","0","0","0","3","1.33732","0","17","11","1360.0","223.0400316766444","249.92177650770844","1031.0","1360.0"
"864","17","433","183","249.78014","1449","2269","0","0","3","0","0","0","3","1.54367","0","17","3","3532.0","469.2409400730149","477.79036736385154","1838.0","3532.0"
"865","17","313","304","7","1387","100","0","0","4","2597","0","0","3","1.17469","0","17","3","604.0","86.7335447573196","112.168990207534","365.0","604.0"
"866","17","818","522","39","1530","60","0","0","4","0","0","0","1","1.08748","0","17","10","1511.0","202.44911474808302","306.44911474808305","709.0","1511.0"
"867","17","202","193","9","910","229","0","0","4","0","0","0","3","1.22023","0","17","2","755.0","110.98191583359946","111.99054272073101","454.0","755.0"
"868","17","259","230","28","1205","247","0","0","4","0","0","0","3","1.21775","0","17","7","774.0","119.11367459432196","328.80606116186874","552.0","774.0"
"869","17","251","219","29","1187","705","0","0","4","0","0","0","3","1.39136","0","17","22","2191.0","288.40002090365857","348.40002090365857","1290.0","2191.0"
"87","2","93","43","14","187","2322","0","0","2","0","0","0","1","3.37926","0","2","164","1716.0","235.5220504660445","425.5220504660445","1230.0","1716.0"
"870","17","247","194","47","1292","438","0","0","4","0","0","0","3","3.9173","0","17","0","1209.0","174.276954027106","215.276954027106","772.0","1209.0"
"871","17","415","204","191","1210","1876","0","0","3","22","0","0","3","1.80175","0","17","103","1435.0","175.14047574865248","315.4856949773899","839.0","1435.0"
"872","17","538","422","111","2518","592","0","0","4","0","0","0","3","1.40334","0","17","13","3324.0","609.0161136609727","619.4325592843148","2873.0","3324.0"
"873","17","2003","321","1682","1447","518","0","0","4","0","0","0","3","1.24375","0","17","5","1416.0","253.6013218101671","278.57336954886057","1064.0","1416.0"
"874","18","2428.5","0","2350","0","0","0","0","5","0","0","0","3","0.93596","0","18","0","0.0","0.0","0.0","0.0","0.0"
"875","18","1609.90002","157","894.9223","947","183","0","0","3","260","0","0","3","1.6296","0","18","52","737.0","183.4170781693552","915.6092240319078","666.0","737.0"
"876","18","120","108","12","623","44","0","0","4","0","0","0","3","1.23376","0","18","59","1095.0","216.64022963525304","216.64022963525304","919.0","1095.0"
"877","18","156","107","42","696","289","0","0","4","653","0","0","3","1.37383","0","18","4","2795.0","552.6153569988884","617.6153569988884","2080.0","2795.0"
"878","18","250","133","99","1117","529","0","0","3","0","0","0","3","1.44708","0","18","69","1095.0","189.94929743071148","325.00922774430035","670.0","1095.0"
"879","18","157","94","63","1038","232","0","0","4","0","0","0","3","1.42857","0","18","5","963.0","148.71423350720048","162.44441253533347","643.0","963.0"
"88","2","85","40","11","255","2546","0","0","2","405","0","0","2","4.74983","0","2","61","1810.0","226.90593753757724","276.19027093170456","1206.0","1810.0"
"880","18","142","103","34","671","484","0","0","4","0","0","0","3","1.52567","0","18","0","869.0","166.7521036932394","180.14356436739672","639.0","869.0"
"881","18","142","128","10","858","381","0","0","4","0","0","0","2","1.34138","0","18","10","888.0","147.19515230747172","179.51822923054863","574.0","888.0"
"882","18","196","139","45","906","279","0","0","4","0","0","0","1","1.37387","0","18","10","793.0","113.0364957206145","129.75484352067437","421.0","793.0"
"883","18","1702","492","237.45763","1171","64","0","0","4","0","0","0","1","1.00708","0","18","0","1586.0","222.35494019932364","234.89476596161361","853.0","1586.0"
"884","18","1149","455","239","1394","56","0","0","4","0","0","0","1","1.01832","0","18","16","1398.0","185.94439348297595","221.94439348297595","803.0","1398.0"
"885","18","2115","1088","190","2129","678","0","0","4","1906","982","4788","1","1.02251","0","18","0","3286.0","413.0289308765997","413.0993597705049","1897.0","3286.0"
"886","18","376","360","14","1476","347","0","0","4","0","0","0","1","1.20494","0","18","19","1020.0","129.17939284067526","160.74177409463346","560.0","1020.0"
"887","18","437","226","108","1130","246","0","0","4","2557","0","0","1","1.13365","0","18","136","3078.0","446.7752489741955","512.3677963168956","1701.0","3078.0"
"888","18","198","189","9","1002","766","0","0","4","0","0","0","3","1.42057","0","18","39","2059.0","311.1623613510304","351.1623613510304","935.0","2059.0"
"889","18","130","120","10","817","433","0","0","4","0","0","0","2","1.39611","0","18","0","1077.0","170.60293620128587","186.60293620128587","714.0","1077.0"
"89","2","150","89","5","884","2902","0","0","2","0","0","0","1","2.71912","0","2","86","1606.0","232.1826966294837","300.0057515345058","1065.0","1606.0"
"890","18","211","155","41","1281","540","0","0","4","0","0","0","3","1.49096","0","18","2","982.0","169.6703339025193","189.3910816908685","658.0","982.0"
"891","18","186","145","40","939","580","0","0","4","0","0","0","3","1.38118","0","18","8","699.0","115.89683418584814","130.7128441698025","383.0","699.0"
"892","18","313","114","167","850","392","0","0","4","0","0","0","3","1.37824","0","18","6","850.0","161.40573492071647","269.65671839829315","623.0","850.0"
"893","18","210","79.47336","122","773","406","0","0","4","0","0","0","3","1.50467","0","18","17","793.0","165.75469335034458","359.7074883814005","493.0","793.0"
"894","18","201","79","117","634","521","0","0","3","0","0","0","3","1.4999","0","18","121","1473.0","278.75349480532105","502.7121138642002","1001.0","1473.0"
"895","18","296","119.52935","158.40189","900","1294","0","0","4","322","0","0","3","1.38763","0","18","7","1605.0","251.33344018014193","457.1370546379733","862.0","1605.0"
"896","18","595","64","408","425","384","0","0","4","0","0","0","3","1.30678","0","18","4","510.0","95.52884705761461","1161.5288470576147","341.0","510.0"
"897","18","128","70","57","673","560","0","0","3","0","0","0","3","1.5867","0","18","51","1133.0","195.9610899502265","266.9257747960021","684.0","1133.0"
"898","18","125","101","21","568","852","0","0","3","2","0","0","2","1.67962","0","18","0","1454.0","225.78492818781464","347.172863117774","798.0","1454.0"
"899","18","281","225","49","1636","897","0","0","4","793","0","0","3","1.55343","0","18","15","1095.0","156.1719518730943","216.96537191900094","537.0","1095.0"
"9","1","112","9.27507","47","59","5741","99.1196","163.80818","0","0","1863","19","2","4.82516","0","1","545","7808.0","798.6349513548646","1171.5535030161454","3774.0","7808.0"
"90","3","86","42","9","304","1934","0","0","1","0","0","0","1","30.64551","0","3","102","1795.0","226.53487233820235","392.5348723382024","1157.0","1795.0"
"900","18","269","171","77","1331","561","0","0","3","0","0","0","2","1.6302","0","18","75","1152.0","192.2354360031299","362.6283863947748","792.0","1152.0"
"901","18","222","174","27","1236","711","0","0","3","26","0","0","1","1.36087","0","18","3","1794.0","247.11128399892203","247.11128399892203","961.0","1794.0"
"902","18","296","143","153","696","116","0","0","4","0","1059","86","1","1.07522","0","18","683","1077.0","169.54557329776122","472.77310833485933","811.0","1077.0"
"903","18","228","212","16","1576","275","0","0","4","0","0","0","1","1.26855","0","18","5","642.0","86.67604085771953","95.67604085771953","380.0","642.0"
"904","18","260","221","31","1434","861","0","0","4","773","0","0","1","1.44052","0","18","49","1020.0","175.73817888848745","228.74020918678514","775.0","1020.0"
"905","18","255","223","30","1590","895","0","0","3","0","0","0","1","1.4982","0","18","0","1700.0","280.00276001951147","290.5966345215035","1078.0","1700.0"
"906","18","212","171","19","1194","988","0","0","3","0","0","0","2","1.53438","0","18","27","1568.0","242.75753472127514","331.75753472127514","1044.0","1568.0"
"907","18","302","200","50","1066","106","0","0","4","0","0","0","1","1.15148","0","18","35","1001.0","125.84457296974183","149.7591913397289","548.0","1001.0"
"908","18","217","186","27","1018","555","0","0","4","0","0","0","1","1.31291","0","18","8","3418.0","519.3958305582173","536.3958305582173","2165.0","3418.0"
"909","18","235","207","26","1241","199","0","0","4","0","0","0","1","1.22901","0","18","0","907.0","130.9649203226244","169.53837630159944","505.0","907.0"
"91","3","320","91","100","1270","1132","0","0","1","0","3107","0","1","1.40693","0","3","301","1984.0","235.672658329794","722.672658329794","1217.0","1984.0"
"910","18","417","357","60","1700","632","0","0","4","10","0","0","1","1.2368","0","18","10","2814.0","402.5786232226373","639.5786232226374","1928.0","2814.0"
"911","18","463","358","90","1015","45","0","0","4","0","337","616","1","2.23273","0","18","348","1605.0","192.98189365114453","389.5157985615109","988.0","1605.0"
"912","18","1215","638","27","1756","52","0","0","4","0","0","0","1","1.06613","0","18","0","1133.0","157.53396311327933","158.1017989835639","567.0","1133.0"
"913","18","764","697","50","2226","187","0","0","4","0","0","0","1","1.16091","0","18","6","1700.0","213.63447885252825","242.4900611818455","902.0","1700.0"
"914","18","1007","717","11","1758","590","0","0","4","0","0","0","1","1.03563","0","18","0","2493.0","310.07967165291996","310.07967165291996","1402.0","2493.0"
"915","18","455","331","28","1123","383","0","0","4","365","0","0","1","1.12657","0","18","5","831.0","101.27530922674805","112.31634594381069","446.0","831.0"
"916","18","668","237","59","1166","317","0","0","4","121","0","0","1","1.36962","0","18","157","1265.0","155.61988234735747","260.7320846552386","655.0","1265.0"
"917","18","334","284","15","1762","491","0","0","4","0","0","0","1","1.34886","0","18","0","944.0","119.83317491192741","126.36817061270128","528.0","944.0"
"918","18","729","649","32","2193","24","0","0","4","870","0","0","1","1.15415","0","18","3","642.0","102.18347723848846","111.18347723848846","383.0","642.0"
"919","18","262","258","1","664","40","0","0","5","0","0","0","1","1.03379","0","18","0","1265.0","181.056255185683","181.42370211001617","698.0","1265.0"
"92","3","283","83","75","848","219","0","0","3","19","0","0","1","1.51134","0","3","10","1873.0","278.0163365616592","1031.0163365616593","923.0","1873.0"
"920","18","304","207","8","762","46","0","0","4","363","0","0","1","1.14101","0","18","1","2285.0","315.20168378770364","315.24218378770365","1355.0","2285.0"
"921","18","153","117","15","637","635","0","0","4","0","0","0","1","1.45808","0","18","2","2153.0","261.82094466217774","261.82094466217774","914.0","2153.0"
"922","18","259","207.23436","17","1211","764","0","0","4","0","0","0","1","1.34627","0","18","0","1039.0","128.09407571641233","128.09407571641233","630.0","1039.0"
"923","18","288","237","22","1315","1525","0","0","3","0","0","0","1","1.49924","0","18","42","1246.0","175.43154658556617","201.06202844804585","757.0","1246.0"
"924","18","183","137","41","967","1143","0","0","3","335","307","396","1","1.66129","0","18","75","1586.0","258.9122968478067","316.9122968478067","1061.0","1586.0"
"925","18","173","82","82","834","1082","0","0","3","142","0","0","3","2.2407","0","18","46","1454.0","261.4770313775812","320.4770313775812","958.0","1454.0"
"926","18","465","116.20141","347","584","1012","0","0","4","263","0","0","3","1.57816","0","18","44","812.0","121.95210600714697","954.952106007147","492.0","812.0"
"927","18","97","51","41","351","1016","0","0","2","0","0","0","2","2.38366","0","18","46","4098.0","774.8629245055243","959.8629245055243","2830.0","4098.0"
