"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"383","8","330","234","59","689","37","0","0","4","1757","0","0","3","1.54558","0","8","0","774.0","149.48556946944325","299.48556946944325","572.0","774.0"
"384","8","637","618","17","1485","0","0","0","4","0","0","0","2","1.06165","0","8","2","808.0","148.0399106610241","153.78118117006912","473.0","808.0"
"385","8","631","503","5","1017","0","0","0","5","0","0","0","1","1.02199","0","8","0","1043.0","187.21690667923738","187.21690667923738","590.0","1043.0"
"386","8","476","360","15","1024","18","0","0","4","9","0","0","1","1.04594","0","8","0","2036.0","334.26383676984284","334.26383676984284","953.0","2036.0"
"387","8","461","442","10","1263","50","0","0","4","0","0","0","3","1.11019","0","8","11","858.0","156.32943374546738","173.03571646798048","557.0","858.0"
"388","8","879","762","100","2055","12","0","0","4","1953","0","0","3","1.10597","0","8","10","1094.0","187.47951083381616","262.12591184184896","586.0","1094.0"
"389","8","566","420","95","1651","352","0","0","4","0","0","0","3","1.2132","0","8","23","2810.0","423.5138535205797","509.6222490429677","1353.0","2810.0"
"39","1","67","31","6","112","2268","109","450","2","0","502","87","1","4.38114","0","1","0","1606.0","180.2345590447884","180.63994460170395","845.0","1606.0"
"390","8","267","155","86","745","730","0","0","3","0","0","0","3","1.24269","0","8","1","1481.0","169.76485158444808","169.76485158444808","828.0","1481.0"
"391","9","374","280.0947","37","1394","1978","0","0","4","0","0","0","3","1.38031","0","9","4","2978.0","441.0723748603892","550.5817245673386","1645.0","2978.0"
"392","9","99","79","17","112","1958","0","0","4","0","0","0","3","1.92071","0","9","0","3517.0","521.8564243551416","528.11337479548","2495.0","3517.0"
"393","9","241","185.09615","54","727","1060","0","0","4","0","0","0","3","1.41339","0","9","22","2709.0","327.5941063323122","334.5941063323122","1571.0","2709.0"
"394","9","334","205.16771","86","1278","150","0","0","3","0","0","0","3","1.51171","0","9","107","724.0","114.00717863573226","292.00717863573226","479.0","724.0"
"395","9","392.29999","217","198.84868","742","1637","0","0","3","0","0","0","3","1.42548","0","9","0","2339.0","288.54676586908687","288.54676586908687","1357.0","2339.0"
"396","9","377.5","2","244.09274","2","1","0","0","2","0","0","0","3","1.45785","0","9","0","67.0","9.45107398568019","9.45107398568019","39.0","67.0"
"397","9","307.39999","56","239","688","35","0","0","3","0","0","0","3","1.37026","0","9","0","2658.0","427.52874978164033","427.52874978164033","2049.0","2658.0"
"398","9","215.7","95","102","498","773","0","0","4","0","0","0","3","1.41299","0","9","0","2558.0","405.22667550118274","405.22667550118274","1694.0","2558.0"
"399","9","318.29999","0","287","0","1","0","0","3","0","0","0","3","1.57921","0","9","0","118.0","15.64093728463129","15.64093728463129","62.0","118.0"
"4","1","19.3","1","18","1","75","191","314","0","0","0","0","2","5.54465","0","1","8","1023.0","115.141696122191","303.141696122191","570.0","1023.0"
"40","1","128","43","28","291","2752","272.22434","886.6022","2","1890","0","0","1","4.69638","0","1","4","1905.0","218.07510117346095","229.49077708715535","1046.0","1905.0"
"400","9","247.39999","251.39874","6","688","1360","0","0","4","76","0","0","3","1.25515","0","9","0","1582.0","219.2272715380632","219.2272715380632","986.0","1582.0"
"401","9","6909","236","805","355","12","0","0","3","17","0","38","3","1.48331","0","9","0","757.0","103.74983183766855","203.74983183766855","446.0","757.0"
"402","9","1592","32","1346","130","84","0","0","4","0","0","0","3","0.91296","0","9","0","606.0","132.35185382179495","132.35185382179495","374.0","606.0"
"403","9","1090.59998","0","1050","6","2","0","0","3","0","260","163","3","1.35471","0","9","0","0.0","2.184216926070039","20.18421692607004","8.0","0.0"
"404","9","9805.7002","241","162","575","136","0","0","3","0","0","0","3","2.68524","0","9","9","488.0","88.50261176513244","106.50261176513244","343.0","488.0"
"405","9","3422.80005","11","459.27246","10","2","0","0","4","0","0","0","3","1.25846","0","9","0","17.0","5.7363272805879815","23.736327280587982","22.0","17.0"
"406","9","777.29999","7.64054","472","20","59","0","0","3","0","0","0","3","2.06069","0","9","0","2894.0","356.19524254784966","445.19524254784966","1923.0","2894.0"
"407","9","1014.20001","0","892","8","102","0","0","2","0","0","0","3","1.67967","0","9","1","151.0","21.59794679050119","110.5979467905012","128.0","151.0"
"408","9","591.79999","3","515.88464","1","9","0","0","2","0","0","0","3","1.74071","0","9","0","151.0","21.47647908465264","110.47647908465265","127.0","151.0"
"409","9","568.59998","0","472","0","0","0","0","1","0","0","0","3","2.57752","0","9","0","0.0","0.0","0.0","0.0","0.0"
"41","1","183","20","90","144","2158","122.91616","615.70849","1","0","0","0","2","4.07675","0","1","12","2566.0","297.9234956429853","342.44410518582816","1180.0","2566.0"
"410","9","560.40002","177.7373","315","665","4012","0","0","3","0","0","0","3","2.00551","0","9","22","8749.0","1067.2076657964346","1156.2076657964346","5962.0","8749.0"
"411","9","273.5","0","60","0","0","0","0","3","0","0","0","3","1.1464","0","9","0","0.0","0.0","0.0","0.0","0.0"
"412","9","1016.59998","346.9769","694","1733","4668","0","0","3","0","607","43","3","2.04997","0","9","0","5754.0","746.1819476768796","746.1819476768796","4080.0","5754.0"
"413","9","339","91","237","1504","2681","0","0","4","0","0","0","3","1.72614","0","9","12","5098.0","712.369657226016","719.2851827999185","3437.0","5098.0"
"414","9","724","165","501","658","328","0","0","3","68","0","0","3","1.69989","0","9","285","824.0","194.5196762346594","433.5196762346594","718.0","824.0"
"415","9","1169.40002","115","929.81415","575","115","0","0","4","0","1720","7664","3","2.15318","0","9","3","1178.0","212.2322926556478","240.92025221447133","959.0","1178.0"
"416","9","832.90002","283","242.25078","1435","1610","0","0","1","0","0","0","3","1.44609","0","9","9","2154.0","339.8734585832706","348.35090661569313","1545.0","2154.0"
"417","9","236.89999","0","183","0","0","0","0","2","0","0","0","3","2.02645","0","9","0","0.0","0.0","0.0","0.0","0.0"
"418","9","268.79999","124","111","807","0","0","0","3","0","0","0","3","1.78981","0","9","3","522.0","83.08881815356526","105.08881815356526","340.0","522.0"
"419","9","199.89999","145","47","752","270","0","0","3","0","0","0","3","1.3008","0","9","9","2053.0","341.3034470354443","363.08043304758473","1458.0","2053.0"
"42","1","628","116.32432","484","177","559","0","0","3","22","0","0","2","1.01785","0","1","595","1543.0","312.6275856548806","963.6275856548806","1624.0","1543.0"
"420","9","197","153","25","779","9","0","0","4","0","0","0","3","1.39953","0","9","26","909.0","175.41738316073582","184.41738316073582","725.0","909.0"
"421","9","354","285.81042","52","2206","777","0","0","4","0","0","0","3","1.34397","0","9","0","1733.0","245.88029089297913","245.88029089297913","1086.0","1733.0"
"422","9","341","152.04036","134","1458","1154","0","0","4","0","0","0","3","1.51624","0","9","0","4779.0","619.7936029242595","637.2497939001252","3093.0","4779.0"
"423","9","231","160","68","871","942","0","0","4","0","0","0","3","1.34906","0","9","0","1363.0","222.52444591213109","222.52444591213109","918.0","1363.0"
"424","9","378","263","106","1486","1134","0","0","4","0","0","0","3","1.42547","0","9","36","1935.0","313.5186317165753","319.57458839527567","1517.0","1935.0"
"425","9","166","122","44","630","877","0","0","4","0","0","0","3","1.38742","0","9","12","2120.0","324.23058167950313","324.23058167950313","1679.0","2120.0"
"426","9","324.29999","81.27168","155","1106","1106","0","0","3","0","0","0","3","1.60099","0","9","87","1750.0","238.36495219750577","319.4195957774473","1249.0","1750.0"
"427","9","726.40002","71.10944","756","119","78","0","0","2","685","0","0","3","1.74232","0","9","7","4543.0","584.8210339508364","587.6045391054756","3243.0","4543.0"
"428","9","426.20001","53","347","0","575","0","0","3","0","0","0","3","2.05589","0","9","32","11055.0","1420.5035618587024","1420.5035618587024","7879.0","11055.0"
"429","9","388","0","396.59689","0","0","0","0","3","0","0","0","3","2.38042","0","9","0","0.0","0.0","0.0","0.0","0.0"
"43","2","199","57","5","437","3060","0","0","2","0","0","0","3","3.67666","0","2","14","1700.0","198.2620832740624","205.85959880201273","1023.0","1700.0"
"430","9","552.40002","16","517","1","3","0","0","2","10","0","0","3","1.80813","0","9","0","7269.0","1006.2047536895467","1017.2047536895467","5014.0","7269.0"
"431","9","312.79999","16","287","3","2","0","0","3","0","0","0","3","1.39048","0","9","0","135.0","20.045108408249604","31.045108408249604","100.0","135.0"
"432","9","826.20001","99","708","38","101","0","0","1","0","0","0","3","1.52595","0","9","20","1195.0","166.59864679582714","177.59864679582714","830.0","1195.0"
"433","9","229.5","197","19","603","1651","0","0","4","0","0","0","3","1.8759","0","9","9","2776.0","396.7939032131935","434.5315079617969","1768.0","2776.0"
"434","9","1206.09998","6","992","17","14","0","0","4","0","0","0","3","1.08972","0","9","0","236.0","25.055358079366002","109.055358079366","172.0","236.0"
"435","9","517.40002","137.83942","331","551","1327","0","0","3","0","0","0","3","2.45408","0","9","9","2608.0","279.0933772566141","363.0933772566141","1401.0","2608.0"
"436","9","337","275","60","1142","473","0","0","4","213","0","0","3","1.26506","0","9","23","993.0","160.04792974469154","167.14279791794954","589.0","993.0"
"437","9","265","194","53","749","1434","0","0","4","0","0","0","3","1.44217","0","9","0","2339.0","335.4681844231513","335.4681844231513","1625.0","2339.0"
"438","9","352","244.9534","91","1103","393","0","0","4","0","0","0","3","1.22785","0","9","6","1245.0","216.58994239930198","227.61229112373798","910.0","1245.0"
"439","9","267","154","44","694","426","0","0","4","0","0","0","3","1.44546","0","9","14","1144.0","172.58266470262183","172.58266470262183","791.0","1144.0"
"44","2","136","56","14","412","3539","75","102","2","5","0","0","2","4.09835","0","2","45","1637.0","182.24850659594057","213.18178880452953","1021.0","1637.0"
"440","9","337","252","80","773","1914","0","0","3","3","0","0","3","1.35894","0","9","6","5233.0","685.0638403919772","693.0638403919772","3120.0","5233.0"
"441","9","292","230","51","849","1866","0","0","3","1971","0","0","3","1.53712","0","9","0","4190.0","548.9382240616151","561.9382240616151","2676.0","4190.0"
"442","9","246","184","57","1063","40","0","0","4","0","0","0","3","1.20611","0","9","1","724.0","143.651032498403","157.0790767788458","641.0","724.0"
"443","9","230","176","53","836","848","0","0","4","1977","0","0","3","1.33862","0","9","6","3045.0","426.5354936121121","426.5354936121121","2116.0","3045.0"
"444","9","378","261.42572","107","1353","794","0","0","4","362","0","0","3","1.30138","0","9","12","1228.0","183.15071727916686","253.86507298715316","779.0","1228.0"
"445","9","349","277","60","1530","1911","0","0","4","0","0","0","3","1.49596","0","9","0","3029.0","506.3289028647158","518.9986366800297","2143.0","3029.0"
"446","9","372","308.20541","64","1342","1965","0","0","4","0","0","0","3","1.3635","0","9","0","2356.0","340.1158948686003","340.1158948686003","1582.0","2356.0"
"447","9","286","206","39","1125","833","0","0","4","0","0","0","3","1.30259","0","9","0","2726.0","343.414305504082","475.414305504082","1505.0","2726.0"
"448","9","304","179.64613","98","664","2854","0","0","4","0","0","0","3","1.77763","0","9","10","5485.0","704.9659929278012","722.9659929278012","3437.0","5485.0"
"449","9","360","280","76","1118","1899","0","0","4","0","0","0","3","1.51367","0","9","5","3920.0","540.0775255498162","613.0775255498162","2343.0","3920.0"
"45","2","93","40.19286","15","211","2532","0","106.0362","1","0","0","0","1","5.10133","0","2","0","1401.0","193.5187646775849","199.7482656668133","947.0","1401.0"
"450","9","333","163.53107","169","812","1348","0","0","3","0","0","0","3","1.61108","0","9","4","1817.0","254.4346774564701","265.4346774564701","1309.0","1817.0"
"451","9","464","415.34967","30","1669","687","0","0","4","0","0","0","3","1.27658","0","9","7","1969.0","290.92318123136016","305.92318123136016","1161.0","1969.0"
"452","9","321","240","81","1001","75","0","0","4","1967","0","0","3","1.21776","0","9","12","1296.0","254.59869677300776","388.59869677300776","892.0","1296.0"
"453","9","615","542","43","2130","504","0","0","4","0","0","0","3","1.19859","0","9","13","976.0","186.61095560309437","268.21160320158333","652.0","976.0"
"454","9","478","412","44","1411","162","0","0","4","0","0","0","3","1.14111","0","9","0","1161.0","192.00282483587864","464.00282483587864","684.0","1161.0"
"455","9","304","274","26","930","5","0","0","4","2367","0","0","3","1.13615","0","9","5","808.0","138.24824743109224","140.24824743109224","461.0","808.0"
"456","9","320","262","47","1139","2045","0","0","4","0","0","0","3","1.53661","0","9","34","4543.0","851.4223102096657","855.1134494501721","2976.0","4543.0"
"457","9","382","314","53","1606","295","0","0","4","0","0","0","3","1.23562","0","9","2","1094.0","208.5088160380181","208.5088160380181","695.0","1094.0"
"458","9","248","218","19","1152","380","0","0","4","0","0","0","3","1.25374","0","9","0","2591.0","437.56445292105917","437.56445292105917","1517.0","2591.0"
"459","9","640","510","125","2180","680","0","0","4","17","0","0","3","1.20588","0","9","14","1868.0","304.9312381388674","316.04436748179074","1302.0","1868.0"
"46","2","102","42","8","135","4226","75","102","1","0","0","0","1","4.48436","0","2","93","2708.0","281.158417764245","336.0996931671882","1420.0","2708.0"
"460","10","667","150.31958","437","595","713","0","0","3","0","0","0","3","1.19382","0","10","2","2356.0","331.057161468265","358.057161468265","1389.0","2356.0"
"461","10","370","311","47","1465","323","0","0","4","0","0","0","3","1.26784","0","10","31","841.0","156.58456108298952","173.58456108298952","596.0","841.0"
"462","10","378","259","109","1359","316","0","0","4","42","0","0","3","1.36232","0","10","41","875.0","158.63320987133147","187.63320987133147","580.0","875.0"
"463","10","280","227","48","903","802","0","0","4","0","0","0","3","1.27802","0","10","0","1683.0","247.76621057160673","247.76621057160673","990.0","1683.0"
"464","10","325","299","8","1247","606","0","0","4","0","0","0","3","1.2256","0","10","22","1784.0","262.90963331299315","282.90963331299315","1146.0","1784.0"
"465","10","535","407","105","1654","1574","0","0","4","0","0","0","3","1.33845","0","10","8","2103.0","284.36967013175","357.626786752503","1358.0","2103.0"
"466","10","415","289","115","1412","202","0","0","4","0","0","0","3","1.8273","0","10","10","606.0","87.21780863299206","96.44102070921082","351.0","606.0"
"467","10","328","189.65906","96","1017","1495","0","0","3","0","0","0","3","2.09609","0","10","23","2642.0","353.71121515818106","471.71121515818106","1664.0","2642.0"
"468","10","352","258","83","922","1450","0","0","3","2","0","0","3","1.44707","0","10","47","1447.0","201.50878180572695","357.96365985450745","699.0","1447.0"
"469","10","211","178","33","827","1855","0","0","3","0","0","0","3","1.72005","0","10","0","3399.0","619.0359647423251","683.9825276134162","2198.0","3399.0"
"47","2","56","24","11","176","1711","0","123","2","0","0","0","1","5.56798","0","2","26","1858.0","182.65909436285483","200.65909436285483","962.0","1858.0"
"470","10","506","468","32","1680","781","0","0","4","0","0","0","3","1.23825","0","10","0","1548.0","225.64120391315075","243.64120391315075","1044.0","1548.0"
"471","10","367","252","62","1020","1462","0","0","4","767","0","0","3","1.48452","0","10","12","3079.0","425.9558533039577","524.9558533039577","1906.0","3079.0"
"472","10","272","188","82","666","1621","0","0","4","283","0","0","3","1.49291","0","10","0","6327.0","875.7692915388038","875.7692915388038","3584.0","6327.0"
"473","10","272","204","57","596","2081","0","0","4","0","0","0","3","1.45985","0","10","11","2238.0","365.6847209627662","381.3925131705584","1380.0","2238.0"
"474","10","251","217","34","908","706","0","0","4","0","0","0","3","1.25722","0","10","11","1582.0","257.7681783948037","271.7681783948037","1102.0","1582.0"
"475","10","388","246","122","1022","750","0","0","4","0","0","0","3","1.41015","0","10","0","875.0","135.11899375067188","135.11899375067188","595.0","875.0"
"476","10","616","449","146","1735","816","0","0","4","1474","0","0","3","1.26572","0","10","4","1111.0","186.98820940579506","414.98820940579503","689.0","1111.0"
"477","10","463","362","75","1739","463","0","0","3","1727","0","0","3","1.23239","0","10","11","1111.0","189.20867933414098","189.20867933414098","767.0","1111.0"
"478","10","266","168","28","396","2164","0","0","3","0","0","0","3","1.98209","0","10","0","7420.0","1155.7131631946822","1165.7131631946822","4116.0","7420.0"
"479","10","542","438","101","2078","1016","0","0","4","2233","0","0","3","1.30027","0","10","35","2086.0","355.4181639974415","390.797341520949","1319.0","2086.0"
"48","2","88","40","4","462","1729","0","123","2","150","0","0","1","3.27094","0","2","0","1590.0","189.82109021061393","204.89539361618668","882.0","1590.0"
"480","10","319","246","62","1125","0","0","0","4","1766","0","0","3","1.15847","0","10","0","724.0","126.52934023267119","126.52934023267119","483.0","724.0"
"481","10","372","306","56","1593","58","0","0","4","0","0","0","3","1.20811","0","10","0","993.0","178.25739340062847","178.25739340062847","597.0","993.0"
"482","10","342","322","5","1446","31","0","0","4","0","0","0","3","1.16173","0","10","6","623.0","117.59313138620679","117.59313138620679","454.0","623.0"
"483","10","354","169","115","1102","1102","0","0","4","0","0","0","3","1.5579","0","10","0","2120.0","382.19057070156094","382.19057070156094","1198.0","2120.0"
"484","10","550","397","143","1656","1363","0","0","3","0","0","0","3","1.41756","0","10","14","2154.0","291.3080586076267","291.3080586076267","963.0","2154.0"
"485","10","650","308","282","1650","740","0","0","3","9","0","0","3","1.74049","0","10","8","1548.0","254.41260474847138","270.4126047484714","927.0","1548.0"
"486","10","462","307","107","761","1235","0","0","3","0","0","0","3","1.35177","0","10","0","3382.0","529.6250137241814","529.6250137241814","1930.0","3382.0"
"487","10","524","294","73","983","1529","0","0","3","0","0","0","2","1.29343","0","10","10","1565.0","240.10303980696378","256.9620337094028","1002.0","1565.0"
"488","10","1642","705","20","2189","656","0","0","4","0","0","0","1","1.14","0","10","16","2053.0","339.9029216246718","436.2614692797399","1141.0","2053.0"
"489","10","1944","785","55","2097","0","0","0","4","0","0","0","1","1.04466","0","10","0","1716.0","308.34855281376065","308.34855281376065","1054.0","1716.0"
"49","2","135","76","6","647","1987","0","123","2","275","0","0","1","2.43057","0","2","24","1559.0","155.4190829107399","173.4190829107399","681.0","1559.0"
"490","10","651","392","210","1385","85","0","0","4","2472","7085","16761","2","1.26926","0","10","0","1144.0","183.83579220748905","184.0298220582353","698.0","1144.0"
"491","10","244","211","13","874","214","0","0","4","0","0","0","2","1.22451","0","10","0","1548.0","268.97266253514783","268.97266253514783","935.0","1548.0"
"492","10","419","372","5","1695","194","0","0","4","0","0","0","2","1.21843","0","10","0","1498.0","273.9809283224778","273.9809283224778","1011.0","1498.0"
"493","10","808","635","77","1946","14","0","0","4","0","0","0","3","1.08947","0","10","6","791.0","144.07718907605755","159.05357942233246","426.0","791.0"
"494","10","905","817","88","2063","24","0","0","4","1305","0","0","2","1.06787","0","10","1","841.0","139.4034881290797","139.4034881290797","436.0","841.0"
"495","10","3410","1358","26","1961","131","0","0","5","0","0","0","1","0.98583","0","10","0","1868.0","323.33436316689375","323.77167046391327","1183.0","1868.0"
"496","10","2947","1297","33.40356","920","138","0","0","5","0","0","0","1","0.97981","0","10","0","572.0","94.1811096635248","211.1811096635248","364.0","572.0"
"497","10","2097","1844","226","2213","359","0","0","4","0","2884","7235","1","0.97487","0","10","10","1464.0","229.06080747860844","229.06080747860844","712.0","1464.0"
"498","10","570","413","83","1444","91","0","0","4","0","0","0","3","1.16579","0","10","24","875.0","132.07517221094395","158.07517221094395","511.0","875.0"
"499","10","606","504","91","2318","334","0","0","4","0","0","0","3","1.2595","0","10","14","740.0","126.96504680720348","139.96504680720346","465.0","740.0"
"5","1","52.7","1","15","13","712","191.0087","314.01431","0","0","66","0","1","5.68261","0","1","78","2188.0","241.66435647110825","429.66435647110825","1200.0","2188.0"
"50","2","121","59","12","374","2195","0","0","2","0","0","0","1","3.39752","0","2","2","1086.0","145.29343730823058","166.1991017493247","665.0","1086.0"
"500","10","394","310","43","1289","65","0","0","4","1541","0","0","3","1.10943","0","10","0","1161.0","230.0545856744488","241.0545856744488","895.0","1161.0"
"501","10","323","301","9","1370","68","0","0","4","0","0","0","3","1.16681","0","10","0","589.0","100.31253069187265","135.31253069187267","393.0","589.0"
"502","10","302","258","44","938","771","0","0","4","0","0","0","3","1.2685","0","10","0","1211.0","198.6068086129631","208.6068086129631","700.0","1211.0"
"503","10","415","306.23862","71","945","1737","0","0","3","0","0","0","3","1.60577","0","10","0","4358.0","693.9839328100151","863.9839328100151","2708.0","4358.0"
"504","10","723","222","337","996","1057","0","0","2","72","0","0","3","1.80434","0","10","4","3382.0","499.15246133193614","507.959619226673","2348.0","3382.0"
"505","10","425","394","15","1289","801","0","0","4","0","0","0","3","1.20007","0","10","14","1918.0","325.4113665446702","349.4113665446702","1172.0","1918.0"
"506","10","332","238","48","1031","414","0","0","4","0","0","0","3","1.48493","0","10","13","1312.0","199.50233013030055","223.50233013030055","731.0","1312.0"
"507","10","817","625","62","1736","185","0","0","4","0","0","0","1","1.05539","0","10","0","1397.0","207.59291822371878","207.59291822371878","704.0","1397.0"
"508","10","448","270","87","784","401","0","0","4","0","0","0","2","1.40038","0","10","0","1716.0","276.3452131692384","276.3452131692384","1059.0","1716.0"
"509","10","434","210","61","721","682","0","0","4","0","0","0","1","1.47762","0","10","1","3416.0","445.3340513881699","466.1315239521872","1796.0","3416.0"
"51","2","107","46","15","395","1909","0","0","2","0","0","0","3","2.25211","0","2","8","1779.0","217.17928463900452","217.17928463900452","1011.0","1779.0"
"510","10","776","746","16","1018","4","0","0","4","0","0","0","1","0.96972","0","10","0","875.0","145.9673191836153","145.9673191836153","436.0","875.0"
"511","10","2966","1275","193","2272","1037","0","0","5","2039","0","0","1","1.21035","0","10","85","1346.0","206.99491101933438","215.3662943502686","668.0","1346.0"
"512","10","33268","1665","23","1686","64","0","0","5","0","0","0","1","0.95836","0","10","20","656.0","105.86048839104325","127.86048839104325","414.0","656.0"
"513","10","3381","689","13","1017","46","0","0","4","0","0","0","1","0.98319","0","10","88","1026.0","186.62059802037805","280.62059802037805","565.0","1026.0"
"514","10","2314","1313","46","2556","183","0","0","4","0","0","0","1","1.03476","0","10","0","1195.0","197.75669514598843","492.75669514598843","594.0","1195.0"
"515","10","562","443","93","1962","500","0","0","4","1654","0","0","3","1.18796","0","10","32","1262.0","228.76006444343628","258.76006444343625","931.0","1262.0"
"516","10","380","351","28","1287","55","0","0","4","0","0","0","2","1.09905","0","10","0","690.0","117.41471758284285","117.41471758284285","444.0","690.0"
"517","10","503","399","52","1673","268","0","0","4","0","0","0","3","1.34413","0","10","17","925.0","162.0255625208781","277.0255625208781","623.0","925.0"
"518","10","725","513","128.33472","1882","463","0","0","4","0","0","0","2","1.29312","0","10","8","1279.0","221.10604794530406","304.69872035909714","813.0","1279.0"
"519","10","756","440","134","2377","898","0","0","4","2","0","0","3","1.43606","0","10","31","1481.0","220.91094913050648","325.46546341622076","924.0","1481.0"
"52","2","1491","57","280","399","953","0","0","3","353","0","0","1","1.71975","0","2","7","1590.0","283.77007367678095","283.77007367678095","1138.0","1590.0"
"520","10","419","371","40","1354","62","0","0","4","0","0","0","3","1.19499","0","10","0","707.0","124.54200476343101","165.542004763431","453.0","707.0"
"521","10","428","287","116","1286","769","0","0","4","17","0","0","3","1.35411","0","10","17","1733.0","270.53525046304827","297.53525046304827","1092.0","1733.0"
"522","11","462","366","96","1563","726","0","0","4","1","0","0","3","1.21531","0","11","32","858.0","140.3971208220005","202.3971208220005","632.0","858.0"
"523","11","644","561.51947","69","2457","323","0","0","4","81","0","0","3","1.21833","0","11","38","909.0","158.69171173175815","208.69171173175815","612.0","909.0"
"524","11","458","414","33","1963","6","0","0","4","0","0","0","3","1.12617","0","11","10","488.0","82.08361201887428","98.08361201887428","322.0","488.0"
"525","11","429","403","26","1600","32","0","0","4","749","0","0","3","1.10695","0","11","24","639.0","96.84790235381597","204.84790235381598","320.0","639.0"
"526","11","618","503","93","2317","234","0","0","4","1697","0","0","3","1.20546","0","11","19","707.0","121.39526310237915","142.39526310237915","475.0","707.0"
"527","11","688","563","82","2581","398","0","0","4","0","0","0","3","1.23386","0","11","14","976.0","150.95055401008037","241.8064955595703","588.0","976.0"
"528","11","467","420","24","1468","1279","0","0","4","0","0","0","3","1.26787","0","11","12","1868.0","290.6548729984888","304.0881589609079","1337.0","1868.0"
"529","11","361","323","38","953","281","0","0","4","0","0","0","3","1.17018","0","11","7","1010.0","121.39558505754144","140.02716400490985","358.0","1010.0"
"53","2","1097","5","13","4","82","0","0","3","0","0","0","2","7.99437","0","2","108","110.0","9.333911922237652","223.33391192223766","62.0","110.0"
"530","11","630","417.92627","123","1255","2103","0","0","3","0","0","0","3","1.71237","0","11","24","2961.0","366.81097689346893","367.55373811881515","1711.0","2961.0"
"531","11","273","241","32","795","666","0","0","3","0","0","0","2","2.98894","0","11","0","1329.0","154.45633549216473","319.4563354921647","672.0","1329.0"
"532","11","236","188","47","510","2728","0","0","3","0","0","0","3","1.56786","0","11","0","7488.0","929.7292903882027","1036.355073980462","4161.0","7488.0"
"533","11","447","244","203","790","1953","0","0","3","1219","1669","6816","3","1.55282","0","11","81","2860.0","403.1939940629286","475.3432751455336","1796.0","2860.0"
"534","11","475","354","71","1397","632","0","0","3","0","0","0","3","2.05152","0","11","47","1211.0","161.8498645396037","292.8498645396037","696.0","1211.0"
"535","11","331","190","77","1468","749","0","0","4","0","0","0","3","1.52577","0","11","9","724.0","106.09247643374597","106.09247643374597","483.0","724.0"
"536","11","230","139","25","688","1085","0","0","4","0","0","0","3","1.70221","0","11","29","1615.0","263.81255599841154","263.81255599841154","1227.0","1615.0"
"537","11","410","92.61086","259","719","2201","0","0","4","248","0","0","3","1.74611","0","11","12","5031.0","614.6882883521644","660.8949418621728","3045.0","5031.0"
"538","11","164.2","117","40","748","617","0","0","3","0","0","0","3","1.65842","0","11","235","1666.0","210.14533157807642","1102.1453315780764","1048.0","1666.0"
"539","11","508.10001","76","359","86","70","0","0","3","0","0","0","3","1.75406","0","11","66","437.0","57.25835863196269","949.2583586319627","282.0","437.0"
"54","2","257","105","4","1562","1296","0","0","3","0","0","0","1","2.30144","0","2","57","1417.0","206.7754638144209","251.22023467223522","736.0","1417.0"
"540","11","329","228.40805","88.79493","1050","1423","0","0","3","0","0","0","3","1.65731","0","11","65","3719.0","499.3110751324766","514.3110751324766","2153.0","3719.0"
"541","11","531","328","174","1676","456","0","0","4","1903","0","0","3","1.40551","0","11","0","808.0","121.87930345857504","363.879303458575","493.0","808.0"
"542","11","252","189","48","580","459","0","0","4","1647","0","0","3","1.51355","0","11","100","1144.0","177.73375979865844","207.73375979865844","810.0","1144.0"
"543","11","369","167.03329","192","760","715","0","0","4","0","0","0","3","1.61077","0","11","1620","2440.0","356.5005986724466","2566.979366510943","2347.0","2440.0"
"544","11","391","256","74","1039","1316","0","0","4","0","0","0","3","1.42715","0","11","56","993.0","131.6241324862088","181.56682990060432","572.0","993.0"
"545","11","236","162.18808","58","603","769","0","0","4","0","5368","1946","3","1.51115","0","11","1257","1211.0","157.0024892613624","1239.0024892613624","1032.0","1211.0"
"546","11","470","161.42163","200","753","1487","25","154","2","0","0","0","3","3.59905","0","11","224","1346.0","185.52364916079338","761.5236491607934","902.0","1346.0"
"547","11","475","264.83252","196","1526","1012","0","0","3","0","0","0","3","1.51143","0","11","70","1312.0","191.8335058560245","278.8335058560245","926.0","1312.0"
"548","11","455","307.59109","83","1719","1695","0","0","4","0","0","0","3","1.43602","0","11","320","1077.0","161.7840219838332","195.21607414580987","682.0","1077.0"
"549","11","199","101","87","627","1551","74.79013","126.76294","3","0","0","0","3","3.64005","0","11","97","1514.0","175.693847778947","271.693847778947","723.0","1514.0"
"55","2","97","58","1","857","778","0","0","3","0","0","0","1","2.14902","0","2","0","1133.0","163.7877923866911","163.7877923866911","602.0","1133.0"
"550","11","205","180","24","1168","340","0","0","3","0","0","0","3","1.39248","0","11","13","757.0","137.97206062576154","229.97206062576154","646.0","757.0"
"551","11","371","223","85","918","1056","0","0","4","1306","0","0","3","1.52935","0","11","47","1699.0","279.83217126500097","426.7095326772029","1055.0","1699.0"
"552","11","151","125","14","989","316","0","0","3","0","0","0","3","1.5435","0","11","0","2457.0","445.7319272212147","445.7319272212147","1708.0","2457.0"
